-0.027,-0.001,-0.01,-0.017,-0.005,-0.024,-0.004,0.001,-0.021,-0.016,-0.125,2020-09-21
-0.012,-0.015,-0.019,-0.001,0.009,-0.024,-0.002,-0.01,-0.009,0.017,-0.065,2020-09-22
0.01,-0.006,-0.01,-0.01,0.006,-0.006,0.017,-0.01,-0.016,0.012,-0.015,2020-09-23
-0.043,-0.011,-0.012,-0.013,-0.023,-0.019,-0.009,-0.012,-0.014,-0.019,-0.174,2020-09-24
-0.01,0.018,0.003,0.004,0.007,0.007,-0.002,0.008,0.004,-0.003,0.035,2020-09-25
0.002,0.006,0.002,0.016,0.001,0.005,0.008,0.001,0.013,0.03,0.083,2020-09-28
0.03,-0.003,-0.026,-0.005,0.015,-0.015,0.021,0.001,-0.002,0.0,0.017,2020-09-29
-0.023,-0.02,-0.009,0.01,-0.001,-0.007,0.002,-0.008,0.006,0.004,-0.045,2020-09-30
0.056,0.017,0.005,0.016,0.023,0.021,0.011,0.019,0.029,0.07,0.267,2020-10-09
0.009,0.04,0.037,0.031,0.024,0.037,0.008,0.035,0.059,0.009,0.289,2020-10-12
-0.015,0.001,0.006,-0.007,-0.005,0.006,0.025,-0.012,0.002,-0.01,-0.008,2020-10-13
-0.024,-0.01,0.007,-0.006,-0.008,0.0,-0.009,-0.013,-0.012,-0.027,-0.101,2020-10-14
-0.016,-0.003,0.025,-0.002,0.002,0.0,0.011,0.001,-0.002,-0.001,0.015,2020-10-15
-0.01,-0.002,0.019,-0.008,-0.001,0.007,-0.017,0.004,-0.009,-0.024,-0.04,2020-10-16
-0.014,-0.005,0.005,-0.008,-0.017,-0.002,0.003,-0.006,-0.003,0.002,-0.046,2020-10-19
0.016,0.003,-0.0,0.02,-0.006,-0.008,0.017,-0.008,0.02,0.013,0.067,2020-10-20
-0.019,-0.002,0.02,-0.0,-0.016,0.014,0.015,-0.007,0.003,-0.027,-0.018,2020-10-21
0.006,0.007,0.009,0.005,-0.0,-0.004,0.012,0.0,-0.0,-0.002,0.034,2020-10-22
-0.016,-0.007,0.001,-0.016,-0.016,0.017,-0.044,-0.011,-0.022,-0.015,-0.13,2020-10-23
0.0,-0.031,-0.015,-0.044,0.012,-0.016,0.02,-0.037,-0.017,0.013,-0.115,2020-10-26
-0.009,-0.008,-0.004,-0.011,0.001,-0.014,-0.013,-0.002,0.004,0.002,-0.053,2020-10-27
0.009,0.011,-0.009,0.024,0.023,-0.019,0.013,0.01,0.027,0.031,0.12,2020-10-28
0.013,0.006,0.002,0.007,-0.004,-0.012,0.055,0.012,0.04,-0.018,0.101,2020-10-29
-0.026,-0.026,-0.01,-0.004,-0.025,-0.011,-0.043,-0.035,-0.023,-0.065,-0.266,2020-10-30
0.049,-0.004,0.011,0.002,0.004,-0.008,0.066,-0.02,0.005,0.029,0.136,2020-11-02
0.018,0.018,0.024,0.012,0.01,0.024,-0.01,0.023,0.019,0.007,0.144,2020-11-03
-0.004,-0.002,0.039,0.003,0.0,0.004,0.036,0.0,0.01,0.019,0.106,2020-11-04
0.014,0.005,-0.003,0.013,0.011,0.018,0.005,0.016,0.025,0.01,0.113,2020-11-05
0.025,-0.004,-0.007,-0.013,-0.026,0.004,0.045,0.002,-0.0,0.009,0.035,2020-11-06
0.02,0.031,0.013,0.024,0.005,0.02,0.006,0.034,0.04,0.009,0.203,2020-11-09
0.017,-0.001,0.016,0.001,-0.016,0.003,-0.012,-0.017,0.01,-0.026,-0.026,2020-11-10
-0.052,-0.015,0.014,-0.008,-0.021,0.004,-0.018,-0.017,-0.015,-0.025,-0.151,2020-11-11
0.037,-0.018,-0.018,0.002,0.004,-0.015,0.028,-0.005,-0.005,0.006,0.016,2020-11-12
-0.002,-0.019,-0.023,-0.017,-0.012,-0.024,-0.001,-0.014,-0.01,-0.021,-0.144,2020-11-13
0.004,0.006,0.01,0.014,0.002,0.033,-0.013,0.009,0.029,-0.058,0.035,2020-11-16
-0.021,-0.005,0.019,-0.008,-0.001,0.011,0.006,0.005,-0.014,0.011,0.003,2020-11-17
0.031,0.006,0.02,-0.013,0.012,0.016,-0.007,0.001,-0.02,-0.018,0.027,2020-11-18
-0.009,-0.068,0.003,0.015,0.008,0.001,0.05,0.006,0.004,-0.007,0.002,2020-11-19
0.0,0.008,0.004,-0.0,-0.004,-0.01,-0.026,0.003,0.014,0.003,-0.009,2020-11-20
0.004,0.024,0.008,0.039,-0.009,0.02,0.02,0.016,0.015,-0.01,0.126,2020-11-23
-0.004,0.003,-0.012,-0.015,0.012,-0.014,-0.031,-0.013,-0.003,-0.014,-0.091,2020-11-24
-0.008,-0.01,-0.01,-0.021,-0.012,0.026,-0.012,-0.011,-0.034,0.002,-0.09,2020-11-25
-0.027,0.007,0.015,0.004,-0.002,0.021,-0.029,0.003,-0.009,-0.018,-0.035,2020-11-26
0.006,0.154,0.017,0.002,0.011,0.011,0.009,0.023,0.007,0.035,0.273,2020-11-27
0.031,-0.004,-0.037,-0.014,-0.011,-0.001,-0.011,0.01,-0.033,-0.006,-0.076,2020-11-30
0.034,0.019,0.043,0.013,0.018,0.036,0.012,0.032,0.015,0.019,0.242,2020-12-01
0.023,-0.004,0.013,0.001,-0.001,-0.006,0.022,-0.007,0.01,-0.021,0.03,2020-12-02
-0.043,-0.005,-0.007,0.006,0.027,-0.011,-0.003,-0.006,0.004,-0.006,-0.044,2020-12-03
-0.024,-0.015,-0.016,0.025,0.015,0.003,-0.014,-0.02,0.021,0.017,-0.009,2020-12-04
