stock_index,stock_name,buy_num,buy_shou,sale_num,sale_shou,buy_sale_diff,buy_sale_diff_shou
601998,中信银行,212,4252,1140.0,22720.0,-928.0,-18468.0
600580,卧龙电驱,251,2250,1189.0,10558.0,-938.0,-8308.0
338,潍柴动力,678,5101,1654.0,12391.0,-976.0,-7290.0
600406,国电南瑞,224,1183,1230.0,6559.0,-1006.0,-5376.0
2475,立讯精密,16642,37121,17653.0,39423.0,-1011.0,-2302.0
895,双汇发展,252,637,1284.0,3266.0,-1032.0,-2629.0
600966,博汇纸业,451,5091,1499.0,17192.0,-1048.0,-12101.0
2987,京北方,558,960,1627.0,2891.0,-1069.0,-1931.0
538,云南白药,952,1116,2023.0,2372.0,-1071.0,-1256.0
2916,深南电路,942,571,2020.0,1230.0,-1078.0,-659.0
876,新 希 望,2588,9092,3674.0,12976.0,-1086.0,-3884.0
16,深康佳Ａ,240,3364,1356.0,18926.0,-1116.0,-15562.0
600016,民生银行,2204,38690,3326.0,58178.0,-1122.0,-19488.0
2028,思源电气,1003,5395,2132.0,11526.0,-1129.0,-6131.0
2291,星期六,802,4221,1955.0,10242.0,-1153.0,-6021.0
603501,韦尔股份,1017,543,2186.0,1170.0,-1169.0,-627.0
600332,白云山,289,955,1485.0,4916.0,-1196.0,-3961.0
601939,建设银行,5247,82096,6456.0,101246.0,-1209.0,-19150.0
2271,东方雨虹,724,1969,1939.0,5294.0,-1215.0,-3325.0
2008,大族激光,583,1954,1801.0,6127.0,-1218.0,-4173.0
600755,厦门国贸,225,3708,1445.0,23814.0,-1220.0,-20106.0
600260,凯乐科技,1031,6946,2256.0,15356.0,-1225.0,-8410.0
652,泰达股份,573,8837,1803.0,27911.0,-1230.0,-19074.0
600029,南方航空,208,4118,1448.0,28686.0,-1240.0,-24568.0
601789,宁波建工,445,8288,1689.0,31460.0,-1244.0,-23172.0
157,中联重科,243,3712,1496.0,22997.0,-1253.0,-19285.0
600520,文一科技,806,8855,2077.0,22783.0,-1271.0,-13928.0
600984,建设机械,404,2439,1685.0,10380.0,-1281.0,-7941.0
2980,华盛昌,3476,4866,4777.0,6864.0,-1301.0,-1998.0
2821,凯莱英,511,253,1815.0,905.0,-1304.0,-652.0
600104,上汽集团,850,4640,2172.0,11905.0,-1322.0,-7265.0
616,海航投资,236,8100,1570.0,55587.0,-1334.0,-47487.0
603659,璞泰来,481,602,1838.0,2273.0,-1357.0,-1671.0
601319,中国人保,214,3495,1576.0,25659.0,-1362.0,-22164.0
600109,国金证券,927,9483,2307.0,23639.0,-1380.0,-14156.0
600588,用友网络,1987,5423,3385.0,9212.0,-1398.0,-3789.0
2027,分众传媒,916,19340,2371.0,49732.0,-1455.0,-30392.0
601398,工商银行,9640,190110,11108.0,219109.0,-1468.0,-28999.0
600885,宏发股份,1983,6493,3476.0,11391.0,-1493.0,-4898.0
600436,片仔癀,640,447,2149.0,1496.0,-1509.0,-1049.0
601628,中国人寿,210,793,1737.0,6585.0,-1527.0,-5792.0
600540,新赛股份,1298,23492,2866.0,51414.0,-1568.0,-27922.0
600621,华鑫股份,450,2673,2049.0,12223.0,-1599.0,-9550.0
601128,常熟银行,1006,14212,2628.0,37353.0,-1622.0,-23141.0
603288,海天味业,216,190,1957.0,1721.0,-1741.0,-1531.0
600887,伊利股份,21216,75723,22958.0,82034.0,-1742.0,-6311.0
568,泸州老窖,6601,7798,8349.0,9857.0,-1748.0,-2059.0
564,供销大集,1560,42546,3312.0,92047.0,-1752.0,-49501.0
2385,大北农,1025,11697,2798.0,31883.0,-1773.0,-20186.0
2044,美年健康,617,5093,2425.0,20018.0,-1808.0,-14925.0
600346,恒力石化,505,3812,2325.0,17585.0,-1820.0,-13773.0
401,冀东水泥,2577,13655,4414.0,23415.0,-1837.0,-9760.0
600690,海尔智家,567,3732,2442.0,16201.0,-1875.0,-12469.0
601066,中信建投,4905,15235,6792.0,20910.0,-1887.0,-5675.0
2001,新 和 成,468,1828,2379.0,9405.0,-1911.0,-7577.0
963,华东医药,1487,6737,3407.0,15494.0,-1920.0,-8757.0
600460,士兰微,248,1746,2214.0,15559.0,-1966.0,-13813.0
603195,公牛集团,811,463,2779.0,1609.0,-1968.0,-1146.0
600801,华新水泥,757,2892,2727.0,10352.0,-1970.0,-7460.0
600009,上海机场,1654,2527,3646.0,5569.0,-1992.0,-3042.0
601696,中银证券,2591,12293,4649.0,22049.0,-2058.0,-9756.0
2174,游族网络,414,2128,2582.0,13271.0,-2168.0,-11143.0
600771,广誉远,251,1767,2458.0,17501.0,-2207.0,-15734.0
600536,中国软件,4545,5691,6762.0,8514.0,-2217.0,-2823.0
2065,东华软件,3759,33476,6069.0,54121.0,-2310.0,-20645.0
600048,保利地产,2440,16442,4790.0,32273.0,-2350.0,-15831.0
600028,中国石化,5355,125266,7726.0,180775.0,-2371.0,-55509.0
603019,中科曙光,5208,13798,7581.0,20025.0,-2373.0,-6227.0
2650,加加食品,718,13091,3095.0,59702.0,-2377.0,-46611.0
600547,山东黄金,6791,18664,9218.0,25426.0,-2427.0,-6762.0
600837,海通证券,3112,26215,5593.0,46860.0,-2481.0,-20645.0
601988,中国银行,3203,92918,5719.0,166418.0,-2516.0,-73500.0
600667,太极实业,1931,16803,4471.0,39146.0,-2540.0,-22343.0
601211,国泰君安,723,4585,3271.0,20729.0,-2548.0,-16144.0
601138,工业富联,563,4241,3221.0,24213.0,-2658.0,-19972.0
601166,兴业银行,4853,30577,7535.0,47414.0,-2682.0,-16837.0
2131,利欧股份,587,15005,3354.0,86011.0,-2767.0,-71006.0
2,万  科Ａ,7876,31233,10789.0,42736.0,-2913.0,-11503.0
603385,惠达卫浴,5188,36870,8171.0,57297.0,-2983.0,-20427.0
2273,水晶光电,487,3488,3484.0,24977.0,-2997.0,-21489.0
600251,冠农股份,3574,49176,6574.0,89526.0,-3000.0,-40350.0
636,风华高科,2849,12689,5905.0,26194.0,-3056.0,-13505.0
2498,汉缆股份,1778,29162,4919.0,81439.0,-3141.0,-52277.0
600079,人福医药,1397,6126,4540.0,19816.0,-3143.0,-13690.0
600309,万华化学,1146,2564,4345.0,9690.0,-3199.0,-7126.0
600438,通威股份,3477,25815,6796.0,50883.0,-3319.0,-25068.0
603799,华友钴业,1095,3370,4418.0,13624.0,-3323.0,-10254.0
601990,南京证券,1837,13588,5191.0,38412.0,-3354.0,-24824.0
600050,中国联通,1328,26271,5012.0,99109.0,-3684.0,-72838.0
601857,中国石油,2120,48482,5901.0,134493.0,-3781.0,-86011.0
2981,朝阳科技,4199,8931,8033.0,16681.0,-3834.0,-7750.0
601601,中国太保,491,1740,4476.0,15898.0,-3985.0,-14158.0
600031,三一重工,2481,13303,6645.0,35770.0,-4164.0,-22467.0
601328,交通银行,1522,29822,5731.0,112368.0,-4209.0,-82546.0
600268,国电南自,789,8571,5046.0,56188.0,-4257.0,-47617.0
2223,鱼跃医疗,3920,12180,8189.0,25690.0,-4269.0,-13510.0
2030,达安基因,2811,13353,7095.0,33658.0,-4284.0,-20305.0
2049,紫光国微,27036,37191,31406.0,43435.0,-4370.0,-6244.0
2581,未名医药,5045,18135,9437.0,34211.0,-4392.0,-16076.0
600410,华胜天成,4909,35161,9361.0,67240.0,-4452.0,-32079.0
601186,中国铁建,972,10775,5510.0,60810.0,-4538.0,-50035.0
651,格力电器,12505,22394,17145.0,30698.0,-4640.0,-8304.0
601668,中国建筑,1783,35486,6459.0,128632.0,-4676.0,-93146.0
1,平安银行,5165,39683,9903.0,75941.0,-4738.0,-36258.0
2456,欧菲光,1865,12684,7255.0,49844.0,-5390.0,-37160.0
600516,方大炭素,279,3193,5803.0,66552.0,-5524.0,-63359.0
600036,招商银行,7317,21599,12916.0,38126.0,-5599.0,-16527.0
2603,以岭药业,2642,9148,8515.0,29458.0,-5873.0,-20310.0
2129,中环股份,14594,81179,20732.0,115974.0,-6138.0,-34795.0
725,京东方Ａ,23036,607731,29364.0,774246.0,-6328.0,-166515.0
2460,赣锋锂业,4969,10505,12083.0,25468.0,-7114.0,-14963.0
66,中国长城,9284,65277,17700.0,125178.0,-8416.0,-59901.0
600196,复星医药,5597,17692,14075.0,44375.0,-8478.0,-26683.0
551,创元科技,8094,81269,18030.0,180875.0,-9936.0,-99606.0
2400,省广集团,11936,171157,23024.0,330988.0,-11088.0,-159831.0
600030,中信证券,13764,61160,25575.0,113527.0,-11811.0,-52367.0
600585,海螺水泥,2919,5096,15802.0,27627.0,-12883.0,-22531.0
63,中兴通讯,14639,38006,28618.0,74201.0,-13979.0,-36195.0
603986,兆易创新,27374,13195,42859.0,20620.0,-15485.0,-7425.0
2241,歌尔股份,11008,53332,27489.0,132772.0,-16481.0,-79440.0
600703,三安光电,40940,168041,57919.0,237405.0,-16979.0,-69364.0
601318,中国平安,47301,66872,67938.0,96138.0,-20637.0,-29266.0
600276,恒瑞医药,16474,17062,50105.0,51922.0,-33631.0,-34860.0
600519,贵州茅台,58402,4367,92366.0,6905.0,-33964.0,-2538.0
