stock_index,stock_name,yeji_predict,_c3,stock_date
300759,康龙化成,业绩大幅上升,净利润9221.16万元至10848.42万元_增长幅度为70%至100%,2020-03-30
300763,锦浪科技,业绩大幅上升,净利润5800万元至6000万元_增长幅度为759.07%至788.69%,2020-03-24
300770,新媒股份,业绩大幅上升,净利润12485.77万元至14689.14万元_增长幅度为70%至100%,2020-03-26
300770,新媒股份,业绩大幅上升,净利润35499.43万元至39603.41万元_增长幅度为73%至93%,2020-01-17
300782,卓胜微,业绩大幅上升,净利润47600.00万元至50800.00万元_增长幅度为193.22%至212.94%,2020-01-14
300815,玉禾田,业绩大幅上升,净利润28559.13万元至31473.32万元_增长幅度为56.55%至72.52%,2020-01-06
300823,建科机械,业绩预盈,净利润1434.84万元至1777.37万元_增长幅度为-14.43%至6%,2020-03-02
600020,中原高速,业绩大幅上升,净利润144000万元至159800万元_增长幅度为80%至100%,2020-01-18
600053,九鼎投资,业绩大幅上升,净利润71100万元至82400万元_增长幅度为597%至708%,2020-01-31
600072,中船科技,业绩大幅上升,净利润12000万元至15000万元_增长幅度为83.41%至129.26%,2020-01-18
600157,永泰能源,业绩大幅上升,净利润14000万元至17000万元_增长幅度为112.38%至157.89%,2020-01-17
600223,鲁商发展,业绩大幅上升,净利润29171万元至35653万元_增长幅度为80%至120%,2020-01-04
600246,万通地产,业绩大幅上升,净利润55000万元至65000万元_增长幅度为68%至100%,2020-01-16
600266,城建发展,业绩大幅上升,净利润184512万元至239866万元_增长幅度为50%至95%,2020-01-31
600368,五洲交通,业绩大幅上升,净利润85463.13万元至91313.13万元_增长幅度为101.5%至115%,2020-01-17
600449,宁夏建材,业绩大幅上升,净利润72000万元至77000万元_增长幅度为68%至80%,2020-01-17
600456,宝钛股份,业绩大幅上升,净利润24800万元左右_增长幅度为75%左右,2020-01-11
600461,洪城水业,业绩大幅上升,净利润47082万元至53748万元_增长幅度为40%至60%,2020-01-18
600495,晋西车轴,业绩大幅上升,净利润5715.47万元至6430.47万元_增长幅度为60%至80%,2020-01-15
600496,精工钢构,业绩大幅上升,净利润38000万元至42000万元_增长幅度为109%至131%,2020-01-16
600571,信雅达,业绩大幅上升,净利润5499万元至6049万元_增长幅度为100%至120%,2020-01-16
600588,用友网络,业绩大幅上升,净利润104062万元至128547万元_增长幅度为70%至110%,2020-01-17
600719,大连热电,业绩大幅上升,净利润1000万元至1200万元,2020-01-15
600720,祁连山,业绩大幅上升,净利润121000万元左右_增长幅度为85%左右,2020-01-15
600845,宝信软件,业绩大幅上升,净利润84004.5万元至91004.5万元_增长幅度为91%至107%,2020-01-31
600846,同济科技,业绩大幅上升,净利润57124.3万元至63124.3万元_增长幅度为90%至110%,2020-01-15
600853,龙建股份,业绩大幅上升,净利润21400万元至22700万元_增长幅度为46.28%至55.17%,2020-01-16
600865,百大集团,业绩大幅上升,净利润19795万元至22706万元_增长幅度为70%至95%,2020-01-18
600909,华安证券,业绩大幅上升,净利润110700万元至121800万元_增长幅度为100%至120%,2020-01-31
600999,招商证券,业绩大幅上升,净利润707998万元至752248万元_增长幅度为60%至70%,2020-01-15
601012,隆基股份,业绩大幅上升,净利润500000万元至530000万元_增长幅度为95.47%至107.19%,2020-01-17
601058,赛轮轮胎,业绩大幅上升,净利润120000万元左右_增长幅度为79.60%左右,2020-01-15
601066,中信建投,业绩大幅上升,净利润550169万元左右_增长幅度为78.19%左右,2020-01-17
601108,财通证券,业绩大幅上升,净利润186015.45万元左右_增长幅度为127%左右,2020-01-18
601377,兴业证券,业绩大幅上升,净利润150000万元至180000万元,2020-01-11
601555,东吴证券,业绩大幅上升,净利润100000万元至110000万元_增长幅度为179.01%至206.91%,2020-01-18
601567,三星医疗,业绩大幅上升,净利润101807.97万元至111807.97万元_增长幅度为100%至120%,2020-01-18
601677,明泰铝业,业绩大幅上升,净利润93900万元左右_增长幅度为90%左右,2020-01-14
601975,招商南油,业绩大幅上升,净利润82000万元至90000万元_增长幅度为127.62%至149.83%,2020-01-18
603002,宏昌电子,业绩大幅上升,净利润6841.7536万元至7793.7536万元_增长幅度为37%至56%,2020-01-17
603010,万盛股份,业绩大幅上升,净利润16126万元至19352万元_增长幅度为50%至80%,2020-01-14
603033,三维股份,业绩大幅上升,净利润22000万元至26000万元_增长幅度为168.55%至217.38%,2020-01-11
603110,东方材料,业绩大幅上升,净利润4919.75万元至5576.71万元_增长幅度为50.00%至70.00%,2020-01-11
603127,昭衍新药,业绩大幅上升,净利润15167万元至17334万元_增长幅度为40%至60%,2020-01-09
603129,春风动力,业绩大幅上升,净利润17000万元至19500万元_增长幅度为42%至62%,2020-01-17
603187,海容冷链,业绩大幅上升,净利润21800万元左右_增长幅度为56.8%左右,2020-01-31
603189,网达软件,业绩大幅上升,净利润3_400万元至4_200万元_增长幅度为325.32%至425.39%,2020-01-04
603195,公牛集团,业绩大幅上升,净利润230056.75万元至254273.25万元_增长幅度为37.19%至51.64%,2020-01-07
603218,日月股份,业绩大幅上升,净利润48535.92万元至51902.58万元_增长幅度为73%至85%,2020-01-10
603221,爱丽家居,业绩预盈,净利润2500万元至2700万元_增长幅度为-0.27%至7.66%,2020-03-03
603227,雪峰科技,业绩大幅上升,净利润9552.18万元左右_增长幅度为84.49%左右,2020-01-31
603258,电魂网络,业绩大幅上升,净利润20767.4万元至22267.4万元_增长幅度为60.15%至71.72%,2020-01-18
603315,福鞍股份,业绩大幅上升,净利润11000万元至11600万元_增长幅度为1073%至1135%,2020-01-31
603326,我乐家居,业绩大幅上升,净利润14256.37万元至15783.84万元_增长幅度为40%至55%,2020-01-14
603327,福蓉科技,业绩大幅上升,净利润24693万元至27879万元_增长幅度为55%至75%,2020-01-14
603333,尚纬股份,业绩大幅上升,净利润10000万元至11000万元_增长幅度为70%至90%,2020-01-11
603360,百傲化学,业绩大幅上升,净利润31500万元左右_增长幅度为116.96%左右,2020-01-18
603378,亚士创能,业绩大幅上升,净利润10573万元至11746万元_增长幅度为80%至100%,2020-01-18
603505,金石资源,业绩大幅上升,净利润20664万元至23364万元_增长幅度为50%至70%,2020-01-11
603606,东方电缆,业绩大幅上升,净利润45500万元左右_增长幅度为165%左右,2020-01-15
603609,禾丰牧业,业绩大幅上升,净利润112000万元至115000万元_增长幅度为102.92%至108.36%,2020-01-16
603613,国联股份,业绩大幅上升,净利润15100万元至16000万元_增长幅度为60.88%至70.46%,2020-01-10
603638,艾迪精密,业绩大幅上升,净利润34517.41万元左右_增长幅度为53%左右,2020-01-16
603712,七一二,业绩大幅上升,净利润33500万元至38000万元_增长幅度为49%至69%,2020-01-15
603719,良品铺子,业绩大幅上升,净利润33400.00万元至36600.00万元_增长幅度为40.02%至53.43%,2020-01-14
603727,博迈科,业绩大幅上升,净利润3300万元至3650万元_增长幅度为361.36%至410.29%,2020-01-17
603737,三棵树,业绩大幅上升,净利润37600万元至42000万元_增长幅度为69%至89%,2020-01-15
603776,永安行,业绩大幅上升,净利润48790万元至53550万元_增长幅度为310%至350%,2020-01-13
603819,神力股份,业绩大幅上升,净利润8899.14万元至9619.14万元_增长幅度为84.66%至99.60%,2020-01-17
603878,武进不锈,业绩大幅上升,净利润31803.27万元左右_增长幅度为59.71%左右,2020-01-15
603966,法兰泰克,业绩大幅上升,净利润9889万元至10878万元_增长幅度为50%至65%,2020-01-15
603977,国泰集团,业绩大幅上升,净利润14067.52万元至16177.65万元_增长幅度为100%至130%,2020-01-14
688002,睿创微纳,业绩大幅上升,净利润20225.41万元左右_增长幅度为62%左右,2020-01-17
688036,传音控股,业绩大幅上升,净利润167037.12万元至188210.62万元_增长幅度为154.10%至186.31%,2020-01-17
688051,佳华科技,业绩大幅上升,净利润2261.27万元至2963.32万元_增长幅度为489.56%至672.60%,2020-02-28
688116,天奈科技,业绩大幅上升,净利润11528.24万元左右_增长幅度为71%左右,2020-01-18
688159,有方科技,业绩大幅上升,净利润6000万元至6600万元_增长幅度为37.95%至51.74%,2020-01-06
688196,卓越新能,业绩大幅上升,净利润20455.91万元左右_增长幅度为53.01%左右,2020-01-14
688278,特宝生物,业绩大幅上升,净利润6200.29万元至6800.29万元_增长幅度为287.45%至324.94%,2020-01-16
688299,长阳科技,业绩大幅上升,净利润13775.69万元至15553.20万元_增长幅度为55%至75%,2020-01-10
688398,赛特新材,业绩大幅上升,净利润7397万元至7691万元_增长幅度为81.91%至89.14%,2020-01-14
688398,赛特新材,业绩大幅上升,净利润7397万元至7691万元_增长幅度为81.91%至89.14%,2020-02-10
