stock_name,stock_index,gainian,gainian_list
华夏幸福,600340,2,上证50_||中超概念
华能国际,600011,2,风能||核能核电
*ST刚泰,600687,2,甘肃||影视概念
宜华生活,600978,2,电商概念||智能家居
保隆科技,603197,2,传感器||胎压监测
广和通,300638,2,边缘计算||车联网
广东甘化,576,2,LED||深股通
凌云股份,600480,3,北斗导航||京津冀||雄安新区
海印股份,861,3,参股保险||移动支付||转债标的
同益股份,300538,3,高送转||光刻胶||小米概念
石化油服,600871,3,可燃冰||油改概念||油气设服
*ST盈方,670,3,北斗导航||车联网||国产芯片
神开股份,2278,3,可燃冰||页岩气||油气设服
东方能源,958,3,国企改革||京津冀||雄安新区
浦东建设,600284,3,迪士尼||上海自贸||上证380
同兴达,2845,3,OLED||触摸屏||富士康
华峰超纤,300180,3,创业成份||工业互联||移动支付
东方网力,300367,3,国家安防||无人机||增强现实
吉林森工,600189,3,东北振兴||美丽中国||稀缺资源
*ST新海,2089,3,5G概念||量子通信||在线教育
华帝股份,2035,3,北京冬奥||基金重仓||太阳能
苏州高新,600736,3,创投||互联金融||新三板
祥源文化,600576,3,手游概念||网红直播||网络游戏
*ST中孚,600595,3,超导概念||大数据||云计算
四川九洲,801,3,5G概念||军民融合||物联网
科森科技,603626,3,富士康||苹果概念||无线耳机
华天科技,2185,3,甘肃||国产芯片||物联网
航天机电,600151,3,IPO受益||锂电池||太阳能
航天电子,600879,3,北斗导航||军民融合||无人机
英威腾,2334,3,充电桩||工业互联||透明工厂
福晶科技,2222,3,LED||超清视频||量子通信
*ST中绒,982,3,壳资源||网络游戏||云计算
华媒控股,607,3,区块链||在线教育||知识产权
福田汽车,600166,3,车联网||工业互联||无人驾驶
千金药业,600479,3,QFII重仓||长株潭||中药
启迪古汉,590,3,长株潭||机构重仓||中药
神州数码,34,3,数字孪生||网络安全||云计算
海伦钢琴,300329,3,迪士尼||二胎概念||在线教育
嘉化能源,600273,3,锂电池||太阳能||新材料
上海机场,600009,3,QFII重仓||迪士尼||上海自贸
神剑股份,2361,3,皖江区域||无人机||昨日连板
神州高铁,8,3,手游概念||铁路基建||新三板
华升股份,600156,3,贬值受益||长株潭||工业大麻
上海新阳,300236,3,光刻胶||国产芯片||昨日涨停
浙富控股,2266,3,核能核电||水利建设||影视概念
千红制药,2550,3,2025规划||精准医疗||人造肉
中威电子,300270,3,超清视频||透明工厂||无人驾驶
启明星辰,2439,3,VPN||美团概念||网络安全
韶能股份,601,3,核能核电||生态农业||新能源车
分众传媒,2027,3,大数据||电子竞技||手游概念
华域汽车,600741,3,迪士尼||沪企改革||新能源车
福能股份,600483,3,风能||核能核电||转债标的
浙江富润,600070,3,参股保险||大数据||独角兽
凯撒旅业,796,3,QFII重仓||一带一路||在线旅游
千方科技,2373,3,超清视频||无人驾驶||智慧城市
海南瑞泽,2596,3,海绵城市||垃圾分类||赛马概念
秀强股份,300160,3,二胎概念||预亏预减||在线教育
硕贝德,300322,3,UWB概念||无线充电||小米概念
凤凰传媒,601928,3,手游概念||虚拟现实||在线教育
粤传媒,2181,3,电商概念||粤港自贸||昨日连板
嘉诚国际,603535,3,上海自贸||送转预期||粤港自贸
珈伟新能,300317,3,LED||共享经济||石墨烯
精华制药,2349,3,单抗概念||流感||透明工厂
高乐股份,2348,3,3D打印||二胎概念||在线教育
东北证券,686,3,东北振兴||券商概念||新三板
东富龙,300171,3,创业板综||基因测序||医疗器械
申能股份,600642,3,核能核电||太阳能||天然气
申达股份,600626,3,贬值受益||沪企改革||上海自贸
澳洋顺昌,2245,3,LED||苹果概念||转债标的
南洋股份,2212,3,VPN||充电桩||网络安全
首商股份,600723,3,QFII重仓||新零售||养老金
华联股份,882,3,独角兽||网红直播||新零售
博云新材,2297,3,长株潭||军民融合||通用航空
滨海能源,695,3,滨海新区||壳资源||在线教育
博信股份,600083,3,举牌概念||无线耳机||预盈预增
勤上股份,2638,3,LED||互联金融||在线教育
湘邮科技,600476,3,北斗导航||长株潭||独角兽
美锦能源,723,3,超级电容||石墨烯||智能机器
湘潭电化,2125,3,长株潭||高送转||小金属
羚锐制药,600285,3,IPO受益||参股银行||中药
华策影视,300133,3,手游概念||网红直播||影视概念
博思软件,300525,3,国产软件||数字中国||智慧政务
经纬辉开,300120,3,充电桩||触摸屏||苹果概念
飞天诚信,300386,3,国产软件||网络安全||知识产权
华英农业,2321,3,区块链||乡村振兴||昨日涨停
南威软件,603636,3,国产软件||数字中国||智慧政务
东安动力,600178,3,东北振兴||航母概念||预亏预减
生物股份,600201,3,MSCI中盘||QFII重仓||生物疫苗
王府井,600859,3,北京冬奥||电商概念||送转预期
华邦健康,2004,3,分拆预期||新三板||医疗美容
玉龙股份,601028,3,石墨烯||天然气||油改概念
华银电力,600744,3,长株潭||创投||核能核电
鲁抗医药,600789,3,阿兹海默||超级真菌||流感
特锐德,300001,3,充电桩||创业成份||铁路基建
华软科技,2453,3,国产软件||苹果概念||区块链
特变电工,600089,3,创投||风能||工业4.0
置信电气,600517,3,风能||预亏预减||昨日连板
北巴传媒,600386,3,充电桩||独角兽||锂电池
群兴玩具,2575,3,二胎概念||核能核电||昨日涨停
物产中大,600704,3,IPO受益||参股保险||债转股
美克家居,600337,3,2025规划||电商概念||智能家居
华讯方舟,687,3,京津冀||雄安新区||虚拟现实
瑞凌股份,300154,3,创业板综||工业4.0||智能机器
东华科技,2140,3,可燃冰||钛白粉||皖江区域
北京银行,601169,3,京东金融||上证50_||小米概念
中原环保,544,3,PPP模式||垃圾分类||美丽中国
南京高科,600064,3,IPO受益||参股券商||创投
东土科技,300353,3,边缘计算||工业互联||国产芯片
美年健康,2044,3,基因测序||精准医疗||社保重仓
甘肃电投,791,3,风能||甘肃||养老金
中原高速,600020,3,参股保险||参股银行||创投
登海种业,2041,3,人造肉||乡村振兴||转基因
劲拓股份,300400,3,3D摄像头||富士康||苹果概念
博通集成,603068,3,WiFi||上海自贸||无线耳机
东方电气,600875,3,贬值受益||风能||核能核电
世纪星源,5,3,充电桩||创投||深圳特区
紫金矿业,601899,3,贬值受益||黄金概念||稀缺资源
中国软件,600536,3,国产软件||上证380||云计算
胜利股份,407,3,充电桩||天然气||油气设服
华金资本,532,3,独角兽||锂电池||石墨烯
风华高科,636,3,触摸屏||稀土永磁||智能机器
华斯股份,2494,3,互联金融||网红直播||雄安新区
合众思壮,2383,3,UWB概念||北斗导航||车联网
华控赛格,68,3,PPP模式||海绵城市||壳资源
润邦股份,2483,3,海工装备||海洋经济||医废处理
鼎龙文化,2502,3,二胎概念||手游概念||影视概念
精测电子,300567,3,OLED||富士康||苹果概念
中元股份,300018,3,2025规划||区块链||新三板
盘江股份,600395,3,参股券商||稀缺资源||养老金
上港集团,600018,3,沪企改革||上海自贸||中超概念
海联金汇,2537,3,互联金融||区块链||移动支付
盛天网络,300494,3,VPN||电子竞技||云游戏
合肥百货,417,3,冷链物流||皖江区域||新零售
合金投资,633,3,PPP模式||核能核电||昨日涨停
盛屯矿业,600711,3,黄金概念||锂电池||预盈预增
顺网科技,300113,3,电子竞技||网红直播||云游戏
海航投资,616,3,参股保险||东北振兴||区块链
上海能源,600508,3,国企改革||稀缺资源||预盈预增
润都股份,2923,3,超级真菌||工业大麻||青蒿素
华新水泥,600801,3,MSCI中盘||QFII重仓||参股保险
渤海股份,605,3,PPP模式||京津冀||雄安新区
渤海租赁,415,3,滨海新区||参股保险||养老概念
华润双鹤,600062,3,MSCI中盘||青蒿素||中药
黄山旅游,600054,3,IPO受益||QFII重仓||参股券商
中国石油,601857,3,上证50_||天然气||油价相关
卫宁健康,300253,3,创业成份||国产软件||基金重仓
中化岩土,2542,3,互联金融||通用航空||影视概念
厚普股份,300471,3,天然气||页岩气||油气设服
深物业A,11,3,深圳特区||粤港自贸||租售同权
北矿科技,600980,3,3D打印||稀土永磁||新材料
双象股份,2395,3,化工原料||智能家居||中超概念
北辰实业,601588,3,北京冬奥||电子竞技||京津冀
厦门象屿,600057,3,电商概念||快递概念||预盈预增
风范股份,601700,3,债转股||昨日连板||昨日涨停
友讯达,300514,3,边缘计算||透明工厂||智能家居
力源信息,300184,3,UWB概念||车联网||国产芯片
力帆股份,601777,3,分拆预期||共享经济||无人驾驶
深南电A,37,3,核能核电||机构重仓||深圳特区
剑桥科技,603083,3,WiFi||工业互联||智能家居
利欧股份,2131,3,海绵城市||水利建设||转债标的
双环传动,2472,3,工业4.0||智能机器||转债标的
红星发展,600367,3,锂电池||稀缺资源||小金属
深天地A,23,3,深圳特区||医疗器械||粤港自贸
胜宏科技,300476,3,OLED||PCB||富士康
广联达,2410,3,数字孪生||雄安新区||央视50_
荃银高科,300087,3,皖江区域||预亏预减||转基因
光华科技,2741,3,PCB||光刻胶||化工原料
威海广泰,2111,3,军民融合||通用航空||无人机
新界泵业,2532,3,PPP模式||海绵城市||水利建设
路畅科技,2813,3,北斗导航||车联网||无人驾驶
兆驰股份,2429,3,LED||MiniLED||富士康
软控股份,2073,3,胎压监测||物联网||知识产权
轻纺城,600790,3,IPO受益||电商概念||养老金
新开普,300248,3,区块链||移动支付||预亏预减
兆易创新,603986,3,超清视频||传感器||无线耳机
新宙邦,300037,3,OLED||超级电容||氟化工
兆日科技,300333,3,国产芯片||网络安全||预亏预减
辉煌科技,2296,3,WiFi||工业互联||铁路基建
兆新股份,2256,3,充电桩||降解塑料||无人驾驶
钱江摩托,913,3,IPO受益||锂电池||智能机器
新奥股份,600803,3,天然气||油气设服||预盈预增
健民集团,600976,3,独家药品||基金重仓||中药
万润股份,2643,3,OLED||基金重仓||新材料
金鹰股份,600232,3,创投||工业大麻||锂电池
新华医疗,600587,3,沪股通||上证380||医疗器械
ST坊展,600149,3,京津冀||举牌概念||雄安新区
信隆健康,2105,3,北京冬奥||共享经济||养老概念
新兴铸管,778,3,MSCI中盘||京津冀||雄安新区
金通灵,300091,3,高送转||无人机||乡村振兴
信立泰,2294,3,单抗概念||央视50_||养老金
新世界,600628,3,迪士尼||进口博览||新零售
云南白药,538,3,超级品牌||独家药品||央视50_
宗申动力,1696,3,军民融合||无人机||智能机器
钱江生化,600796,3,创投||太阳能||转基因
姚记科技,2605,3,迪士尼||共享经济||免疫治疗
久立特材,2318,3,航母概念||页岩气||转债标的
万顺新材,300057,3,纳米银||苹果概念||转债标的
天目药业,600671,3,QFII重仓||养老概念||中药
春秋航空,601021,3,迪士尼||送转预期||通用航空
三六零,601360,3,参股360||上证50_||网络安全
锌业股份,751,3,东北振兴||稀缺资源||新材料
天药股份,600488,3,滨海新区||国企改革||证金持股
银轮股份,2126,3,量子通信||透明工厂||养老金
天音控股,829,3,独角兽||手游概念||虚拟现实
星星科技,300256,3,OLED||触摸屏||虚拟现实
赛为智能,300044,3,手游概念||无人机||智慧城市
赛意信息,300687,3,边缘计算||工业互联||透明工厂
太原重工,600169,3,融资融券||铁路基建||证金持股
光明地产,600708,3,冷链物流||上海自贸||万达概念
太极实业,600667,3,OLED||国产芯片||太阳能
远方信息,300306,3,LED||基因测序||昨日连板
ST亚星,600319,3,电商概念||化工原料||新材料
昊华科技,600378,3,可燃冰||页岩气||油气设服
银河电子,2519,3,充电桩||广电||军民融合
丽珠集团,513,3,单抗概念||基因测序||精准医疗
太阳纸业,2078,3,基金重仓||社保重仓||转债标的
雷科防务,2413,3,北斗导航||国产芯片||无人驾驶
太龙药业,600222,3,参股银行||流感||中药
时代万恒,600241,3,参股保险||锂电池||预亏预减
旭光股份,600353,3,军民融合||壳资源||新三板
三七互娱,2555,3,参股360||网红直播||云游戏
赣粤高速,600269,3,参股保险||参股券商||核能核电
方正科技,600601,3,PCB||云计算||智慧城市
铜陵有色,630,3,分拆预期||皖江区域||稀缺资源
ST南风,737,3,稀缺资源||小金属||新材料
太极集团,600129,3,养老概念||预盈预增||中药
数源科技,909,3,车联网||充电桩||无人驾驶
数字认证,300579,3,数字中国||网络安全||知识产权
宜通世纪,300310,3,5G概念||国家安防||智能家居
金字火腿,2515,3,互联金融||人造肉||网红直播
思维列控,603508,3,送转预期||铁路基建||无人机
岭南控股,524,3,电商概念||粤港自贸||在线旅游
岭南股份,2717,3,分拆预期||乡村振兴||粤港自贸
交运股份,600676,3,迪士尼||沪企改革||上海自贸
会畅通讯,300578,3,超清视频||远程办公||智慧政务
ST蓝科,601798,3,甘肃||页岩气||油气设服
德威新材,300325,3,创业板综||降解塑料||昨日连板
徐工机械,425,3,工业4.0||稀土永磁||一带一路
众合科技,925,3,PPP模式||股权激励||美丽中国
常宝股份,2478,3,天然气||页岩气||油气设服
强力新材,300429,3,OLED||高送转||光刻胶
金亚科技,300028,3,苹果概念||手游概念||网络游戏
亚盛集团,600108,3,参股券商||甘肃||乡村振兴
京粮控股,505,3,京津冀||人造肉||生态农业
广信材料,300537,3,PCB||富士康||光刻胶
酒鬼酒,799,3,白酒||长株潭||深成500
广博股份,2103,3,互联金融||网红直播||移动支付
人福医药,600079,3,MSCI中盘||参股保险||生物疫苗
亿利洁能,600277,3,充电桩||氟化工||预盈预增
广州浪奇,523,3,工业大麻||消毒剂||粤港自贸
亿纬锂能,300014,3,创业成份||胎压监测||无线耳机
康缘药业,600557,3,创投||流感||中药
广弘控股,529,3,电商概念||冷链物流||粤港自贸
重药控股,950,3,标普概念||富时概念||机构重仓
康强电子,2119,3,触摸屏||国产芯片||移动支付
庄园牧场,2910,3,甘肃||乳业||生态农业
广电运通,2152,3,分拆预期||区块链||铁路基建
京运通,601908,3,参股保险||太阳能||稀土永磁
晓程科技,300139,3,PPP模式||创业板综||国产芯片
恒丰纸业,600356,3,东北振兴||工业大麻||股权激励
山大华特,915,3,二胎概念||美丽中国||消毒剂
探路者,300005,3,北京冬奥||在线旅游||增强现实
云图控股,2539,3,电子竞技||社保重仓||生态农业
掌趣科技,300315,3,电子竞技||手游概念||小米概念
万和电气,2543,3,工业4.0||智慧城市||智能家居
宝塔实业,595,3,纾困概念||昨日连板||昨日涨停
宝德股份,300023,3,工业4.0||页岩气||油气设服
振东制药,300158,3,创业板综||独家药品||中药
招商银行,600036,3,上证180_||上证50_||深圳特区
云赛智联,600602,3,VPN||沪企改革||智慧政务
宝钛股份,600456,3,3D打印||航母概念||小金属
通富微电,2156,3,国产芯片||物联网||移动支付
通源石油,300164,3,天然气||页岩气||油气设服
通策医疗,600763,3,二胎概念||基金重仓||医疗器械
亚星锚链,601890,3,2025规划||海洋经济||航母概念
富瑞特装,300228,3,页岩气||油气设服||预亏预减
小康股份,601127,3,车联网||透明工厂||无人驾驶
惠博普,2554,3,可燃冰||页岩气||油气设服
悦达投资,600805,3,工业大麻||垃圾分类||石墨烯
佛山照明,541,3,LED||锂电池||新材料
恺英网络,2517,3,电子竞技||手游概念||网红直播
亚太股份,2284,3,车联网||无人驾驶||转债标的
山东墨龙,2490,3,深股通||页岩气||油气设服
恒锋信息,300605,3,数字中国||远程办公||智慧政务
科华生物,2022,3,单抗概念||精准医疗||流感
亚威股份,2559,3,触摸屏||工业4.0||蓝宝石
恒泰艾普,300157,3,天然气||页岩气||油气设服
恒康医疗,2219,3,独家药品||甘肃||昨日涨停
恒宝股份,2104,3,区块链||物联网||移动支付
一汽轿车,800,3,共享经济||深成500||新能源车
天玑科技,300245,3,大数据||美团概念||云计算
旷达科技,2516,3,参股360||万达概念||养老概念
贝达药业,300558,3,单抗概念||基因测序||精准医疗
蓝色光标,300058,3,Facebook||创业成份||转债标的
永清环保,300187,3,纾困概念||预亏预减||昨日涨停
中科曙光,603019,3,VPN||量子通信||网络安全
永安林业,663,3,美丽中国||稀缺资源||养老概念
中科电气,300035,3,长株潭||石墨烯||新三板
大亚圣象,910,3,股权激励||基金重仓||养老金
*ST赫美,2356,3,电子竞技||纾困概念||移动支付
大名城,600094,3,参股保险||沪股通||上证380
中航光电,2179,3,基金重仓||军民融合||转债标的
步步高,2251,3,长株潭||新零售||移动支付
正邦科技,2157,3,生态农业||新三板||预亏预减
中航机电,2013,3,航母概念||无人机||转债标的
汇源通信,586,3,5G概念||举牌概念||智慧城市
正业科技,300410,3,PCB||高送转||苹果概念
锦州港,600190,3,股权激励||一带一路||昨日连板
中航电测,300114,3,传感器||创业板综||无人驾驶
欣龙控股,955,3,军民融合||口罩||中药
大禹节水,300021,3,甘肃||水利建设||乡村振兴
中航资本,600705,3,券商概念||通用航空||万达概念
大立科技,2214,3,国家安防||军民融合||智能机器
模塑科技,700,3,无人驾驶||养老概念||转债标的
大连圣亚,600593,3,参股银行||东北振兴||举牌概念
楚天科技,300358,3,长株潭||透明工厂||医疗器械
棕榈股份,2431,3,二胎概念||虚拟现实||粤港自贸
西部牧业,300106,3,创业板综||二胎概念||乳业
梦洁股份,2397,3,贬值受益||长株潭||智能家居
长春燃气,600333,3,东北振兴||天然气||油气设服
*ST鹏起,600614,3,军民融合||昨日连板||昨日涨停
阳普医疗,300030,3,口罩||人脑工程||医疗器械
汉缆股份,2498,3,超导概念||量子通信||昨日连板
荣华实业,600311,3,甘肃||黄金概念||壳资源
雷柏科技,2577,3,无人机||无线充电||无线耳机
泰山石油,554,3,可燃冰||油改概念||油价相关
泰尔股份,2347,3,3D打印||透明工厂||皖江区域
国元证券,728,3,京东金融||券商概念||新三板
农业银行,601288,3,HS300_||上证180_||上证50_
国农科技,4,3,举牌概念||壳资源||深圳特区
泛海控股,46,3,独角兽||影视概念||智慧城市
药明康德,603259,3,基因测序||上证50_||养老金
莫高股份,600543,3,甘肃||举牌概念||生态农业
河钢资源,923,3,北京冬奥||京津冀||雄安新区
雪迪龙,2658,3,北京冬奥||海绵城市||透明工厂
城市传媒,600229,3,QFII重仓||独角兽||网红直播
雪人股份,2639,3,海洋经济||冷链物流||油气设服
沃尔核材,2130,3,超导概念||风能||核能核电
*ST秋林,600891,3,东北振兴||互联金融||黄金概念
江苏阳光,600220,3,融资融券||一带一路||证金持股
葛洲坝,600068,3,PPP模式||海绵城市||水利建设
隆平高科,998,3,长株潭||乡村振兴||转基因
江南水务,601199,3,美丽中国||医废处理||转债标的
国金证券,600109,3,互联金融||券商概念||上证180_
陆家嘴,600663,3,参股保险||迪士尼||上海自贸
中电环保,300172,3,PPP模式||创业板综||美丽中国
汉鼎宇佑,300300,3,京东金融||精准医疗||网红直播
汉钟精机,2158,3,工业4.0||工业互联||冷链物流
国风塑业,859,3,OLED||蓝宝石||皖江区域
冀东水泥,401,3,京津冀||雄安新区||债转股
桂林三金,2275,3,参股保险||单抗概念||中药
*ST东南,2263,3,降解塑料||手游概念||网络游戏
GQY视讯,300076,3,网络游戏||增强现实||智慧城市
天宸股份,600620,3,参股银行||举牌概念||养老概念
智慧能源,600869,3,互联金融||石墨烯||新能源车
诺普信,2215,3,工业大麻||生态农业||乡村振兴
三峡水利,600116,3,参股银行||举牌概念||水利建设
天津普林,2134,3,PCB||滨海新区||债转股
曙光股份,600303,3,锂电池||新能源车||新三板
杭齿前进,601177,3,军民融合||债转股||昨日涨停
朗新科技,300682,3,边缘计算||工业互联||预亏预减
杭锅股份,2534,3,核能核电||美丽中国||太阳能
中达安,300635,3,粤港自贸||昨日连板||昨日涨停
天威视讯,2238,3,VPN||超清视频||广电
中远海特,600428,3,海洋经济||一带一路||粤港自贸
朗源股份,300175,3,VPN||边缘计算||工业大麻
天房发展,600322,3,QFII重仓||滨海新区||京津冀
来伊份,603777,3,进口博览||人造肉||新零售
天富能源,600509,3,天然气||页岩气||证金持股
中远海科,2401,3,车联网||进口博览||智慧城市
ST中天,600856,3,纾困概念||天然气||油改概念
林州重机,2535,3,国家安防||页岩气||油气设服
天津磁卡,600800,3,滨海新区||工业大麻||物联网
豫园股份,600655,3,迪士尼||黄金概念||进口博览
长城电工,600192,3,甘肃||锂电池||新能源车
中船防务,600685,3,海工装备||航母概念||债转股
三友化工,600409,3,MSCI中盘||化工原料||消毒剂
贝肯能源,2828,3,天然气||页岩气||油气设服
西部黄金,601069,3,贬值受益||黄金概念||预亏预减
景峰医药,908,3,长株潭||医疗美容||中药
中钢天源,2057,3,皖江区域||稀土永磁||债转股
长城汽车,601633,3,锂电池||新能源车||雄安新区
贝因美,2570,3,电商概念||二胎概念||乳业
中色股份,758,3,稀缺资源||稀土永磁||新材料
贝瑞基因,710,3,基因测序||精准医疗||稀缺资源
*ST航通,600677,4,无人机||小米概念||昨日连板||昨日涨停
苏州科达,603660,4,超清视频||国家安防||量子通信||远程办公
联创股份,300343,4,氟化工||高送转||降解塑料||消毒剂
英飞拓,2528,4,国家安防||纾困概念||智慧城市||智慧政务
韦尔股份,603501,4,3D摄像头||超清视频||传感器||无线耳机
*ST中安,600654,4,PPP模式||国家安防||云计算||智慧城市
雷曼光电,300162,4,LED||MiniLED||纾困概念||中超概念
齐心集团,2301,4,京东金融||社保重仓||纾困概念||远程办公
三力士,2224,4,工业大麻||军民融合||量子通信||转债标的
东方航空,600115,4,迪士尼||进口博览||上证180_||油价相关
东方通,300379,4,国产软件||国家安防||网络安全||智慧政务
首创股份,600008,4,PPP模式||北京冬奥||美丽中国||雄安新区
金地集团,600383,4,股权激励||举牌概念||上证180_||深圳特区
龙头股份,600630,4,迪士尼||沪企改革||进口博览||上海自贸
豫光金铅,600531,4,黄金概念||机构重仓||上证380||稀缺资源
金一文化,2721,4,3D打印||北京冬奥||黄金概念||纾困概念
科陆电子,2121,4,充电桩||纾困概念||新能源车||智能家居
银禧科技,300221,4,3D打印||LED||降解塑料||小米概念
酒钢宏兴,600307,4,甘肃||举牌概念||一带一路||预盈预增
雪莱特,2076,4,LED||充电桩||无人机||新三板
东方通信,600776,4,5G概念||量子通信||昨日连板||昨日涨停
空港股份,600463,4,机构重仓||京津冀||昨日连板||昨日涨停
科融环境,300152,4,PPP模式||创业板综||美丽中国||雄安新区
联建光电,300269,4,LED||MiniLED||创业板综||分拆预期
重庆水务,601158,4,海绵城市||美丽中国||养老金||债转股
青龙管业,2457,4,海绵城市||美丽中国||水利建设||雄安新区
TCL科技,100,4,MiniLED||超级品牌||超清视频||智能家居
联得装备,300545,4,OLED||触摸屏||昨日连板||昨日涨停
*ST仁智,2629,4,天然气||油改概念||油价相关||油气设服
立思辰,300010,4,创业成份||网络安全||在线教育||智慧政务
美的集团,333,4,超级品牌||小米概念||央视50_||智能家居
芭田股份,2170,4,垃圾分类||生态农业||无人机||乡村振兴
ST准油,2207,4,可燃冰||页岩气||油改概念||油气设服
钱江水利,600283,4,创投||海绵城市||美丽中国||水利建设
鱼跃医疗,2223,4,2025规划||口罩||消毒剂||养老概念
航天晨光,600501,4,UWB概念||国家安防||国企改革||垃圾分类
ST东海洋,2086,4,海洋经济||基因测序||精准医疗||冷链物流
航天彩虹,2389,4,超级电容||纳米银||苹果概念||无人机
远光软件,2063,4,工业4.0||国产软件||区块链||云计算
金证股份,600446,4,电商概念||国产软件||互联金融||区块链
西陇科学,2584,4,光刻胶||基因测序||消毒剂||医疗器械
ST天成,600112,4,风能||互联金融||壳资源||小金属
航发控制,738,4,2025规划||长株潭||航母概念||通用航空
西昌电力,600505,4,风能||国企改革||太阳能||预亏预减
万方发展,638,4,北京冬奥||大数据||京津冀||增强现实
鸿利智汇,300219,4,LED||MiniLED||车联网||预亏预减
万润科技,2654,4,LED||MiniLED||纾困概念||新三板
西藏矿业,762,4,锂电池||深成500||稀缺资源||新材料
ST围海,2586,4,Facebook||海绵城市||水利建设||影视概念
顺鑫农业,860,4,MSCI中盘||白酒||基金重仓||京津冀
金龙机电,300032,4,光刻胶||蓝宝石||小米概念||虚拟现实
西部材料,2149,4,超导概念||分拆预期||纳米银||小金属
金龙汽车,600686,4,QFII重仓||贬值受益||无人驾驶||新能源车
万科A,2,4,QFII重仓||深圳特区||央视50_||租售同权
罗牛山,735,4,冷链物流||赛马概念||乡村振兴||新三板
万达信息,300168,4,创业板综||创业成份||医疗器械||智慧城市
东华能源,2221,4,可燃冰||口罩||页岩气||油气设服
东山精密,2384,4,5G概念||LED||PCB||苹果概念
万邦达,300055,4,北京冬奥||创业板综||创业成份||医废处理
金智科技,2090,4,垃圾分类||雄安新区||智慧城市||智能机器
银之杰,300085,4,创业板综||创业成份||互联金融||云计算
聚光科技,300203,4,创业成份||海绵城市||垃圾分类||物联网
长安汽车,625,4,车联网||无人驾驶||央视50_||中超概念
上海梅林,600073,4,分拆预期||沪企改革||万达概念||养老金
三花智控,2050,4,MSCI中盘||太阳能||新能源车||智能家居
紫鑫药业,2118,4,2025规划||工业大麻||基因测序||精准医疗
通裕重工,300185,4,核能核电||京津冀||军民融合||无人机
鼎捷软件,300378,4,工业互联||国产软件||透明工厂||新零售
铁汉生态,300197,4,创业成份||海绵城市||垃圾分类||纾困概念
七匹狼,2029,4,贬值受益||参股保险||独角兽||养老金
*ST长投,600119,4,沪企改革||快递概念||上海自贸||一带一路
黑牡丹,600510,4,OLED||PPP模式||参股保险||证金持股
上海物贸,600822,4,沪企改革||机构重仓||进口博览||上海自贸
顺丰控股,2352,4,车联网||快递概念||冷链物流||无人机
高德红外,2414,4,国产芯片||军民融合||全息技术||无人驾驶
东方国信,300166,4,边缘计算||超清视频||工业互联||养老概念
视觉中国,681,4,基金重仓||区块链||新零售||知识产权
迪马股份,600565,4,参股保险||军民融合||垃圾分类||智能机器
长盈精密,300115,4,创业成份||苹果概念||无线耳机||小米概念
长江通信,600345,4,5G概念||LED||虚拟现实||增强现实
视源股份,2841,4,超清视频||小米概念||远程办公||智能家居
*ST飞马,2210,4,快递概念||上海自贸||纾困概念||物联网
誉衡药业,2437,4,京东金融||青蒿素||万达概念||移动支付
远达环保,600292,4,PPP模式||参股券商||核能核电||美丽中国
华中数控,300161,4,3D打印||边缘计算||工业4.0||数字孪生
号百控股,600640,4,电商概念||广电||云游戏||在线旅游
光线传媒,300251,4,美团概念||网红直播||影视概念||预亏预减
光韵达,300227,4,3D打印||PCB||富士康||新三板
中天金融,540,4,PPP模式||参股保险||互联金融||稀缺资源
凯撒文化,2425,4,手游概念||网络游戏||影视概念||云游戏
天舟文化,300148,4,手游概念||云游戏||在线教育||增强现实
兖州煤业,600188,4,HS300_||MSCI大盘||参股银行||稀缺资源
中央商场,600280,4,参股券商||参股银行||电商概念||新零售
方大集团,55,4,LED||深圳特区||太阳能||新材料
天神娱乐,2354,4,电子竞技||手游概念||网络游戏||在线教育
海欣股份,600851,4,北京冬奥||免疫治疗||生物疫苗||新三板
海格通信,2465,4,5G概念||北斗导航||国产芯片||虚拟现实
海得控制,2184,4,2025规划||工业4.0||工业互联||透明工厂
凌钢股份,600231,4,创投||东北振兴||页岩气||预盈预增
天瑞仪器,300165,4,创业板综||食品安全||透明工厂||预亏预减
冰轮环境,811,4,创投||核能核电||冷链物流||预盈预增
冠昊生物,300238,4,免疫治疗||人脑工程||医疗美容||医疗器械
中山公用,685,4,独角兽||垃圾分类||美丽中国||新三板
中恒电气,2364,4,2025规划||5G概念||充电桩||工业互联
国旅联合,600358,4,北京冬奥||电子竞技||网红直播||虚拟现实
海特高新,2023,4,WiFi||国产芯片||军民融合||通用航空
创业环保,600874,4,滨海新区||京津冀||美丽中国||雄安新区
同花顺,300033,4,创业成份||高送转||互联金融||预亏预减
新纶科技,2341,4,OLED||富士康||口罩||社保重仓
二三四五,2195,4,国产软件||互联金融||区块链||网络安全
深高速,600548,4,参股银行||股权激励||深圳特区||粤港自贸
新力金融,600318,4,互联金融||皖江区域||移动支付||债转股
新北洋,2376,4,3D打印||基金重仓||快递概念||央视50_
新华制药,756,4,阿兹海默||参股券商||独家药品||新零售
深粮控股,19,4,标普概念||国企改革||深圳特区||证金持股
奥佳华,2614,4,基金重仓||口罩||社保重仓||养老概念
大族激光,2008,4,3D打印||苹果概念||央视50_||养老概念
新国都,300130,4,车联网||大数据||区块链||移动支付
浪潮软件,600756,4,大数据||国产软件||云计算||智慧政务
