id,stock_index,stock_name,jijin_num,stock_date,day,jijin_date
2,300136,信维通信,139,2020_02_20,2020_02_20,2019-12-31
1,600900,长江电力,136,2020_02_20,2020_02_20,2019-12-31
2,300498,温氏股份,130,2020_02_20,2020_02_20,2019-12-31
2,000418,小天鹅A,127,2020_02_20,2020_02_20,2018-12-31
1,600741,华域汽车,124,2020_02_20,2020_02_20,2019-12-31
2,002555,三七互娱,122,2020_02_20,2020_02_20,2019-12-31
2,300015,爱尔眼科,121,2020_02_20,2020_02_20,2019-12-31
1,601899,紫金矿业,120,2020_02_20,2020_02_20,2019-12-31
2,300347,泰格医药,119,2020_02_20,2020_02_20,2019-12-31
2,002714,牧原股份,117,2020_02_20,2020_02_20,2019-12-31
1,601088,中国神华,116,2020_02_20,2020_02_20,2019-12-31
2,000977,浪潮信息,115,2020_02_20,2020_02_20,2019-12-31
2,300413,芒果超媒,115,2020_02_20,2020_02_20,2019-12-31
2,002972,科安达,113,2020_02_20,2020_02_20,2019-12-31
1,600763,通策医疗,112,2020_02_20,2020_02_20,2019-12-31
1,600745,闻泰科技,107,2020_02_20,2020_02_20,2019-12-31
2,002311,海大集团,103,2020_02_20,2020_02_20,2019-12-31
2,300003,乐普医疗,103,2020_02_20,2020_02_20,2019-12-31
2,002384,东山精密,102,2020_02_20,2020_02_20,2019-12-31
1,600584,长电科技,101,2020_02_20,2020_02_20,2019-12-31
2,002027,分众传媒,101,2020_02_20,2020_02_20,2019-12-31
2,002460,赣锋锂业,100,2020_02_20,2020_02_20,2019-12-31
2,300207,欣旺达,100,2020_02_20,2020_02_20,2019-12-31
2,000961,中南建设,98,2020_02_20,2020_02_20,2019-12-31
2,300144,宋城演艺,97,2020_02_20,2020_02_20,2019-12-31
1,601138,工业富联,97,2020_02_20,2020_02_20,2019-12-31
1,603109,神驰机电,96,2020_02_20,2020_02_20,2019-12-31
1,601128,常熟银行,95,2020_02_20,2020_02_20,2019-12-31
1,603517,绝味食品,91,2020_02_20,2020_02_20,2019-12-31
2,000860,顺鑫农业,90,2020_02_20,2020_02_20,2019-12-31
1,600028,中国石化,88,2020_02_20,2020_02_20,2019-12-31
2,000596,古井贡酒,87,2020_02_20,2020_02_20,2019-12-31
1,600703,三安光电,86,2020_02_20,2020_02_20,2019-12-31
1,601336,新华保险,86,2020_02_20,2020_02_20,2019-12-31
1,600809,山西汾酒,85,2020_02_20,2020_02_20,2019-12-31
1,601628,中国人寿,84,2020_02_20,2020_02_20,2019-12-31
2,002008,大族激光,84,2020_02_20,2020_02_20,2019-12-31
1,600426,华鲁恒升,83,2020_02_20,2020_02_20,2019-12-31
2,002044,美年健康,83,2020_02_20,2020_02_20,2019-12-31
1,600438,通威股份,83,2020_02_20,2020_02_20,2019-12-31
1,601186,中国铁建,82,2020_02_20,2020_02_20,2019-12-31
1,603288,海天味业,82,2020_02_20,2020_02_20,2019-12-31
1,601988,中国银行,80,2020_02_20,2020_02_20,2019-12-31
2,002353,杰瑞股份,80,2020_02_20,2020_02_20,2019-12-31
2,002236,大华股份,79,2020_02_20,2020_02_20,2019-12-31
1,603899,晨光文具,79,2020_02_20,2020_02_20,2019-12-31
2,300601,康泰生物,79,2020_02_20,2020_02_20,2019-12-31
2,000100,TCL科技,78,2020_02_20,2020_02_20,2019-12-31
2,002371,北方华创,76,2020_02_20,2020_02_20,2019-12-31
1,603501,韦尔股份,76,2020_02_20,2020_02_20,2019-12-31
1,601211,国泰君安,76,2020_02_20,2020_02_20,2019-12-31
1,601799,星宇股份,74,2020_02_20,2020_02_20,2019-12-31
1,603659,璞泰来,74,2020_02_20,2020_02_20,2019-12-31
2,002050,三花智控,73,2020_02_20,2020_02_20,2019-12-31
1,603160,汇顶科技,73,2020_02_20,2020_02_20,2019-12-31
2,002439,启明星辰,72,2020_02_20,2020_02_20,2019-12-31
1,600176,中国巨石,72,2020_02_20,2020_02_20,2019-12-31
1,688111,金山办公,72,2020_02_20,2020_02_20,2019-12-31
1,603369,今世缘,70,2020_02_20,2020_02_20,2019-12-31
2,300124,汇川技术,69,2020_02_20,2020_02_20,2019-12-31
1,601006,大秦铁路,69,2020_02_20,2020_02_20,2019-12-31
2,000538,云南白药,69,2020_02_20,2020_02_20,2019-12-31
2,002821,凯莱英,69,2020_02_20,2020_02_20,2019-12-31
1,600529,山东药玻,67,2020_02_20,2020_02_20,2019-12-31
1,601009,南京银行,66,2020_02_20,2020_02_20,2019-12-31
2,000425,徐工机械,65,2020_02_20,2020_02_20,2019-12-31
1,600547,山东黄金,64,2020_02_20,2020_02_20,2019-12-31
2,000895,双汇发展,64,2020_02_20,2020_02_20,2019-12-31
1,600801,华新水泥,64,2020_02_20,2020_02_20,2019-12-31
1,600340,华夏幸福,64,2020_02_20,2020_02_20,2019-12-31
2,000786,北新建材,63,2020_02_20,2020_02_20,2019-12-31
2,300383,光环新网,63,2020_02_20,2020_02_20,2019-12-31
2,300618,寒锐钴业,63,2020_02_20,2020_02_20,2019-12-31
1,601111,中国国航,62,2020_02_20,2020_02_20,2019-12-31
2,002508,老板电器,62,2020_02_20,2020_02_20,2019-12-31
1,600406,国电南瑞,61,2020_02_20,2020_02_20,2019-12-31
2,002035,华帝股份,61,2020_02_20,2020_02_20,2019-12-31
2,002271,东方雨虹,60,2020_02_20,2020_02_20,2019-12-31
1,600872,中炬高新,60,2020_02_20,2020_02_20,2019-12-31
2,300142,沃森生物,60,2020_02_20,2020_02_20,2019-12-31
2,000625,长安汽车,59,2020_02_20,2020_02_20,2019-12-31
2,300628,亿联网络,59,2020_02_20,2020_02_20,2019-12-31
2,002174,游族网络,58,2020_02_20,2020_02_20,2019-12-31
1,603338,浙江鼎力,58,2020_02_20,2020_02_20,2019-12-31
2,300012,华测检测,57,2020_02_20,2020_02_20,2019-12-31
2,002812,恩捷股份,57,2020_02_20,2020_02_20,2019-12-31
1,600377,宁沪高速,56,2020_02_20,2020_02_20,2019-12-31
1,600885,宏发股份,56,2020_02_20,2020_02_20,2019-12-31
2,002304,洋河股份,54,2020_02_20,2020_02_20,2019-12-31
2,002179,中航光电,54,2020_02_20,2020_02_20,2019-12-31
1,601877,正泰电器,54,2020_02_20,2020_02_20,2019-12-31
1,600660,福耀玻璃,53,2020_02_20,2020_02_20,2019-12-31
2,002230,科大讯飞,53,2020_02_20,2020_02_20,2019-12-31
2,002410,广联达,53,2020_02_20,2020_02_20,2019-12-31
1,603444,吉比特,53,2020_02_20,2020_02_20,2019-12-31
2,002007,华兰生物,52,2020_02_20,2020_02_20,2019-12-31
1,601169,北京银行,52,2020_02_20,2020_02_20,2019-12-31
2,002600,领益智造,51,2020_02_20,2020_02_20,2019-12-31
2,002463,沪电股份,51,2020_02_20,2020_02_20,2019-12-31
2,300529,健帆生物,51,2020_02_20,2020_02_20,2019-12-31
1,600486,扬农化工,50,2020_02_20,2020_02_20,2019-12-31
1,600845,宝信软件,50,2020_02_20,2020_02_20,2019-12-31
1,600536,中国软件,49,2020_02_20,2020_02_20,2019-12-31
1,600760,中航沈飞,49,2020_02_20,2020_02_20,2019-12-31
1,600588,用友网络,47,2020_02_20,2020_02_20,2019-12-31
2,000066,中国长城,47,2020_02_20,2020_02_20,2019-12-31
2,300253,卫宁健康,47,2020_02_20,2020_02_20,2019-12-31
1,600050,中国联通,46,2020_02_20,2020_02_20,2019-12-31
2,002202,金风科技,46,2020_02_20,2020_02_20,2019-12-31
2,002127,南极电商,46,2020_02_20,2020_02_20,2019-12-31
1,600038,中直股份,46,2020_02_20,2020_02_20,2019-12-31
2,300251,光线传媒,46,2020_02_20,2020_02_20,2019-12-31
1,600436,片仔癀,45,2020_02_20,2020_02_20,2019-12-31
1,600183,生益科技,44,2020_02_20,2020_02_20,2019-12-31
2,002078,太阳纸业,44,2020_02_20,2020_02_20,2019-12-31
2,002001,新和成,44,2020_02_20,2020_02_20,2019-12-31
2,002273,水晶光电,43,2020_02_20,2020_02_20,2019-12-31
2,300315,掌趣科技,43,2020_02_20,2020_02_20,2019-12-31
1,600754,锦江酒店,42,2020_02_20,2020_02_20,2019-12-31
2,000069,华侨城A,42,2020_02_20,2020_02_20,2019-12-31
1,603589,口子窖,42,2020_02_20,2020_02_20,2019-12-31
2,002962,五方光电,42,2020_02_20,2020_02_20,2019-9-30
1,600600,青岛啤酒,41,2020_02_20,2020_02_20,2019-12-31
2,002146,荣盛发展,41,2020_02_20,2020_02_20,2019-12-31
2,002120,韵达股份,40,2020_02_20,2020_02_20,2019-12-31
1,601933,永辉超市,40,2020_02_20,2020_02_20,2019-12-31
1,603993,洛阳钼业,40,2020_02_20,2020_02_20,2019-12-31
1,601998,中信银行,39,2020_02_20,2020_02_20,2019-12-31
2,300122,智飞生物,39,2020_02_20,2020_02_20,2019-12-31
1,603939,益丰药房,39,2020_02_20,2020_02_20,2019-12-31
1,600999,招商证券,38,2020_02_20,2020_02_20,2019-12-31
1,600004,白云机场,38,2020_02_20,2020_02_20,2019-12-31
1,600886,国投电力,38,2020_02_20,2020_02_20,2019-12-31
2,002065,东华软件,38,2020_02_20,2020_02_20,2019-12-31
1,601233,桐昆股份,38,2020_02_20,2020_02_20,2019-12-31
1,600132,重庆啤酒,37,2020_02_20,2020_02_20,2019-12-31
2,000776,广发证券,37,2020_02_20,2020_02_20,2019-12-31
2,300033,同花顺,37,2020_02_20,2020_02_20,2019-12-31
1,601658,邮储银行,37,2020_02_20,2020_02_20,2019-12-31
1,600019,宝钢股份,36,2020_02_20,2020_02_20,2019-12-31
2,000671,阳光城,36,2020_02_20,2020_02_20,2019-12-31
1,601100,恒立液压,36,2020_02_20,2020_02_20,2019-12-31
2,000876,新希望,35,2020_02_20,2020_02_20,2019-12-31
2,002157,正邦科技,35,2020_02_20,2020_02_20,2019-12-31
1,601966,玲珑轮胎,35,2020_02_20,2020_02_20,2019-12-31
1,600201,生物股份,34,2020_02_20,2020_02_20,2019-12-31
1,603816,顾家家居,34,2020_02_20,2020_02_20,2019-12-31
1,603882,金域医学,34,2020_02_20,2020_02_20,2019-12-31
2,002938,鹏鼎控股,34,2020_02_20,2020_02_20,2019-12-31
2,300271,华宇软件,33,2020_02_20,2020_02_20,2019-12-31
2,300113,顺网科技,33,2020_02_20,2020_02_20,2019-12-31
1,603233,大参林,33,2020_02_20,2020_02_20,2019-12-31
1,603605,珀莱雅,33,2020_02_20,2020_02_20,2019-12-31
2,300454,深信服,33,2020_02_20,2020_02_20,2019-12-31
1,600029,南方航空,32,2020_02_20,2020_02_20,2019-12-31
2,000401,冀东水泥,32,2020_02_20,2020_02_20,2019-12-31
2,002456,欧菲光,32,2020_02_20,2020_02_20,2019-12-31
2,002477,雏鹰农牧,32,2020_02_20,2020_02_20,2018-12-31
2,300037,新宙邦,32,2020_02_20,2020_02_20,2019-12-31
2,300357,我武生物,32,2020_02_20,2020_02_20,2019-12-31
2,300408,三环集团,32,2020_02_20,2020_02_20,2019-12-31
2,300661,圣邦股份,32,2020_02_20,2020_02_20,2019-12-31
1,603707,健友股份,32,2020_02_20,2020_02_20,2019-12-31
1,600240,华业资本,31,2020_02_20,2020_02_20,2018-12-31
2,300073,当升科技,31,2020_02_20,2020_02_20,2019-12-31
1,601021,春秋航空,31,2020_02_20,2020_02_20,2019-12-31
2,300451,创业慧康,31,2020_02_20,2020_02_20,2019-12-31
2,000166,申万宏源,31,2020_02_20,2020_02_20,2019-12-31
1,600466,蓝光发展,30,2020_02_20,2020_02_20,2019-12-31
1,600346,恒力石化,30,2020_02_20,2020_02_20,2019-12-31
2,002396,星网锐捷,30,2020_02_20,2020_02_20,2019-12-31
1,601225,陕西煤业,30,2020_02_20,2020_02_20,2019-12-31
1,603806,福斯特,30,2020_02_20,2020_02_20,2019-12-31
2,300595,欧普康视,30,2020_02_20,2020_02_20,2019-12-31
2,300630,普利制药,30,2020_02_20,2020_02_20,2019-12-31
2,300782,卓胜微,30,2020_02_20,2020_02_20,2019-12-31
2,000951,中国重汽,29,2020_02_20,2020_02_20,2019-12-31
1,600258,首旅酒店,29,2020_02_20,2020_02_20,2019-12-31
2,002185,华天科技,29,2020_02_20,2020_02_20,2019-12-31
2,002180,纳思达,29,2020_02_20,2020_02_20,2019-12-31
2,002507,涪陵榨菜,29,2020_02_20,2020_02_20,2019-12-31
2,002557,洽洽食品,29,2020_02_20,2020_02_20,2019-12-31
2,002352,顺丰控股,29,2020_02_20,2020_02_20,2019-12-31
1,603658,安图生物,29,2020_02_20,2020_02_20,2019-12-31
2,300747,锐科激光,29,2020_02_20,2020_02_20,2019-12-31
2,002594,比亚迪,28,2020_02_20,2020_02_20,2019-12-31
1,600893,航发动力,28,2020_02_20,2020_02_20,2019-12-31
1,600674,川投能源,28,2020_02_20,2020_02_20,2019-12-31
2,000513,丽珠集团,28,2020_02_20,2020_02_20,2019-12-31
2,002123,梦网集团,28,2020_02_20,2020_02_20,2019-12-31
2,002531,天顺风能,28,2020_02_20,2020_02_20,2019-12-31
1,601997,贵阳银行,28,2020_02_20,2020_02_20,2019-12-31
2,002850,科达利,28,2020_02_20,2020_02_20,2019-12-31
2,001914,招商积余,28,2020_02_20,2020_02_20,2019-12-31
1,600498,烽火通信,27,2020_02_20,2020_02_20,2019-12-31
1,600196,复星医药,27,2020_02_20,2020_02_20,2019-12-31
2,000708,中信特钢,27,2020_02_20,2020_02_20,2019-12-31
2,002250,联化科技,27,2020_02_20,2020_02_20,2019-12-31
2,002465,海格通信,27,2020_02_20,2020_02_20,2019-12-31
1,601636,旗滨集团,27,2020_02_20,2020_02_20,2019-12-31
2,300078,思创医惠,27,2020_02_20,2020_02_20,2019-12-31
2,002791,坚朗五金,27,2020_02_20,2020_02_20,2019-12-31
2,300433,蓝思科技,27,2020_02_20,2020_02_20,2019-12-31
1,601066,中信建投,27,2020_02_20,2020_02_20,2019-12-31
1,601633,长城汽车,26,2020_02_20,2020_02_20,2019-12-31
1,601857,中国石油,26,2020_02_20,2020_02_20,2019-12-31
2,002607,中公教育,26,2020_02_20,2020_02_20,2019-12-31
1,603883,老百姓,26,2020_02_20,2020_02_20,2019-12-31
1,603345,安井食品,26,2020_02_20,2020_02_20,2019-12-31
2,001979,招商蛇口,26,2020_02_20,2020_02_20,2019-12-31
1,601901,方正证券,25,2020_02_20,2020_02_20,2019-12-31
2,002049,紫光国微,25,2020_02_20,2020_02_20,2019-12-31
2,002080,中材科技,25,2020_02_20,2020_02_20,2019-12-31
2,002572,索菲亚,25,2020_02_20,2020_02_20,2019-12-31
1,600984,建设机械,25,2020_02_20,2020_02_20,2019-12-31
2,002110,三钢闽光,25,2020_02_20,2020_02_20,2019-12-31
1,603708,家家悦,25,2020_02_20,2020_02_20,2019-12-31
1,600919,江苏银行,25,2020_02_20,2020_02_20,2019-12-31
1,600511,国药股份,24,2020_02_20,2020_02_20,2019-12-31
1,601607,上海医药,24,2020_02_20,2020_02_20,2019-12-31
2,300496,中科创达,24,2020_02_20,2020_02_20,2019-12-31
2,002961,瑞达期货,24,2020_02_20,2020_02_20,2019-9-30
1,600606,绿地控股,23,2020_02_20,2020_02_20,2019-12-31
1,600066,宇通客车,23,2020_02_20,2020_02_20,2019-12-31
2,000878,云南铜业,23,2020_02_20,2020_02_20,2019-12-31
2,002643,万润股份,23,2020_02_20,2020_02_20,2019-12-31
1,600720,祁连山,23,2020_02_20,2020_02_20,2019-12-31
2,000975,银泰黄金,23,2020_02_20,2020_02_20,2019-12-31
1,601766,中国中车,23,2020_02_20,2020_02_20,2019-12-31
2,002602,世纪华通,23,2020_02_20,2020_02_20,2019-12-31
2,300188,美亚柏科,23,2020_02_20,2020_02_20,2019-12-31
2,002739,万达电影,23,2020_02_20,2020_02_20,2019-12-31
1,603885,吉祥航空,23,2020_02_20,2020_02_20,2019-12-31
2,300558,贝达药业,23,2020_02_20,2020_02_20,2019-12-31
2,300699,光威复材,23,2020_02_20,2020_02_20,2019-12-31
2,300770,新媒股份,23,2020_02_20,2020_02_20,2019-12-31
2,000581,威孚高科,22,2020_02_20,2020_02_20,2019-12-31
1,601377,兴业证券,22,2020_02_20,2020_02_20,2019-12-31
2,000768,中航飞机,22,2020_02_20,2020_02_20,2019-12-31
1,600548,深高速,22,2020_02_20,2020_02_20,2019-12-31
1,601872,招商轮船,22,2020_02_20,2020_02_20,2019-12-31
2,002156,通富微电,22,2020_02_20,2020_02_20,2019-12-31
1,600673,东阳光,22,2020_02_20,2020_02_20,2019-12-31
2,002466,天齐锂业,22,2020_02_20,2020_02_20,2019-12-31
2,300115,长盈精密,22,2020_02_20,2020_02_20,2019-12-31
2,300088,长信科技,22,2020_02_20,2020_02_20,2019-12-31
2,300316,晶盛机电,22,2020_02_20,2020_02_20,2019-12-31
1,600958,东方证券,22,2020_02_20,2020_02_20,2019-12-31
2,002777,久远银海,22,2020_02_20,2020_02_20,2019-12-31
2,300685,艾德生物,22,2020_02_20,2020_02_20,2019-12-31
2,002916,深南电路,22,2020_02_20,2020_02_20,2019-12-31
1,600271,航天信息,21,2020_02_20,2020_02_20,2019-12-31
1,600380,健康元,21,2020_02_20,2020_02_20,2019-12-31
1,600068,葛洲坝,21,2020_02_20,2020_02_20,2019-12-31
1,600967,内蒙一机,21,2020_02_20,2020_02_20,2019-12-31
2,002032,苏泊尔,21,2020_02_20,2020_02_20,2019-12-31
2,002138,顺络电子,21,2020_02_20,2020_02_20,2019-12-31
2,002601,龙蟒佰利,21,2020_02_20,2020_02_20,2019-12-31
2,002129,中环股份,21,2020_02_20,2020_02_20,2019-12-31
1,601989,中国重工,21,2020_02_20,2020_02_20,2019-12-31
2,002648,卫星石化,21,2020_02_20,2020_02_20,2019-12-31
2,300166,东方国信,21,2020_02_20,2020_02_20,2019-12-31
1,601881,中国银河,21,2020_02_20,2020_02_20,2019-12-31
2,002841,视源股份,21,2020_02_20,2020_02_20,2019-12-31
2,002912,中新赛克,21,2020_02_20,2020_02_20,2019-12-31
1,601099,太平洋,20,2020_02_20,2020_02_20,2019-12-31
2,002798,帝欧家居,20,2020_02_20,2020_02_20,2019-12-31
1,601689,拓普集团,20,2020_02_20,2020_02_20,2019-12-31
2,300482,万孚生物,20,2020_02_20,2020_02_20,2019-12-31
1,601229,上海银行,20,2020_02_20,2020_02_20,2019-12-31
1,603833,欧派家居,20,2020_02_20,2020_02_20,2019-12-31
2,300724,捷佳伟创,20,2020_02_20,2020_02_20,2019-12-31
1,600362,江西铜业,19,2020_02_20,2020_02_20,2019-12-31
2,000938,紫光股份,19,2020_02_20,2020_02_20,2019-12-31
1,600115,东方航空,19,2020_02_20,2020_02_20,2019-12-31
1,600884,杉杉股份,19,2020_02_20,2020_02_20,2019-12-31
2,300296,利亚德,19,2020_02_20,2020_02_20,2019-12-31
2,300463,迈克生物,19,2020_02_20,2020_02_20,2019-12-31
1,600216,浙江医药,18,2020_02_20,2020_02_20,2019-12-31
1,600507,方大特钢,18,2020_02_20,2020_02_20,2019-12-31
1,600521,华海药业,18,2020_02_20,2020_02_20,2019-12-31
2,000043,中航善达,18,2020_02_20,2020_02_20,2018-12-31
2,002013,中航机电,18,2020_02_20,2020_02_20,2019-12-31
1,600779,水井坊,18,2020_02_20,2020_02_20,2019-12-31
1,601390,中国中铁,18,2020_02_20,2020_02_20,2019-12-31
2,300285,国瓷材料,18,2020_02_20,2020_02_20,2019-12-31
2,002563,森马服饰,18,2020_02_20,2020_02_20,2019-12-31
2,300146,汤臣倍健,18,2020_02_20,2020_02_20,2019-12-31
2,002705,新宝股份,18,2020_02_20,2020_02_20,2019-12-31
2,300568,星源材质,18,2020_02_20,2020_02_20,2019-12-31
1,601058,赛轮轮胎,17,2020_02_20,2020_02_20,2019-12-31
2,002675,东诚药业,17,2020_02_20,2020_02_20,2019-12-31
2,002597,金禾实业,17,2020_02_20,2020_02_20,2019-12-31
1,603368,柳药股份,17,2020_02_20,2020_02_20,2019-12-31
1,603228,景旺电子,17,2020_02_20,2020_02_20,2019-12-31
2,300792,壹网壹创,17,2020_02_20,2020_02_20,2019-12-31
2,000807,云铝股份,16,2020_02_20,2020_02_20,2019-12-31
1,600583,海油工程,16,2020_02_20,2020_02_20,2019-12-31
2,002153,石基信息,16,2020_02_20,2020_02_20,2019-12-31
2,002372,伟星新材,16,2020_02_20,2020_02_20,2019-12-31
2,002299,圣农发展,16,2020_02_20,2020_02_20,2019-12-31
2,002340,格林美,16,2020_02_20,2020_02_20,2019-12-31
2,300572,安车检测,16,2020_02_20,2020_02_20,2019-12-31
1,603737,三棵树,16,2020_02_20,2020_02_20,2019-12-31
2,002831,裕同科技,16,2020_02_20,2020_02_20,2019-12-31
2,002773,康弘药业,16,2020_02_20,2020_02_20,2019-12-31
1,601155,新城控股,16,2020_02_20,2020_02_20,2019-12-31
1,603260,合盛硅业,16,2020_02_20,2020_02_20,2019-12-31
2,300725,药石科技,16,2020_02_20,2020_02_20,2019-12-31
