stock_date,stock_index,kdjj
2020-08-03,600590,88.317
2020-08-03,600206,88.374
2020-08-03,600850,88.399
2020-08-03,603718,88.424
2020-08-03,600135,88.451
2020-08-03,600305,88.572
2020-08-03,603165,88.603
2020-08-03,603767,88.747
2020-08-03,600881,88.782
2020-08-03,600841,88.834
2020-08-03,603019,88.859
2020-08-03,600613,88.874
2020-08-03,603059,89.044
2020-08-03,603977,89.045
2020-08-03,600405,89.117
2020-08-03,600469,89.129
2020-08-03,603588,89.13
2020-08-03,600229,89.203
2020-08-03,600562,89.222
2020-08-03,603117,89.231
2020-08-03,600521,89.254
2020-08-03,600187,89.262
2020-08-03,600818,89.304
2020-08-03,603898,89.322
2020-08-03,600637,89.462
2020-08-03,600141,89.575
2020-08-03,601677,89.626
2020-08-03,603288,89.719
2020-08-03,600724,89.73
2020-08-03,600316,89.852
2020-08-03,601218,89.852
2020-08-03,600297,89.916
2020-08-03,603089,89.991
2020-08-03,600757,90.021
2020-08-03,603669,90.087
2020-08-03,603789,90.099
2020-08-03,600679,90.145
2020-08-03,600777,90.147
2020-08-03,600281,90.258
2020-08-03,603008,90.334
2020-08-03,603157,90.359
2020-08-03,600051,90.385
2020-08-03,603308,90.406
2020-08-03,600416,90.409
2020-08-03,603818,90.428
2020-08-03,601012,90.471
2020-08-03,603063,90.49
2020-08-03,600764,90.512
2020-08-03,603688,90.517
2020-08-03,603808,90.556
2020-08-03,603903,90.608
2020-08-03,600781,90.639
2020-08-03,600037,90.641
2020-08-03,600122,90.713
2020-08-03,603659,90.76
2020-08-03,603605,90.761
2020-08-03,600326,90.765
2020-08-03,601555,90.82
2020-08-03,603980,90.877
2020-08-03,600608,90.883
2020-08-03,603322,90.899
2020-08-03,603126,90.9
2020-08-03,603066,90.905
2020-08-03,600081,90.954
2020-08-03,600097,91.035
2020-08-03,603967,91.053
2020-08-03,603822,91.062
2020-08-03,603377,91.222
2020-08-03,603499,91.223
2020-08-03,603160,91.23
2020-08-03,600968,91.23
2020-08-03,603598,91.245
2020-08-03,600160,91.406
2020-08-03,600166,91.434
2020-08-03,600317,91.464
2020-08-03,600438,91.474
2020-08-03,600763,91.539
2020-08-03,601222,91.562
2020-08-03,600536,91.694
2020-08-03,600599,91.718
2020-08-03,603828,91.724
2020-08-03,600055,91.741
2020-08-03,601066,91.748
2020-08-03,600893,91.865
2020-08-03,603896,91.894
2020-08-03,600798,91.909
2020-08-03,600759,91.937
2020-08-03,601678,91.967
2020-08-03,600110,92.019
2020-08-03,601888,92.06
2020-08-03,600076,92.18
2020-08-03,603655,92.229
2020-08-03,600363,92.274
2020-08-03,600285,92.277
2020-08-03,603156,92.322
2020-08-03,603586,92.327
2020-08-03,600277,92.35
2020-08-03,600535,92.381
2020-08-03,600602,92.406
2020-08-03,603716,92.499
2020-08-03,600163,92.543
2020-08-03,601360,92.599
2020-08-03,603043,92.611
2020-08-03,600616,92.643
2020-08-03,600143,92.645
2020-08-03,603825,92.663
2020-08-03,603567,92.717
2020-08-03,600579,92.783
2020-08-03,600332,92.844
2020-08-03,603290,92.849
2020-08-03,603813,92.855
2020-08-03,603963,92.867
2020-08-03,603806,92.945
2020-08-03,603626,93.22
2020-08-03,600537,93.227
2020-08-03,600601,93.227
2020-08-03,600812,93.351
2020-08-03,603666,93.402
2020-08-03,600543,93.42
2020-08-03,601949,93.538
2020-08-03,600909,93.574
2020-08-03,603713,93.602
2020-08-03,600966,93.672
2020-08-03,600744,93.722
2020-08-03,603085,93.738
2020-08-03,603897,93.79
2020-08-03,603330,93.791
2020-08-03,600175,93.797
2020-08-03,603306,93.816
2020-08-03,601698,93.842
2020-08-03,600293,93.896
2020-08-03,603988,93.929
2020-08-03,603901,94.004
2020-08-03,603908,94.024
2020-08-03,603009,94.1
2020-08-03,600419,94.119
2020-08-03,600970,94.16
2020-08-03,600603,94.183
2020-08-03,603088,94.194
2020-08-03,600213,94.224
2020-08-03,600249,94.23
2020-08-03,601388,94.255
2020-08-03,603728,94.295
2020-08-03,600844,94.297
2020-08-03,600345,94.331
2020-08-03,600676,94.385
2020-08-03,600420,94.395
2020-08-03,603530,94.416
2020-08-03,600252,94.43
2020-08-03,603629,94.439
2020-08-03,600847,94.44
2020-08-03,603489,94.477
2020-08-03,600652,94.495
2020-08-03,600780,94.524
2020-08-03,600597,94.556
2020-08-03,600516,94.571
2020-08-03,600078,94.573
2020-08-03,600423,94.579
2020-08-03,603899,94.591
2020-08-03,600315,94.595
2020-08-03,600086,94.709
2020-08-03,603386,94.718
2020-08-03,603303,94.771
2020-08-03,600353,94.816
2020-08-03,600483,94.847
2020-08-03,600098,94.884
2020-08-03,600576,94.94
2020-08-03,601068,95.028
2020-08-03,600096,95.04
2020-08-03,601615,95.05
2020-08-03,600682,95.082
2020-08-03,603859,95.101
2020-08-03,600888,95.111
2020-08-03,603076,95.132
2020-08-03,600077,95.155
2020-08-03,600809,95.161
2020-08-03,600477,95.244
2020-08-03,603390,95.277
2020-08-03,600460,95.309
2020-08-03,603168,95.347
2020-08-03,600303,95.363
2020-08-03,600975,95.405
2020-08-03,600882,95.452
2020-08-03,603026,95.523
2020-08-03,603187,95.56
2020-08-03,600062,95.562
2020-08-03,603773,95.588
2020-08-03,600729,95.677
2020-08-03,600200,95.698
2020-08-03,603507,95.751
2020-08-03,601919,95.777
2020-08-03,603608,95.786
2020-08-03,603887,95.801
2020-08-03,600439,95.829
2020-08-03,600587,95.832
2020-08-03,601198,95.856
2020-08-03,600337,95.859
2020-08-03,603267,95.916
2020-08-03,600561,95.948
2020-08-03,600178,96.002
2020-08-03,600371,96.059
2020-08-03,600735,96.101
2020-08-03,603811,96.111
2020-08-03,600653,96.173
2020-08-03,603218,96.214
2020-08-03,603730,96.282
2020-08-03,603018,96.293
2020-08-03,600531,96.341
2020-08-03,600056,96.388
2020-08-03,603217,96.425
2020-08-03,603505,96.456
2020-08-03,600522,96.495
2020-08-03,603856,96.549
2020-08-03,600889,96.555
2020-08-03,600829,96.581
2020-08-03,600546,96.63
2020-08-03,603050,96.665
2020-08-03,601965,96.666
2020-08-03,600467,96.673
2020-08-03,603332,96.791
2020-08-03,603069,96.801
2020-08-03,603876,96.903
2020-08-03,603025,96.93
2020-08-03,603989,96.931
2020-08-03,600085,96.939
2020-08-03,600875,96.942
2020-08-03,600804,96.985
2020-08-03,603123,97.056
2020-08-03,603829,97.108
2020-08-03,600057,97.181
2020-08-03,600167,97.19
2020-08-03,603108,97.272
2020-08-03,603676,97.288
2020-08-03,603755,97.33
2020-08-03,603318,97.368
2020-08-03,600496,97.411
2020-08-03,601727,97.432
2020-08-03,603636,97.456
2020-08-03,600866,97.549
2020-08-03,603696,97.577
2020-08-03,600452,97.583
2020-08-03,600070,97.615
2020-08-03,603557,97.666
2020-08-03,600330,97.737
2020-08-03,603363,97.809
2020-08-03,603041,97.865
2020-08-03,600088,97.955
2020-08-03,600575,97.987
2020-08-03,600222,98.007
2020-08-03,603878,98.062
2020-08-03,603100,98.081
2020-08-03,600157,98.15
2020-08-03,603712,98.175
2020-08-03,603311,98.178
2020-08-03,600195,98.181
2020-08-03,603683,98.185
2020-08-03,600118,98.23
2020-08-03,603998,98.333
2020-08-03,603037,98.393
2020-08-03,600810,98.437
2020-08-03,601113,98.459
2020-08-03,603011,98.481
2020-08-03,600721,98.501
2020-08-03,603110,98.621
2020-08-03,600698,98.637
2020-08-03,603996,98.839
2020-08-03,600333,98.9
2020-08-03,603638,98.903
2020-08-03,601155,98.923
2020-08-03,600289,98.928
2020-08-03,600126,98.941
2020-08-03,600690,99.0
2020-08-03,603080,99.112
2020-08-03,603556,99.139
2020-08-03,603367,99.2
2020-08-03,603027,99.2
2020-08-03,600095,99.562
2020-08-03,601238,99.585
2020-08-03,603906,99.639
2020-08-03,600108,99.691
2020-08-03,603366,99.708
2020-08-03,600236,99.724
2020-08-03,600527,99.761
2020-08-03,603739,99.765
2020-08-03,600796,99.834
2020-08-03,603090,99.84
2020-08-03,603036,99.869
2020-08-03,600436,99.906
2020-08-03,603001,99.983
2020-08-03,603326,100.047
2020-08-03,603936,100.277
2020-08-03,600021,100.288
2020-08-03,603601,100.333
2020-08-03,600227,100.352
2020-08-03,603612,100.481
2020-08-03,600113,100.596
2020-08-03,600594,100.607
2020-08-03,601952,100.638
2020-08-03,600063,100.733
2020-08-03,603535,100.772
2020-08-03,600261,100.904
2020-08-03,600689,100.941
2020-08-03,603650,100.979
2020-08-03,600422,100.996
2020-08-03,603798,101.015
2020-08-03,603737,101.051
2020-08-03,603042,101.102
2020-08-03,603045,101.102
2020-08-03,600468,101.125
2020-08-03,600929,101.146
2020-08-03,601018,101.2
2020-08-03,600802,101.228
2020-08-03,600978,101.276
2020-08-03,603058,101.308
2020-08-03,600488,101.351
2020-08-03,600129,101.357
2020-08-03,601908,101.363
2020-08-03,603982,101.405
2020-08-03,603699,101.474
2020-08-03,600773,101.48
2020-08-03,600555,101.563
2020-08-03,603327,101.594
2020-08-03,600711,101.635
2020-08-03,600552,101.646
2020-08-03,600733,101.653
2020-08-03,600636,101.668
2020-08-03,600789,101.773
2020-08-03,603648,101.932
2020-08-03,601228,101.962
2020-08-03,600130,102.0
2020-08-03,600237,102.024
2020-08-03,600887,102.067
2020-08-03,603333,102.108
2020-08-03,600703,102.16
2020-08-03,603527,102.28
2020-08-03,603029,102.288
2020-08-03,600201,102.34
2020-08-03,603809,102.42
2020-08-03,600745,102.439
2020-08-03,600196,102.68
2020-08-03,603105,102.694
2020-08-03,600351,102.732
2020-08-03,603606,102.749
2020-08-03,600737,102.803
2020-08-03,601619,102.829
2020-08-03,600731,102.871
2020-08-03,601666,102.977
2020-08-03,603192,102.978
2020-08-03,601126,102.996
2020-08-03,603928,103.025
2020-08-03,600917,103.056
2020-08-03,600556,103.076
2020-08-03,600833,103.167
2020-08-03,603926,103.221
2020-08-03,600662,103.281
2020-08-03,603890,103.355
2020-08-03,603396,103.403
2020-08-03,603566,103.509
2020-08-03,600399,103.56
2020-08-03,603185,103.604
2020-08-03,600156,103.684
2020-08-03,601216,103.707
2020-08-03,603368,103.73
2020-08-03,600202,103.782
2020-08-03,603277,103.809
2020-08-03,603979,103.923
2020-08-03,600674,104.093
2020-08-03,600161,104.144
2020-08-03,603339,104.163
2020-08-03,603579,104.345
2020-08-03,603518,104.36
2020-08-03,600710,104.429
2020-08-03,603777,104.466
2020-08-03,600746,104.472
2020-08-03,600511,104.473
2020-08-03,600560,104.513
2020-08-03,600726,104.66
2020-08-03,603266,104.664
2020-08-03,603708,104.705
2020-08-03,603167,104.73
2020-08-03,603444,104.796
2020-08-03,603183,104.806
2020-08-03,603159,104.857
2020-08-03,603693,104.894
2020-08-03,600998,104.995
2020-08-03,600557,105.016
2020-08-03,601607,105.114
2020-08-03,603786,105.277
2020-08-03,600360,105.284
2020-08-03,600207,105.528
2020-08-03,603697,105.624
2020-08-03,600479,105.631
2020-08-03,603320,105.707
2020-08-03,600873,105.774
2020-08-03,600192,105.822
2020-08-03,603115,105.95
2020-08-03,600885,106.0
2020-08-03,600421,106.043
2020-08-03,603060,106.058
2020-08-03,600478,106.193
2020-08-03,600260,106.217
2020-08-03,603278,106.262
2020-08-03,603917,106.31
2020-08-03,600444,106.335
2020-08-03,600292,106.483
2020-08-03,600223,106.524
2020-08-03,603179,106.567
2020-08-03,600211,106.817
2020-08-03,600080,106.906
2020-08-03,600299,106.97
2020-08-03,600851,107.065
2020-08-03,600367,107.075
2020-08-03,603615,107.097
2020-08-03,600212,107.171
2020-08-03,603722,107.294
2020-08-03,603309,107.313
2020-08-03,600664,107.432
2020-08-03,600358,107.449
2020-08-03,603871,107.463
2020-08-03,603819,107.72
2020-08-03,603987,107.893
2020-08-03,601137,107.993
2020-08-03,600572,108.101
2020-08-03,603919,108.132
2020-08-03,600795,108.281
2020-08-03,603893,108.411
2020-08-03,600750,108.432
2020-08-03,603500,108.587
2020-08-03,603933,108.593
2020-08-03,601882,108.756
2020-08-03,601567,108.949
2020-08-03,603286,108.992
2020-08-03,600568,109.057
2020-08-03,603729,109.255
2020-08-03,603388,109.282
2020-08-03,603956,109.587
2020-08-03,600821,109.614
2020-08-03,600860,109.68
2020-08-03,600768,109.694
2020-08-03,600513,109.982
2020-08-03,600529,110.075
2020-08-03,603976,110.173
2020-08-03,600986,110.307
2020-08-03,603380,110.544
2020-08-03,603232,110.787
2020-08-03,603301,110.905
2020-08-03,600381,111.172
2020-08-03,600356,111.226
2020-08-03,600965,111.502
2020-08-03,601020,111.516
2020-08-03,603667,111.616
2020-08-03,603733,111.787
2020-08-03,600687,111.838
2020-08-03,601086,111.866
2020-08-03,600073,112.153
2020-08-03,600336,112.277
2020-08-03,603429,112.397
2020-08-03,603803,112.475
2020-08-03,603118,112.481
2020-08-03,603969,112.537
2020-08-03,601515,112.575
2020-08-03,600329,112.761
2020-08-03,600588,113.269
2020-08-03,603486,113.351
2020-08-03,600280,113.448
2020-08-03,600295,113.464
2020-08-03,600257,113.504
2020-08-03,600870,113.511
2020-08-03,600771,113.514
2020-08-03,600696,113.554
2020-08-03,600884,113.654
2020-08-03,600645,113.895
2020-08-03,603466,114.164
2020-08-03,600749,114.526
2020-08-03,600584,114.602
2020-08-03,601016,114.731
2020-08-03,600615,115.416
2020-08-03,603010,116.135
2020-08-03,600854,116.211
2020-08-03,603668,117.093
2020-08-03,601007,117.254
2020-08-03,600290,119.85
2020-08-03,603021,120.087
2020-08-03,603305,121.587
2020-08-03,601231,123.717
2020-08-03,603283,124.631
