id,stock_index,stock_name,jzcsyl,stock_date
1,600668,尖峰集团,0.1807,2020_02_22
2,002653,海思科,0.1799,2020_02_22
1,600612,老凤祥,0.1798,2020_02_22
1,688016,心脉医疗,0.1796,2020_02_22
1,601336,新华保险,0.1789,2020_02_22
2,002832,比音勒芬,0.1784,2020_02_22
1,600352,浙江龙盛,0.1781,2020_02_22
2,000049,德赛电池,0.1779,2020_02_22
2,002749,国光股份,0.1773,2020_02_22
2,000932,华菱钢铁,0.1771,2020_02_22
1,603026,石大胜华,0.177,2020_02_22
2,002690,美亚光电,0.1765,2020_02_22
1,600136,当代明诚,0.1761,2020_02_22
2,002508,老板电器,0.1748,2020_02_22
2,002626,金达威,0.1748,2020_02_22
2,300450,先导智能,0.1743,2020_02_22
1,600276,恒瑞医药,0.1742,2020_02_22
1,688089,嘉必优,0.1738,2020_02_22
2,002867,周大生,0.1737,2020_02_22
2,300497,富祥股份,0.1737,2020_02_22
2,002045,国光电器,0.1732,2020_02_22
2,300801,泰和科技,0.1729,2020_02_22
2,300567,精测电子,0.1726,2020_02_22
2,000921,海信家电,0.1726,2020_02_22
2,002925,盈趣科技,0.1722,2020_02_22
2,000338,潍柴动力,0.1718,2020_02_22
1,603707,健友股份,0.1717,2020_02_22
2,300107,建新股份,0.1716,2020_02_22
2,300803,指南针,0.1714,2020_02_22
2,000603,盛达资源,0.1713,2020_02_22
2,002475,立讯精密,0.1708,2020_02_22
2,002972,科安达,0.1703,2020_02_22
2,002311,海大集团,0.1701,2020_02_22
1,603233,大参林,0.1698,2020_02_22
1,601225,陕西煤业,0.1697,2020_02_22
2,300498,温氏股份,0.1696,2020_02_22
1,688388,嘉元科技,0.1695,2020_02_22
2,000999,华润三九,0.1694,2020_02_22
2,002942,新农股份,0.1694,2020_02_22
1,600720,祁连山,0.1684,2020_02_22
2,002242,九阳股份,0.1683,2020_02_22
2,000629,攀钢钒钛,0.1674,2020_02_22
1,600009,上海机场,0.167,2020_02_22
2,300132,青松股份,0.1668,2020_02_22
2,000656,金科股份,0.1666,2020_02_22
1,603833,欧派家居,0.1661,2020_02_22
1,603871,嘉友国际,0.1656,2020_02_22
2,002959,小熊电器,0.1656,2020_02_22
1,603379,三美股份,0.1656,2020_02_22
1,601012,隆基股份,0.165,2020_02_22
2,300811,铂科新材,0.1647,2020_02_22
1,600387,海越能源,0.1645,2020_02_22
2,300322,硕贝德,0.1645,2020_02_22
2,002015,协鑫能科,0.1644,2020_02_22
2,002624,完美世界,0.1642,2020_02_22
2,002007,华兰生物,0.1641,2020_02_22
2,002605,姚记科技,0.1634,2020_02_22
1,601628,中国人寿,0.1632,2020_02_22
1,603606,东方电缆,0.163,2020_02_22
2,000063,中兴通讯,0.163,2020_02_22
1,603786,科博达,0.1629,2020_02_22
2,000401,冀东水泥,0.1627,2020_02_22
1,688181,八亿时空,0.1625,2020_02_22
2,002200,*ST云投,0.1623,2020_02_22
1,600260,凯乐科技,0.1622,2020_02_22
2,002262,恩华药业,0.162,2020_02_22
2,300347,泰格医药,0.1617,2020_02_22
2,000720,新能泰山,0.1615,2020_02_22
2,002120,韵达股份,0.1614,2020_02_22
2,002928,华夏航空,0.1605,2020_02_22
2,300773,拉卡拉,0.1605,2020_02_22
1,600985,淮北矿业,0.1604,2020_02_22
1,603700,宁波水表,0.1604,2020_02_22
1,688188,柏楚电子,0.1603,2020_02_22
1,600606,绿地控股,0.1603,2020_02_22
2,300735,光弘科技,0.16,2020_02_22
2,300802,矩子科技,0.1598,2020_02_22
1,603338,浙江鼎力,0.1596,2020_02_22
1,603043,广州酒家,0.1596,2020_02_22
1,600778,友好集团,0.1591,2020_02_22
2,002601,龙蟒佰利,0.1587,2020_02_22
2,300793,佳禾智能,0.1587,2020_02_22
1,603519,立霸股份,0.1586,2020_02_22
1,688196,卓越新能,0.1585,2020_02_22
1,688300,联瑞新材,0.1578,2020_02_22
1,603609,禾丰牧业,0.1575,2020_02_22
1,688111,金山办公,0.1574,2020_02_22
1,688128,中国电研,0.157,2020_02_22
1,600989,宝丰能源,0.1568,2020_02_22
2,300552,万集科技,0.1561,2020_02_22
2,002851,麦格米特,0.1561,2020_02_22
2,002110,三钢闽光,0.1561,2020_02_22
1,603882,金域医学,0.1559,2020_02_22
1,603995,甬金股份,0.1558,2020_02_22
2,300232,洲明科技,0.1555,2020_02_22
2,002812,恩捷股份,0.1553,2020_02_22
1,600848,上海临港,0.1546,2020_02_22
1,603208,江山欧派,0.1544,2020_02_22
1,600729,重庆百货,0.1538,2020_02_22
1,603587,地素时尚,0.1535,2020_02_22
2,000710,贝瑞基因,0.1531,2020_02_22
1,600466,蓝光发展,0.1531,2020_02_22
1,600234,*ST山水,0.1527,2020_02_22
2,300715,凯伦股份,0.1524,2020_02_22
1,688029,南微医学,0.1524,2020_02_22
2,300755,华致酒行,0.1521,2020_02_22
2,002043,兔宝宝,0.152,2020_02_22
1,603267,鸿远电子,0.1511,2020_02_22
2,002810,山东赫达,0.1511,2020_02_22
2,300751,迈为股份,0.1511,2020_02_22
1,600663,陆家嘴,0.1511,2020_02_22
1,603596,伯特利,0.1508,2020_02_22
2,002127,南极电商,0.1507,2020_02_22
1,603300,华铁应急,0.1507,2020_02_22
2,002597,金禾实业,0.1507,2020_02_22
2,002884,凌霄泵业,0.1505,2020_02_22
2,000810,创维数字,0.1504,2020_02_22
1,603659,璞泰来,0.1501,2020_02_22
1,600618,氯碱化工,0.1499,2020_02_22
2,002734,利民股份,0.1493,2020_02_22
1,688101,三达膜,0.1492,2020_02_22
2,000935,四川双马,0.149,2020_02_22
2,300596,利安隆,0.149,2020_02_22
1,600282,南钢股份,0.1489,2020_02_22
2,300327,中颖电子,0.1488,2020_02_22
2,002860,星帅尔,0.1487,2020_02_22
2,300422,博世科,0.1486,2020_02_22
1,600426,华鲁恒升,0.1486,2020_02_22
2,300415,伊之密,0.1485,2020_02_22
2,300607,拓斯达,0.1484,2020_02_22
2,300662,科锐国际,0.1484,2020_02_22
1,603755,日辰股份,0.148,2020_02_22
1,600872,中炬高新,0.1478,2020_02_22
2,300699,光威复材,0.1478,2020_02_22
2,300726,宏达电子,0.1478,2020_02_22
1,603156,养元饮品,0.1477,2020_02_22
1,688299,长阳科技,0.1477,2020_02_22
2,002907,华森制药,0.1477,2020_02_22
1,600724,宁波富达,0.1474,2020_02_22
2,300668,杰恩设计,0.1468,2020_02_22
1,600681,百川能源,0.1467,2020_02_22
1,600598,北大荒,0.1465,2020_02_22
1,603520,司太立,0.1464,2020_02_22
1,600298,安琪酵母,0.1464,2020_02_22
2,002697,红旗连锁,0.1461,2020_02_22
2,300653,正海生物,0.1461,2020_02_22
2,300463,迈克生物,0.1453,2020_02_22
2,002572,索菲亚,0.1452,2020_02_22
1,603650,彤程新材,0.1449,2020_02_22
1,600828,茂业商业,0.1447,2020_02_22
1,688080,映翰通,0.1444,2020_02_22
1,603129,春风动力,0.1444,2020_02_22
2,300697,电工合金,0.1443,2020_02_22
2,300481,濮阳惠成,0.1441,2020_02_22
1,688026,洁特生物,0.1439,2020_02_22
2,300724,捷佳伟创,0.1439,2020_02_22
2,002595,豪迈科技,0.1434,2020_02_22
1,601058,赛轮轮胎,0.1434,2020_02_22
2,300686,智动力,0.1433,2020_02_22
1,601601,中国太保,0.1433,2020_02_22
2,300482,万孚生物,0.1433,2020_02_22
1,603866,桃李面包,0.1432,2020_02_22
1,603811,诚意药业,0.1432,2020_02_22
1,600167,联美控股,0.143,2020_02_22
2,300703,创源文化,0.1428,2020_02_22
2,002706,良信电器,0.1428,2020_02_22
1,600064,南京高科,0.1427,2020_02_22
1,688399,硕世生物,0.1426,2020_02_22
2,300805,电声股份,0.142,2020_02_22
2,000779,甘咨询,0.1417,2020_02_22
1,600183,生益科技,0.1416,2020_02_22
1,600261,阳光照明,0.1416,2020_02_22
1,601233,桐昆股份,0.1415,2020_02_22
1,600867,通化东宝,0.1414,2020_02_22
2,002174,游族网络,0.1414,2020_02_22
1,601003,柳钢股份,0.1413,2020_02_22
1,600070,浙江富润,0.1411,2020_02_22
1,603699,纽威股份,0.1408,2020_02_22
2,300423,鲁亿通,0.1408,2020_02_22
1,600728,佳都科技,0.1407,2020_02_22
1,603387,基蛋生物,0.1406,2020_02_22
1,600516,方大炭素,0.1405,2020_02_22
2,300657,弘信电子,0.1405,2020_02_22
2,002236,大华股份,0.1404,2020_02_22
1,600438,通威股份,0.1404,2020_02_22
1,600273,嘉化能源,0.1401,2020_02_22
2,300788,中信出版,0.14,2020_02_22
1,600609,金杯汽车,0.1399,2020_02_22
2,002965,祥鑫科技,0.1397,2020_02_22
2,002128,露天煤业,0.1396,2020_02_22
2,002164,宁波东力,0.1396,2020_02_22
1,603290,斯达半导,0.1395,2020_02_22
1,603165,荣晟环保,0.1394,2020_02_22
2,300226,上海钢联,0.1393,2020_02_22
2,002146,荣盛发展,0.1391,2020_02_22
2,000922,佳电股份,0.1388,2020_02_22
2,002099,海翔药业,0.1387,2020_02_22
1,603203,快克股份,0.1387,2020_02_22
2,002024,苏宁易购,0.1385,2020_02_22
2,002402,和而泰,0.1384,2020_02_22
1,603730,岱美股份,0.1382,2020_02_22
2,300144,宋城演艺,0.1381,2020_02_22
1,688008,澜起科技,0.138,2020_02_22
2,002524,光正集团,0.138,2020_02_22
1,600332,白云山,0.1378,2020_02_22
1,600745,闻泰科技,0.1377,2020_02_22
1,600236,桂冠电力,0.1376,2020_02_22
1,603466,风语筑,0.1375,2020_02_22
2,300432,富临精工,0.1374,2020_02_22
1,603198,迎驾贡酒,0.1372,2020_02_22
2,300088,长信科技,0.1371,2020_02_22
