0,1,2,3,4,5,6,7,8,9
308.14532604578983,-91.01502145292929,-147.44717141498302,-72.47355274796811,89.06473123382925,-77.26684196711145,69.35110757058739,15.446305915764427,-29.56159163882996,-35.84695378705181
325.3491863589157,-311.29427573064817,-78.3919599693846,-79.25576451033372,9.532198426839049,-61.60202800592751,40.10977082845104,9.774389353647022,4.81962817711666,-23.12966372074381
321.50909096338034,34.207223087107074,-159.71901328653277,-82.49714961422258,115.73661784160734,-55.16428800991429,19.90075727909371,17.480901657680054,-26.918182869799928,-2.9405440582458837
320.8088266924497,-181.29627674166005,-77.2871620086794,-99.73132935383697,44.01389310315077,-17.458765162378647,-0.8362674104972891,6.161755541591073,27.613866880054022,13.708939059214458
308.1442618554185,-135.22827716936692,-63.29230195892709,-79.95581106688336,30.457092083090377,-5.755750030322367,-9.72350947745753,-7.11575926509972,27.37928677539522,26.294846322225858
329.0604965131877,-247.53681945949413,49.36659941663343,-88.92272478049931,-82.82862185109465,12.624865098374691,-14.22908057011877,9.925244223697984,43.132677637840686,47.13375943698227
420.3721125369071,102.68804517555184,17.60140821155847,-77.78652579606643,63.884459109150086,8.057038019840732,-58.166959296215154,-0.26317325488217796,21.50185760241981,11.857394889457195
405.56699403380213,13.987610886217459,79.02490672321547,-68.0906554797627,-50.06465506461365,19.826663328103255,-52.477195042379044,0.8236548734795159,16.044430966661604,20.559161053064948
395.9615018720509,28.34711982191626,78.64348735901291,-39.846035425204825,-37.45351316631924,22.11596643167357,-56.4719525298833,-11.02275611444494,-3.1362470145371013,-0.6071532737179121
425.319259774923,-61.88199408558606,141.7510199513453,-1.9709987535438225,-93.51494300582267,17.67625584404065,-21.936910082158644,-15.353634584383956,-30.145489611430857,-35.698131261931586
316.0348241734833,184.53442637991049,7.1663118037732785,3.2955147979480444,27.61041760342613,73.38135876348322,-46.838946055275606,-38.76156959968669,-18.215124736482146,-10.275070162306378
319.9475204930015,137.12890775368575,40.136915064535714,22.118850788860957,-44.940051683106155,51.77644039791082,1.9849502956780525,-40.3213448732902,-38.70702485488972,-26.486773271979317
39.15001544522087,-10.272148321570391,-136.10885598703487,50.702794279664154,-33.558834339974865,91.5858508012262,22.602837058187195,-63.382201990017485,-33.05379344137878,11.73382781950149
