DATE,MARKET,SCODE,SECNAME,RZYE,RQYL,RZRQYE,RQYE,RQMCL,RZRQYECZ,RZMRE,SZ,RZYEZB,RZMRE3D,RZMRE5D,RZMRE10D,RZCHE,RZCHE3D,RZCHE5D,RZCHE10D,RZJME,RZJME3D,RZJME5D,RZJME10D,RQMCL3D,RQMCL5D,RQMCL10D,RQCHL,RQCHL3D,RQCHL5D,RQCHL10D,RQJMG,RQJMG3D,RQJMG5D,RQJMG10D,SPJ,ZDF,RCHANGE3DCP,RCHANGE5DCP,RCHANGE10DCP,KCB,TRADE_MARKET_CODE,TRADE_MARKET
2020-12-09 00,融资融券_深证,877.0,天山股份,988780833.0,358863.0,994257082.0,5476249.0,43600.0,983304584.0,29603434.0,13430248158.74,7.36234224,90879638.0,167778481.0,442999478.0,34835104.0,112301893.0,225458615.0,514427060.0,-5231670.0,-21422255.0,-57680134.0,-71427582.0,51500.0,85700.0,271900.0,21600.0,111300.0,375922.0,842835.0,22000.0,-59800.0,-290222.0,-570935.0,15.26,-3.2953,-6.0345,-7.7946,-11.1758,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_沪证,512170.0,医疗ETF,59329430.0,5873000.0,71815428.0,12485998.0,0.0,46843432.0,2460163.0,,,9325405.0,21819791.0,55001388.0,7711323.0,18177171.0,30186641.0,62300559.0,-5251160.0,-8851766.0,-8366850.0,-7299171.0,0.0,720000.0,968000.0,0.0,1200000.0,1200000.0,1600000.0,0.0,-1200000.0,-480000.0,-632000.0,2.126,-1.7106,-1.2999,1.9664,5.5611,0.0,69001001.0,上海证券交易所
2020-12-09 00,融资融券_沪证,600590.0,泰豪科技,214673262.0,0.0,214673262.0,0.0,0.0,214673262.0,5786856.0,4647092230.0,4.619518,17499043.0,31072206.0,67083347.0,11064840.0,37186313.0,48948631.0,81178224.0,-5277984.0,-19687270.0,-17876425.0,-14094877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-2.3091,-5.3356,-6.1433,-5.1724,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600612.0,老凤祥,106026389.0,1000.0,106074449.0,48060.0,0.0,105978329.0,2987403.0,15240288817.8,0.69569803,12934495.0,28832158.0,58217786.0,8273204.0,18985839.0,33070931.0,56158028.0,-5285801.0,-6051344.0,-4238773.0,2059758.0,0.0,1000.0,1300.0,0.0,0.0,15000.0,31600.0,0.0,0.0,-14000.0,-30300.0,48.06,-2.0982,-0.7025,-0.9481,-0.3318,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,601138.0,工业富联,1321485724.0,574213.0,1329421347.66,7935623.66,124440.0,1313550100.34,58107868.0,40022448865.42,3.30186123,129600662.0,175108682.0,388032143.0,63410714.0,134976291.0,203228910.0,420926093.0,-5302846.0,-5375629.0,-28120228.0,-32893950.0,423840.0,682340.0,930440.0,268100.0,717400.0,914300.0,1155600.0,-143660.0,-293560.0,-231960.0,-225160.0,13.82,-2.2631,-0.1445,-1.6369999999999998,-1.9163,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,688580.0,伟思医疗,153725010.0,1936.0,153915318.8,190308.8,0.0,153534701.2,5023702.0,1540915706.9,9.9762115,9070527.0,17418133.0,44919412.0,10356588.0,13898218.0,47380747.0,72489009.0,-5332886.0,-4827691.0,-29962614.0,-27569597.0,0.0,300.0,2236.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1936.0,98.3,-3.0189,-6.0768,-3.3242,-4.4982,1.0,69001001006.0,上交所科创板
2020-12-09 00,融资融券_沪证,600078.0,澄星股份,281819597.0,2300.0,281829211.0,9614.0,0.0,281809983.0,5510646.0,2769554558.98,10.175628999999999,11737741.0,19702441.0,49228138.0,10861931.0,20042449.0,26457359.0,53599090.0,-5351285.0,-8304708.0,-6754918.0,-4370952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,-2.7907,-6.0674,-6.9042,-7.5221,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600783.0,鲁信创投,615345104.0,67100.0,616387167.0,1042063.0,0.0,614303041.0,19143666.0,11559899835.82,5.32310066,39287559.0,68642354.0,167319125.0,24500273.0,44995520.0,77479852.0,173143075.0,-5356607.0,-5707961.0,-8837498.0,-5823950.0,0.0,5200.0,20000.0,0.0,0.0,9900.0,67600.0,0.0,0.0,-4700.0,-47600.0,15.53,-4.6069,-6.6707,-8.6471,-7.006,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300891.0,惠云钛业,132933794.0,9000.0,133119914.0,186120.0,0.0,132747674.0,14538853.0,1961433312.96,6.77738025,60548517.0,115833732.0,323073950.0,19926273.0,72843797.0,133625371.0,332626854.0,-5387420.0,-12295280.0,-17791639.0,-9552904.0,4000.0,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0,4000.0,9000.0,9000.0,20.68,-3.3645,-9.0189,-12.9996,-9.1388,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,300383.0,光环新网,1877392462.0,389281.0,1884784908.0,7392446.0,23500.0,1870000016.0,46926537.0,28524122704.26,6.58177109,110805482.0,214044110.0,466673209.0,52319800.0,119283839.0,209787412.0,455254896.0,-5393263.0,-8478357.0,4256698.0,11418313.0,70732.0,118832.0,243532.0,28700.0,149900.0,225400.0,391573.0,-5200.0,-79168.0,-106568.0,-148041.0,18.99,0.6893,-0.8873,-2.4152,-0.315,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,2212.0,天融信,1184822137.0,151903.0,1187955896.0,3133759.0,6500.0,1181688378.0,10782331.0,23119599538.63,5.12475199,24662124.0,58942752.0,182657334.0,16185445.0,46633269.0,88380377.0,165769613.0,-5403114.0,-21971145.0,-29437625.0,16887721.0,42100.0,134400.0,585790.0,23600.0,253212.0,830677.0,1483871.0,-17100.0,-211112.0,-696277.0,-898081.0,20.63,-3.5981,-6.8202,-6.0565,4.4557,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_深证,300898.0,熊猫乳品,82231557.0,2100056.0,200212703.0,117981146.0,47100.0,-35749589.0,16950522.0,1486322686.84,5.53255075,87083995.0,167232839.0,231735728.0,22368213.0,91831396.0,157621402.0,220024873.0,-5417691.0,-4747401.0,9611437.0,11710855.0,613124.0,2289799.0,2901342.0,448900.0,687133.0,964976.0,1718931.0,-401800.0,-74009.0,1324823.0,1182411.0,56.18,-3.6033,-5.3412,-3.9494,9.2146,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,300245.0,天玑科技,291303519.0,37000.0,291672409.0,368890.0,0.0,290934629.0,8483076.0,3070364260.79,9.48758826,30027792.0,48355309.0,86979289.0,13927798.0,35926420.0,54600469.0,92611495.0,-5444722.0,-5898628.0,-6245160.0,-5632206.0,6400.0,6400.0,18400.0,1000.0,1000.0,6400.0,12400.0,-1000.0,5400.0,0.0,6000.0,9.97,-2.4462,-5.9434,-7.3420000000000005,-9.8553,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,681.0,视觉中国,395911669.0,141700.0,398042837.0,2131168.0,3300.0,393780501.0,9909389.0,9989223102.72,3.96338799,35352655.0,61277284.0,264376250.0,15388766.0,43041973.0,85641347.0,280414568.0,-5479377.0,-7689318.0,-24364063.0,-16038318.0,15000.0,59500.0,200600.0,4300.0,95600.0,297120.0,658400.0,-1000.0,-80600.0,-237620.0,-457800.0,15.04,-2.4643,-5.6462,-6.0587,-6.4677,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_沪证,601388.0,怡球资源,343364245.0,200.0,343364825.0,580.0,0.0,343363665.0,17665844.0,5831392352.1,5.88820344,62812294.0,130604062.0,461951831.0,23156865.0,95074915.0,180933699.0,530032408.0,-5491021.0,-32262621.0,-50329637.0,-68080577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,-0.3436,-4.2904,-8.5174,-18.9944,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,2302.0,西部建设,425321115.0,354063.0,428550170.0,3229055.0,900.0,422092060.0,4370024.0,11300216712.0,3.76383149,16481656.0,30663107.0,75995248.0,9909911.0,21331827.0,36806874.0,74012752.0,-5539887.0,-4850171.0,-6143767.0,1982496.0,9900.0,34700.0,96500.0,0.0,94400.0,433988.0,782588.0,900.0,-84500.0,-399288.0,-686088.0,9.12,-1.4054,-2.9787,-3.6959,-4.6025,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_沪证,600789.0,鲁抗医药,458031434.0,170000.0,459541034.0,1509600.0,0.0,456521834.0,9165814.0,7566840056.64,6.05314016,23447614.0,55899817.0,100971357.0,14707393.0,30477615.0,59412668.0,114389782.0,-5541579.0,-7030001.0,-3512851.0,-13418425.0,0.0,140000.0,243500.0,0.0,88000.0,150000.0,302700.0,0.0,-88000.0,-10000.0,-59200.0,8.88,-1.6611,-2.6316,-1.8785,-2.5247,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,601212.0,白银有色,337536257.0,148600.0,337967197.0,430940.0,4500.0,337105317.0,14130033.0,21473846081.9,1.57184817,50788773.0,91950524.0,228281633.0,19693899.0,61109096.0,107468878.0,226875763.0,-5563866.0,-10320323.0,-15518354.0,1405870.0,4500.0,54500.0,244500.0,0.0,0.0,50000.0,306700.0,4500.0,4500.0,4500.0,-62200.0,2.9,-1.3605,-3.6545,-4.6053,-2.6846,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,2004.0,华邦健康,528522265.0,476796.0,531192323.0,2670058.0,6300.0,525852207.0,22970835.0,10150932898.4,5.20663736,56615530.0,80733473.0,131178327.0,28560180.0,59964969.0,80650794.0,141950299.0,-5589345.0,-3349439.0,82679.0,-10771972.0,34100.0,70900.0,114200.0,19200.0,455880.0,1566635.0,2526068.0,-12900.0,-421780.0,-1495735.0,-2411868.0,5.6,0.0,0.9009,3.1308,2.9412,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_沪证,601008.0,连云港,77354112.0,80000.0,77664512.0,310400.0,0.0,77043712.0,7018018.0,3939034591.88,1.96378352,29649737.0,66338971.0,189245344.0,12612340.0,39931983.0,89716432.0,201051005.0,-5594322.0,-10282246.0,-23377461.0,-11805661.0,0.0,26300.0,66300.0,0.0,50000.0,76300.0,116300.0,0.0,-50000.0,-50000.0,-50000.0,3.88,-3.7221,-5.8252,-6.7308,-3.9604,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600093.0,易见股份,497450507.0,70700.0,498047215.0,596708.0,0.0,496853799.0,4992511.0,9473456900.0,5.25099245,19228310.0,31138336.0,74286921.0,10601507.0,21753544.0,33611015.0,83325268.0,-5608996.0,-2525234.0,-2472679.0,-9038347.0,0.0,11000.0,96100.0,0.0,6000.0,27800.0,43800.0,0.0,-6000.0,-16800.0,52300.0,8.44,-2.8769,-4.6328,-5.8036,-2.6528,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,512400.0,有色ETF,229522711.0,0.0,229522711.0,0.0,0.0,229522711.0,17571097.0,,,49994396.0,114582417.0,375774627.0,23187987.0,71343120.0,157123894.0,395732328.0,-5616890.0,-21348724.0,-42541477.0,-19957701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,-1.2672,-1.8888,-2.6042,-1.4752,0.0,69001001.0,上海证券交易所
2020-12-09 00,融资融券_沪证,601966.0,玲珑轮胎,153307519.0,382720.0,165822463.0,12514944.0,34200.0,140792575.0,8448185.0,44503353152.4,0.34448532,32176113.0,58027207.0,171526426.0,14072494.0,44242825.0,85859067.0,204986701.0,-5624309.0,-12066712.0,-27831860.0,-33460275.0,45600.0,114900.0,371760.0,10186.0,160164.0,344698.0,916714.0,24014.0,-114564.0,-229798.0,-544954.0,32.7,-2.0958,-5.4367,-1.506,0.1531,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,601311.0,骆驼股份,477228852.0,91375.0,478054882.0,826030.0,54400.0,476402822.0,44071975.0,10140197009.36,4.706307499999999,154660164.0,242614509.0,465596686.0,49698248.0,133272469.0,197029282.0,477236131.0,-5626273.0,21387695.0,45585227.0,-11639445.0,80700.0,86900.0,185700.0,15500.0,31700.0,50100.0,202200.0,38900.0,49000.0,36800.0,-16500.0,9.04,-3.932,-0.4405,-3.6247,2.3783,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300296.0,利亚德,1154227419.0,972632.0,1161191464.0,6964045.0,79900.0,1147263374.0,44285485.0,13893552175.68,8.30764807,186886731.0,461645328.0,850238958.0,49930533.0,154311600.0,434284282.0,840530875.0,-5645048.0,32575131.0,27361046.0,9708083.0,285500.0,713183.0,1134683.0,36600.0,889400.0,2222428.0,3807878.0,43300.0,-603900.0,-1509245.0,-2673195.0,7.16,-3.7634,-4.1499,-11.4957,-6.2827,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_沪证,600592.0,龙溪股份,407466962.0,7400.0,407543108.0,76146.0,0.0,407390816.0,5944953.0,4111406245.59,9.91064706,12068307.0,20069410.0,32099602.0,11615618.0,26121886.0,37286380.0,61149155.0,-5670665.0,-14053579.0,-17216970.0,-29049553.0,0.0,1000.0,11900.0,0.0,0.0,1000.0,10900.0,0.0,0.0,0.0,1000.0,10.29,-2.8329,-4.9861,-4.7222,-7.2973,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,2436.0,兴森科技,923155599.0,6000.0,923219679.0,64080.0,1000.0,923091519.0,14334459.0,13471911644.64,6.85244695,66463413.0,180999051.0,356572275.0,20005611.0,104082885.0,208036672.0,342558412.0,-5671152.0,-37619472.0,-27037621.0,14013863.0,1000.0,41000.0,80700.0,0.0,149500.0,231100.0,251000.0,1000.0,-148500.0,-190100.0,-170300.0,10.68,-2.7322,-5.9859,-4.6429,-1.0195,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_沪证,600120.0,浙江东方,879440088.0,699211.0,883984959.5,4544871.5,16000.0,874895216.5,12511111.0,14481615603.0,6.072803700000001,52919183.0,98612721.0,233783451.0,18198447.0,57591243.0,102101039.0,208559524.0,-5687336.0,-4672060.0,-3488318.0,25223927.0,32300.0,144900.0,362100.0,300.0,199318.0,798489.0,1818528.0,15700.0,-167018.0,-653589.0,-1456428.0,6.5,-2.4024,-4.4118,-3.5608,-2.2556,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,603393.0,新天然气,299608421.0,0.0,299608421.0,0.0,0.0,299608421.0,14175906.0,7974848000.0,3.75691701,43594905.0,80929187.0,128637946.0,19865029.0,55232892.0,89925593.0,144327663.0,-5689123.0,-11637987.0,-8996406.0,-15689717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.43,0.3552,-0.5475,0.6332,-1.8904,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300598.0,诚迈科技,840069499.0,5660.0,840751586.0,682087.0,0.0,839387412.0,27348268.0,12718317858.48,6.60519346,84669101.0,153467758.0,285098132.0,33040335.0,98977350.0,178229051.0,336440748.0,-5692067.0,-14308249.0,-24761293.0,-51342616.0,0.0,8200.0,16000.0,5200.0,6500.0,13600.0,16200.0,-5200.0,-6500.0,-5400.0,-200.0,120.51,-0.5857,-1.1889,1.3711,-0.5857,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,996.0,中国中期,389025871.0,23500.0,389245361.0,219490.0,0.0,388806381.0,10700360.0,3222300000.0,12.07292527,34488929.0,87872921.0,159791492.0,16403542.0,42542819.0,88302331.0,144591319.0,-5703182.0,-8053890.0,-429410.0,15200173.0,2400.0,126000.0,141000.0,0.0,123600.0,128600.0,128600.0,0.0,-121200.0,-2600.0,12400.0,9.34,-4.3033,-8.0709,-6.319,-0.5325,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_沪证,600055.0,万东医疗,356800819.0,41000.0,357250589.0,449770.0,0.0,356351049.0,2900964.0,5932753703.03,6.01408447,10339678.0,21240776.0,43239011.0,8626029.0,19888218.0,34829157.0,56917513.0,-5725065.0,-9548540.0,-13588381.0,-13678502.0,0.0,4000.0,4000.0,0.0,40000.0,40000.0,44000.0,0.0,-40000.0,-36000.0,-40000.0,10.97,-3.0062,-3.3480000000000003,-2.0536,-1.8784,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,2733.0,雄韬股份,359374520.0,3526747.0,431249624.0,71875104.0,400.0,287499416.0,36135123.0,6716100055.74,5.35094053,86834045.0,129806969.0,327907312.0,41861453.0,74500645.0,115589495.0,329714517.0,-5726330.0,12333400.0,14217474.0,-1807205.0,2900.0,2900.0,13600.0,0.0,4000.0,6500.0,13900.0,400.0,-1100.0,-3600.0,-300.0,20.38,2.2579,2.3092,-1.9721,-3.6862,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_沪证,600616.0,金枫酒业,259672924.0,9960.0,259746130.0,73206.0,0.0,259599718.0,72522472.0,4917186382.5,5.28092498,197240626.0,280001834.0,515536273.0,78321728.0,195263132.0,295223278.0,528038758.0,-5799256.0,1977494.0,-15221444.0,-12502485.0,0.0,34000.0,273270.0,0.0,29170.0,168090.0,647390.0,0.0,-29170.0,-134090.0,-374120.0,7.35,1.6598,11.5326,16.2975,-0.4065,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,603338.0,浙江鼎力,121029723.0,160905.0,137675345.25,16645622.25,1500.0,104384100.75,3254987.0,50223482319.95,0.24098234,27042464.0,39555100.0,84188227.0,9058715.0,27840213.0,44761097.0,101089436.0,-5803728.0,-797749.0,-5205997.0,-16901209.0,7200.0,19800.0,117474.0,13400.0,63640.0,156554.0,330598.0,-11900.0,-56440.0,-136754.0,-213124.0,103.45,-0.4906,-1.4668,-1.7662,4.5266,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300322.0,硕贝德,492362158.0,143707.0,494345315.0,1983157.0,6100.0,490379001.0,6507142.0,5282835076.8,9.32003651,28151922.0,40833978.0,87228888.0,12316215.0,28386060.0,37655716.0,108241278.0,-5809073.0,-234138.0,3178262.0,-21012390.0,21000.0,38700.0,232900.0,4800.0,14400.0,62700.0,323385.0,1300.0,6600.0,-24000.0,-90485.0,13.8,-2.8853,-2.8169,-4.5643,-3.6313,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_深证,963.0,华东医药,1749925087.0,500367.0,1764230579.0,14305492.0,68157.0,1735619595.0,76980970.0,50026333222.77,3.4980078999999997,224064119.0,370475972.0,707399678.0,82835391.0,252260375.0,406409033.0,779873238.0,-5854421.0,-28196256.0,-35933061.0,-72473560.0,213069.0,348667.0,722665.0,34640.0,216309.0,434505.0,984434.0,33517.0,-3240.0,-85838.0,-261769.0,28.59,-3.1832,-2.523,-0.035,1.6353,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_沪证,603589.0,口子窖,389944664.0,31500.0,392004449.0,2059785.0,0.0,387884879.0,70798404.0,39234000000.0,0.99389474,207819676.0,307540754.0,495901729.0,76653815.0,196741453.0,310010093.0,548844699.0,-5855411.0,11078223.0,-2469339.0,-52942970.0,18500.0,36000.0,92500.0,2200.0,32000.0,53300.0,132960.0,-2200.0,-13500.0,-17300.0,-40460.0,65.39,0.4609,2.6692,7.9756,9.0742,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300493.0,润欣科技,379178303.0,55100.0,379640041.0,461738.0,0.0,378716565.0,8427041.0,3997837901.56,9.48458423,24277778.0,38251444.0,86569446.0,14314302.0,31086478.0,47836687.0,97434130.0,-5887261.0,-6808700.0,-9585243.0,-10864684.0,0.0,21900.0,23000.0,0.0,0.0,1000.0,33000.0,0.0,0.0,20900.0,-10000.0,8.38,-4.3379,-5.5242,-5.5242,-4.119,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_沪证,601800.0,中国交建,1119133240.0,926116.0,1126116154.64,6982914.64,0.0,1112150325.36,17742466.0,88574155104.5,1.26349863,68933253.0,160916201.0,501662568.0,23640602.0,97201613.0,193410659.0,527640871.0,-5898136.0,-28268360.0,-32494458.0,-25978303.0,43600.0,58600.0,584200.0,8400.0,35500.0,141800.0,991000.0,-8400.0,8100.0,-83200.0,-406800.0,7.54,-1.3089,-3.2092,-5.632000000000001,-2.3316,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600428.0,中远海特,192048944.0,1223410.0,196918115.8,4869171.8,0.0,187179772.2,14970679.0,8543670068.58,2.24785066,79326599.0,137506636.0,361123103.0,20875217.0,74872235.0,138621188.0,359910745.0,-5904538.0,4454364.0,-1114552.0,1212358.0,500.0,331700.0,953200.0,3100.0,305260.0,995425.0,2272115.0,-3100.0,-304760.0,-663725.0,-1318915.0,3.98,-3.1630000000000003,-11.9469,-13.4783,-13.2898,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,783.0,长江证券,1627411780.0,22792536.0,1814766426.0,187354646.0,22100.0,1440057134.0,49000889.0,45453214403.94,3.58041076,139714450.0,304685351.0,1073730445.0,54984660.0,162787718.0,313683998.0,988954084.0,-5983771.0,-23073268.0,-8998647.0,84776361.0,338200.0,1306210.0,4703510.0,237300.0,754700.0,1404300.0,2881599.0,-215200.0,-416500.0,-98090.0,1821911.0,8.22,-2.8369,-5.4085,-7.6404,-4.3073,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_沪证,601111.0,中国国航,765295190.0,921839.0,772448660.64,7153470.64,102400.0,758141719.36,24466232.0,77306142930.96,0.98995392,114384218.0,313249374.0,584383554.0,30459589.0,114790252.0,283962905.0,571066074.0,-5993357.0,-406034.0,29286469.0,13317480.0,467600.0,958000.0,2027900.0,349600.0,683473.0,1291773.0,2208273.0,-247200.0,-215873.0,-333773.0,-180373.0,7.76,-0.1287,-4.1975,-7.2879,-0.6402,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,603688.0,石英股份,307253649.0,14700.0,307563231.0,309582.0,0.0,306944067.0,6259639.0,7433291183.76,4.1334806,30863453.0,70148454.0,172675581.0,12316597.0,44250843.0,82708576.0,168537201.0,-6056958.0,-13387390.0,-12560122.0,4138380.0,4000.0,16000.0,16000.0,0.0,3000.0,3000.0,3000.0,0.0,1000.0,13000.0,13000.0,21.06,-2.1830000000000003,-3.7037,-2.6352,7.2301,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,2221.0,东华能源,866693229.0,927251.0,876679723.0,9986494.0,0.0,856706735.0,28449618.0,16496525251.38,5.25379264,79661769.0,123994729.0,326276919.0,34604842.0,93166881.0,139677066.0,344918375.0,-6155224.0,-13505112.0,-15682337.0,-18641456.0,55700.0,103000.0,407066.0,30400.0,391016.0,1233292.0,2096792.0,-30400.0,-335316.0,-1130292.0,-1689726.0,10.77,-2.8855,-4.0107,-4.2667,-10.3993,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_沪证,600839.0,四川长虹,1048507502.0,2051640.0,1054498290.8,5990788.8,69700.0,1042516713.2,28571779.0,13475679202.52,7.78073955,70560719.0,125988842.0,296370157.0,34735935.0,65254830.0,114838805.0,272704517.0,-6164156.0,5305889.0,11150037.0,23665640.0,372600.0,560400.0,1917900.0,9700.0,1534200.0,4277156.0,7848351.0,60000.0,-1161600.0,-3716756.0,-5930451.0,2.92,-0.6803,-1.3514,-4.5752,0.3436,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600068.0,葛洲坝,1350883630.0,215900.0,1352312888.0,1429258.0,1200.0,1349454372.0,16584810.0,30483626467.44,4.43150565,63007446.0,100285152.0,236801883.0,22789590.0,70264536.0,99287291.0,266588357.0,-6204780.0,-7257090.0,997861.0,-29786474.0,35400.0,47000.0,402000.0,1000.0,183400.0,252300.0,821600.0,200.0,-148000.0,-205300.0,-419600.0,6.62,-0.4511,-2.5037,-3.0747,-2.9326,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600480.0,凌云股份,204984099.0,31500.0,205264449.0,280350.0,200.0,204703749.0,2324418.0,6794807501.3,3.01677566,17724826.0,41891159.0,75681908.0,8596851.0,18606516.0,35785759.0,75416724.0,-6272433.0,-881690.0,6105400.0,265184.0,4600.0,13800.0,31500.0,0.0,0.0,0.0,0.0,200.0,4600.0,13800.0,31500.0,8.9,0.0,-3.3659,0.3382,-2.5192,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_沪证,600533.0,栖霞建设,148501407.0,9700.0,148533320.0,31913.0,0.0,148469494.0,5368798.0,3454500000.0,4.2987815000000005,42297093.0,81082252.0,202711452.0,11730689.0,46108200.0,73804139.0,184720131.0,-6361891.0,-3811107.0,7278113.0,17991321.0,30000.0,36500.0,229700.0,0.0,30000.0,113200.0,234100.0,0.0,0.0,-76700.0,-4400.0,3.29,-1.4969999999999999,-2.9499,-5.4598,1.5432,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,300890.0,翔丰华,95242614.0,0.0,95242614.0,0.0,0.0,95242614.0,14820159.0,1375461339.52,6.92441229,40724459.0,62599657.0,195998875.0,21189083.0,46268945.0,76199234.0,231912510.0,-6368924.0,-5544486.0,-13599577.0,-35913635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.92,-6.3238,-2.3272,-6.5806,-18.4225,0.0,69001002002.0,深交所创业板
2020-12-09 00,融资融券_沪证,600855.0,航天长峰,345476543.0,13218.0,345657629.6,181086.6,1700.0,345295456.4,6157639.0,4670763317.3,7.39657567,14345106.0,32104654.0,73466600.0,12543156.0,26870120.0,44252903.0,81801522.0,-6385517.0,-12525014.0,-12148249.0,-8334922.0,1700.0,3600.0,33600.0,0.0,27400.0,48700.0,59400.0,1700.0,-25700.0,-45100.0,-25800.0,13.7,-3.0432,-6.6121,-6.1001,-3.3169,0.0,69001001001.0,上交所主板
2020-12-09 00,融资融券_深证,70.0,特发信息,501947617.0,39200.0,502335305.0,387688.0,0.0,501559929.0,10898033.0,7864773924.74,6.38222563,47836761.0,70649618.0,173073176.0,17292728.0,44352046.0,66613349.0,156289972.0,-6394695.0,3484715.0,4036269.0,16783204.0,42000.0,48100.0,57500.0,42000.0,44000.0,47300.0,56600.0,-42000.0,-2000.0,800.0,900.0,9.89,-3.5122,-4.352,-4.1667,-5.7197,0.0,69001002001.0,深交所主板
2020-12-09 00,融资融券_深证,2939.0,长城证券,1090076797.0,1110882.0,1104596025.0,14519228.0,112100.0,1075557569.0,57330061.0,21750844768.17,5.01165269,158394419.0,330166137.0,730205407.0,63746872.0,167073210.0,316470420.0,658996639.0,-6416811.0,-8678791.0,13695717.0,71208768.0,491200.0,1064792.0,1795992.0,161900.0,539175.0,939445.0,1624240.0,-49800.0,-47975.0,125347.0,171752.0,13.07,-3.8971,-4.3892,-6.5761,2.0297,0.0,69001002003.0,深交所中小板
2020-12-09 00,融资融券_深证,300180.0,华峰超纤,414284850.0,153877.0,415248120.0,963270.0,2000.0,413321580.0,11688155.0,8360761167.26,4.95510925,34457669.0,59244084.0,111915787.0,18226595.0,51328849.0,89900138.0,146172067.0,-6538440.0,-16871180.0,-30656054.0,-34256280.0,9500.0,43500.0,223700.0,7000.0,291100.0,743659.0,1497138.0,-5000.0,-281600.0,-700159.0,-1273438.0,6.26,-4.2813,-7.3964,-8.0764,-9.2754,0.0,69001002002.0,深交所创业板
