广发中证全指汽车指数C,0.73,19.82,12.04,10.8,0.94,上汽集团_北汽蓝谷_比亚迪_江淮汽车_长城汽车_长安汽车_一汽轿车_宇通客车_广汇汽车_福田汽车,600104_000800_600418_601633_002594_000625_600297_600066_600166_600733
景顺长城中证500行业中性低波动指数,1.92,46.94,14.25,13.0,1.33,东软集团_木林森_信立泰_山西证券_吉比特_法拉电子_迪安诊断_鱼跃医疗_士兰微_安琪酵母,600298_002500_600563_600460_002294_603444_300244_002223_002745_600718
西部利得国企红利指数增强(LOF)A,1.26,24.36,13.05,9.66,0.67,海信家电_中联重科_兴业银行_万华化学_首开股份_三一重工_物产中大_青岛海尔_迪马股份_陕西煤业_华发股份_川投能源_伊利股份_威孚高科_保利地产,600031_600887_600376_600048_600674_601166_600704_000157_000581_600309_601225_600690_600565_600325_000921
银华沪深300指数分级,3.88,51.94,23.98,21.87,3.9,中国平安_美的集团_五 粮 液_招商银行_中国国旅_伊利股份_贵州茅台_东方财富_华泰证券_长春高新,601888_000661_601688_300059_600887_600036_600519_601318_000333_000858
景顺长城沪港深红利成长低波指数A,0.89,25.91,11.8,8.39,-0.16,华发股份_佳士科技_绿地控股_华侨城Ａ_中材国际_通裕重工_露天煤业_荣盛发展_建发股份_华夏幸福,600153_300185_600970_000069_600606_300193_002146_600325_600340_002128
富国中证500指数增强(LOF),1.15,35.96,7.75,7.29,1.22,普利特_中联重科_大参林_鱼跃医疗_明阳智能_荣盛石化_金域医学_新宙邦_天赐材料_浙江鼎力_日月股份_高德红外_中科创达_威孚高科_安琪酵母,300496_600298_002324_002223_300037_603233_000157_603882_000581_603218_603338_002414_002709_601615_002493
天弘中证食品饮料指数A,3.63,46.0,22.03,20.9,1.84,五 粮 液_顺鑫农业_泸州老窖_山西汾酒_洋河股份_中炬高新_伊利股份_贵州茅台_双汇发展_海天味业,600809_000568_600887_600872_600519_603288_000860_002304_000858_000895
融通创业板指数C,1.23,50.19,11.16,10.85,1.3,汇川技术_温氏股份_迈瑞医疗_沃森生物_宝通科技_宁德时代_亿纬锂能_康泰生物_东方财富_爱尔眼科_智飞生物_歌尔股份,300014_300760_300142_300059_300750_300601_002241_300498_300124_300031_300122_300015
中证财通可持续发展100指数A,5.36,35.58,22.23,20.71,5.32,招商银行_上汽集团_五 粮 液_美的集团_中联重科_正泰电器_贵州茅台_国投电力_华菱钢铁_双汇发展_格力电器_长城汽车_振德医疗_英科医疗_九洲药业,000932_300677_603301_000333_601877_000651_000858_000895_000157_600104_603456_601633_600036_600519_600886
天弘中证800指数A,3.5,48.95,21.77,20.22,3.45,招商银行_美的集团_中信证券_中国平安_立讯精密_格力电器_五 粮 液_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
天弘中证800指数C,3.5,48.95,21.77,20.22,3.45,中国平安_美的集团_中信证券_五 粮 液_立讯精密_招商银行_格力电器_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
工银中证高铁产业指数分级,0.49,17.23,8.39,7.43,-0.49,中国铁建_中国中车_内蒙一机_隧道股份_特锐德_中铁工业_卧龙电气_中国中铁_大秦铁路,600967_601766_601186_300001_600528_601006_600580_600820_601390
东兴中证消费50指数C,5.26,46.8,24.33,22.87,3.86,美的集团_五 粮 液_泸州老窖_格力电器_牧原股份_中国国旅_伊利股份_贵州茅台_青岛海尔_海天味业,601888_000568_600887_600690_600519_603288_000333_000651_000858_002714
新华沪深300指数增强A,5.2,44.27,26.28,23.97,4.92,美的集团_江苏银行_广发证券_贵州茅台_华泰证券_中国太保_中国平安_中远海能_泸州老窖_金雷风电_洋河股份_英科医疗_贵阳银行_建发股份_威孚高科,000568_600026_300677_601318_000333_600919_600153_601601_000776_000581_601688_600519_002304_300443_601997
中证财通可持续发展100指数C,5.36,35.58,22.23,20.71,5.32,招商银行_上汽集团_美的集团_五 粮 液_中联重科_正泰电器_贵州茅台_国投电力_华菱钢铁_双汇发展_格力电器_长城汽车_振德医疗_英科医疗_九洲药业,000932_300677_603301_000333_601877_000651_000858_000895_000157_600104_603456_601633_600036_600519_600886
信诚中证800有色指数分级A,0.38,21.4,7.13,8.18,0.39,中国铝业_北方稀土_银泰资源_赣锋锂业_天齐锂业_紫金矿业_洛阳钼业_山东黄金_中金黄金_华友钴业,601899_002460_000975_603799_601600_600111_600489_600547_603993_002466
信诚沪深300指数分级,3.97,49.29,22.83,21.3,4.51,中国平安_美的集团_五 粮 液_招商银行_立讯精密_格力电器_中信证券_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
华宝中证100指数C,3.76,47.61,24.0,21.67,3.77,招商银行_中国平安_五 粮 液_中信证券_美的集团_立讯精密_格力电器_中国国旅_贵州茅台_恒瑞医药,601888_600036_600519_600276_601318_000333_000651_600030_000858_002475
恒生前海中证质量成长低波动指数A,0.69,41.28,5.94,5.79,0.74,安徽合力_北京利尔_渤海轮渡_浙江美大_苏 泊 尔_旗滨集团_华润双鹤_良信电器_西藏药业_葵花药业,600761_600211_002706_600062_603167_601636_002032_002392_002737_002677
汇添富中证中药指数(LOF)C,1.52,46.1,14.04,13.51,1.25,红日药业_云南白药_以岭药业_华润三九_片仔癀_同仁堂_天士力_东阿阿胶_步长制药_白云山,000999_600085_600436_000423_002603_000538_600332_603858_300026_600535
融通深证成份指数C,1.72,35.77,12.92,11.33,1.56,美的集团_五 粮 液_立讯精密_格力电器_牧原股份_万 科Ａ_奥马电器_宁德时代_东方财富_平安银行_京东方Ａ,000725_002668_300059_300750_000002_000001_000333_000651_002714_000858_002475
东海社会安全指数,0.63,39.74,6.03,5.69,0.47,海康威视_恒生电子_美亚光电_宝信软件_碧水源_大华股份_安车检测_格林美_瀚蓝环境_中兴通讯,600845_600323_002236_002340_002690_300070_600570_000063_002415_300572
中邮中证价值回报量化策略指数C,0.76,40.36,7.86,7.24,0.44,华宝股份_*ST康达_深物业A_君正集团_地素时尚_永安行_中环环保_太平鸟_新坐标_中船防务,601216_603776_603587_600685_000011_603040_300692_603877_000048_300741
申万菱信中证500指数优选增强C,1.05,43.44,9.51,9.1,1.77,中信证券_宝信软件_大参林_健友股份_紫光国微_玲珑轮胎_华泰证券_宁波银行_安琪酵母_美亚柏科,603233_601966_600845_600298_601688_002142_002049_600030_603707_300188
富国中证体育产业指数分级,1.96,56.31,12.56,11.79,1.62,三七互娱_中体产业_奥瑞金_金达威_比音勒芬_吉比特_宝通科技_浙数文化_完美世界_昆仑万维,002555_600158_300418_603444_600633_002701_300031_002832_002624_002626
富国中证新能源汽车指数分级,0.89,39.1,16.76,15.4,1.06,恩捷股份_比亚迪_汇川技术_宏发股份_赣锋锂业_三花智控_先导智能_宁德时代_亿纬锂能_宇通客车,300014_300450_002812_002460_300750_002594_600885_300124_600066_002050
申万菱信中证环保产业指数分级A,1.0,28.5,7.9,8.38,0.68,天业通联_通威股份_天赐材料_易事特_阳光电源_福斯特_当升科技_隆基股份,300073_002459_600438_300376_603806_002709_300274_601012
申万菱信中证申万医药生物指数分级B,1.81,65.35,10.34,9.87,1.66,恒瑞医药_华兰生物_迈瑞医疗_片仔癀_沃森生物_康泰生物_药明康德_长春高新_智飞生物_爱尔眼科,300760_000661_300142_002007_600436_300601_600276_603259_300122_300015
鹏华沪深300指数(LOF)C,3.45,46.3,22.61,21.03,3.67,招商银行_美的集团_五 粮 液_中国平安_中信证券_格力电器_立讯精密_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
泰达宏利沪深300指数增强C,3.74,39.78,23.49,50.78,4.64,招商银行_美的集团_中信证券_万 科Ａ_迈瑞医疗_鱼跃医疗_明泰铝业_贵州茅台_平安银行_中国平安_立讯精密_华贸物流_伊利股份_恒瑞医药,600887_000002_600276_601318_002223_000333_600030_002475_300760_603128_600036_600519_601677_000001
前海开源中航军工指数分级,0.71,32.38,11.86,11.88,-1.03,中航光电_航天电器_中航沈飞_航天发展_中国软件_中航机电_中直股份_航发动力_振华科技_中航飞机,000768_600038_002179_002013_000547_600893_000733_600536_600760_002025
富国中证全指证券公司指数分级,1.19,66.9,18.82,17.91,0.3,申万宏源_东方证券_中信证券_海通证券_国泰君安_广发证券_东方财富_华泰证券_招商证券_兴业证券,000776_601688_300059_000166_600837_600958_600999_601211_601377_600030
国投瑞银中证500指数量化增强C,1.09,38.64,8.61,8.37,0.95,金发科技_中南传媒_中顺洁柔_ST长油_辽宁成大_吉林敖东_广发证券_鱼跃医疗_金域医学,601975_603882_000776_601098_600739_002511_000623_600143_002223
国泰深证TMT50指数分级,0.76,39.13,9.19,11.73,0.81,海康威视_TCL 集团_立讯精密_分众传媒_科大讯飞_广联达_亿纬锂能_京东方Ａ_中兴通讯_歌尔股份,300014_002475_000725_000063_002241_002415_002410_002230_002027_000100
景顺MSCI中国A股国际通指数增强,3.05,26.22,19.29,17.52,3.12,一汽富维_国泰君安_浙能电力_三一重工_江苏银行_国睿科技_贵州茅台_华泰证券_明阳智能_华菱钢铁_中国平安_上海银行_中国中冶_伊利股份_中材科技,002080_000932_600742_600031_600887_600562_601318_600919_601229_601688_600023_600519_601211_601615_601618
汇添富中证新能源汽车产业指数(LOF)A,1.66,36.68,12.92,12.15,2.04,恩捷股份_汇川技术_比亚迪_赣锋锂业_欣旺达_洛阳钼业_三花智控_先导智能_宁德时代_亿纬锂能,300014_300450_002460_002812_300750_002594_300207_300124_603993_002050
中融国证钢铁行业指数分级A,0.35,26.36,7.49,7.18,0.37,山东钢铁_南钢股份_重庆钢铁_包钢股份_沙钢股份_新兴铸管_太钢不锈_河钢股份_华菱钢铁_宝钢股份,600022_002075_000778_600019_000932_000709_600282_601005_600010_000825
中融银行指数分级A,1.06,37.04,14.4,12.61,1.5,招商银行_浦发银行_农业银行_工商银行_兴业银行_上海银行_民生银行_交通银行_宁波银行_平安银行,601229_600016_601398_002142_601328_601288_600036_000001_601166_600000
华安中证全指证券公司指数分级B,0.75,54.05,11.1,10.72,0.25,申万宏源_东方证券_中信证券_海通证券_国泰君安_广发证券_光大证券_东方财富_招商证券_华泰证券,000776_601688_300059_000166_600837_600958_600999_601211_601788_600030
天弘中证红利低波动100指数C,0.6,29.54,8.41,8.06,0.61,中国神华_中国石化_农业银行_恒源煤电_海澜之家_浙能电力_交通银行_中国银行_宝钢股份_大秦铁路,600028_600019_601988_601328_600023_601088_601288_601006_600971_600398
天弘中证食品饮料指数C,3.63,46.0,22.03,20.9,1.84,五 粮 液_顺鑫农业_泸州老窖_山西汾酒_洋河股份_中炬高新_伊利股份_贵州茅台_双汇发展_海天味业,600809_000568_600887_600872_603288_600519_000860_002304_000895_000858
广发沪深300指数增强A,5.17,49.43,30.05,27.45,5.12,中国平安_美的集团_五 粮 液_中信证券_招商银行_立讯精密_兴业银行_贵州茅台_恒瑞医药_隆基股份,600036_600519_600276_601318_000333_601166_600030_000858_601012_002475
招商富时A-H50指数(LOF)C,5.81,53.91,30.36,28.95,3.26,五 粮 液_格力电器_兴业银行_中国国旅_伊利股份_贵州茅台_恒瑞医药,601888_600887_600519_600276_000651_601166_000858
南方中证高铁产业指数分级,0.63,28.08,8.87,9.09,-0.06,中国铁建_中国中车_内蒙一机_隧道股份_特锐德_中铁工业_中国中铁_卧龙电气_大秦铁路,600967_601766_601186_600528_300001_601006_600820_600580_601390
国泰国证食品饮料行业指数分级A,3.51,3.83,20.06,18.96,1.69,五 粮 液_泸州老窖_顺鑫农业_山西汾酒_洋河股份_今世缘_伊利股份_贵州茅台_双汇发展_海天味业,600809_000568_600887_603288_600519_000860_002304_603369_000895_000858
天弘上证50指数C,3.16,64.61,24.77,23.01,3.76,招商银行_中国平安_中信证券_工商银行_兴业银行_中国国旅_伊利股份_贵州茅台_恒瑞医药_隆基股份,601888_601398_600887_600036_600519_600276_601318_601166_600030_601012
天弘中证证券保险指数C,1.76,65.69,22.62,20.83,3.24,中国平安_新华保险_中信证券_中国人寿_海通证券_国泰君安_东方财富_华泰证券_招商证券_中国太保,601601_601336_601688_300059_601628_600837_600999_601211_601318_600030
申万菱信中小板指数(LOF)A,1.84,43.52,11.73,15.18,2.68,比亚迪_立讯精密_海康威视_牧原股份_顺丰控股_分众传媒_洋河股份_广联达_宁波银行_歌尔股份,002142_002352_002594_002241_002304_002415_002410_002714_002027_002475
西藏东财创业板指数A,1.2,51.47,11.03,10.78,1.18,汇川技术_温氏股份_迈瑞医疗_沃森生物_宁德时代_东方财富_康泰生物_亿纬锂能_智飞生物_爱尔眼科,300014_300760_300142_300059_300750_300601_300498_300124_300122_300015
合煦智远金融科技指数(LOF)C,0.71,1.58,9.21,8.02,0.99,启明星辰_中国平安_惠达卫浴_用友网络_东华软件_恒生电子_浪潮信息_同花顺_紫光股份_广联达_三安光电_华友钴业_东方财富,002065_000938_300059_603385_603799_600570_002439_601318_600588_300033_000977_002410_600703
汇添富上证综合指数,3.18,50.96,22.69,21.0,3.9,中国平安_招商银行_中国人寿_农业银行_中国石油_中国国旅_贵州茅台_恒瑞医药_海天味业_中国银行,601888_601988_601857_601288_601628_600036_600519_603288_600276_601318
中邮中证价值回报量化策略指数A,0.76,40.36,7.86,7.24,0.44,华宝股份_*ST康达_深物业A_地素时尚_君正集团_永安行_中环环保_太平鸟_新坐标_中船防务,601216_603776_603587_600685_000011_603040_603877_000048_300692_300741
富国中证移动互联网指数分级A,0.63,45.66,8.44,7.47,0.17,中兴通讯_海康威视_立讯精密_恒生电子_中国国旅_东方财富_广联达_京东方Ａ_爱尔眼科_歌尔股份,601888_300015_000725_300059_600570_000063_002241_002415_002410_002475
长信中证500指数,1.95,52.22,11.14,10.51,2.15,凯莱英_科沃斯_吉比特_拓斯达_普莱柯_三七互娱_天赐材料_中顺洁柔_德赛西威_建投能源_同花顺_完美世界_蓝帆医疗_中材科技_安琪酵母,002555_002080_600298_002382_002511_300033_002821_300607_002709_603444_000600_002920_002624_603486_603566
长信沪深300指数增强C,3.39,38.76,18.03,16.59,3.62,新宝股份_顺丰控股_国泰君安_三一重工_重庆啤酒_贵州茅台_中国平安_立讯精密_中顺洁柔_中国国旅_伊利股份_安琪酵母_智飞生物_隆基股份_万孚生物,601888_300482_600298_600031_002352_600887_002511_601318_002705_002475_600519_601211_600132_300122_601012
方正富邦保险主题指数分级B,2.2,18.36,18.9,16.75,5.72,新华保险_美的集团_浦发银行_招商银行_中国人寿_中国人保_迈瑞医疗_中国太保_宁波银行_平安银行_天茂集团_中国平安_海康威视_辽宁成大_北京银行,601336_002142_601318_000333_000627_300760_601319_601601_600739_601169_601628_600036_002415_000001_600000
华宝标普中国A股红利机会指数(LOF)A,1.18,32.39,11.93,39.76,0.99,中国神华_南钢股份_苏宁环球_恒源煤电_百川能源_兖州煤业_柳钢股份_世茂股份_淮北矿业_广汇物流,600681_601003_000718_601088_600603_600282_600971_600188_600823_600985
融通巨潮100指数(LOF)C,3.75,43.38,22.0,20.13,3.81,招商银行_美的集团_五 粮 液_中信证券_兴业银行_赛意信息_贵州茅台_中国平安_立讯精密_中国国旅_盐津铺子_新易盛_新宝股份_伊之密_恒瑞医药,601888_600276_601318_000333_601166_600030_002705_000858_002475_300502_600036_600519_300415_002847_300687
银华中证内地资源指数分级,0.48,10.11,6.31,5.66,0.76,山东黄金,600547
建信央视财经50指数分级B,3.36,46.45,21.74,19.44,3.68,中国平安_招商银行_海康威视_工商银行_兴业银行_万 科Ａ_伊利股份_贵州茅台_恒瑞医药_双汇发展,601398_600887_000002_600036_600519_600276_601318_002415_601166_000895
建信沪深300指数(LOF),3.8,52.34,23.39,21.32,3.53,中国平安_招商银行_五 粮 液_立讯精密_兴业银行_江苏银行_理邦仪器_中国中冶_贵州茅台_平安银行_宝莱特_恒瑞医药,600036_300206_600519_600276_601318_000001_300246_601166_601618_000858_600919_002475
万家中证500指数增强发起式A,0.79,32.31,6.35,5.76,0.95,华策影视_生物股份_三泰控股_拓斯达_鱼跃医疗_明阳智能_荣盛石化_长盈精密_一汽轿车_上柴股份_开山股份_意华股份_万孚生物_卫星石化_滨江集团,300482_002244_000800_600201_300257_002648_300115_002223_600841_002897_300607_300133_601615_002493_002312
东财上证50指数A,3.29,47.28,21.96,19.94,3.75,中国平安_招商银行_中信证券_工商银行_兴业银行_中国国旅_伊利股份_贵州茅台_恒瑞医药_隆基股份,601888_601398_600887_600036_600519_600276_601318_601166_600030_601012
中银沪深300等权重指数(LOF),0.52,32.16,10.7,10.29,0.84,比亚迪_通威股份_浙商证券_长城汽车_君正集团_中国国旅_航发动力_光大证券_中航电子_隆基股份,601888_600372_601216_601878_600438_601633_002594_600893_601788_601012
富国中证银行指数,1.39,59.72,17.22,15.11,1.71,招商银行_浦发银行_工商银行_农业银行_兴业银行_上海银行_民生银行_交通银行_宁波银行_平安银行,601229_601398_600016_601328_002142_601288_600036_000001_601166_600000
富国创业板指数分级,1.35,52.45,13.49,13.24,1.25,汇川技术_温氏股份_迈瑞医疗_沃森生物_东方财富_宁德时代_亿纬锂能_康泰生物_智飞生物_爱尔眼科,300014_300760_300142_300059_300750_300601_300498_300124_300122_300015
申万菱信沪深300价值指数A,2.39,35.01,22.3,18.26,3.2,招商银行_中国平安_工商银行_兴业银行_万 科Ａ_海螺水泥_长江电力_民生银行_交通银行_保利地产,601398_600900_601328_600585_600016_000002_600036_601318_600048_601166
国泰沪深300指数增强A,4.16,53.63,29.16,26.62,3.97,中国平安_招商银行_五 粮 液_美的集团_中国国旅_迈瑞医疗_贵州茅台_东方财富_平安银行_隆基股份_海天味业,601888_300760_300059_600036_600519_603288_601318_000001_000333_000858_601012
国泰国证食品饮料行业指数分级,3.51,3.83,20.06,18.96,1.69,五 粮 液_泸州老窖_顺鑫农业_山西汾酒_洋河股份_今世缘_伊利股份_贵州茅台_双汇发展_海天味业,600809_000568_600887_600519_603288_000860_002304_603369_000858_000895
华夏中证AH经济蓝筹股票指数C,6.4,47.39,35.24,31.24,6.5,中国平安_五 粮 液_万 科Ａ_中国国旅_建设银行_伊利股份_贵州茅台,601888_600887_000002_600519_601939_601318_000858
信诚中证智能家居指数分级B,0.58,35.04,5.62,5.44,0.4,北斗星通_立讯精密_欣旺达_科沃斯_紫光国微_蓝思科技_良信电器_高德红外_中科创达_歌尔股份,300496_002706_002414_300207_002151_002241_002049_603486_300433_002475
国投瑞银中证消费服务指数(LOF),3.67,49.22,18.7,17.65,2.63,美的集团_五 粮 液_泸州老窖_格力电器_中国国旅_伊利股份_贵州茅台_长春高新_海天味业_恒瑞医药,601888_000661_000568_600887_603288_600519_600276_000333_000651_000858
广发养老指数C,2.48,49.89,13.42,12.37,3.34,中国人寿_星徽精密_涪陵榨菜_中国国旅_片仔癀_吉比特_光线传媒_通策医疗_智飞生物_复星医药,601888_600763_300464_002507_600436_601628_600196_603444_300122_300251
大成中证互联网金融指数分级A,0.99,46.1,11.25,9.76,0.81,中国平安_用友网络_兴业银行_国金证券_恒生电子_航天信息_东方财富_广联达_苏宁易购_平安银行,600109_300059_600271_600570_002024_601318_600588_002410_000001_601166
新华中证环保产业指数,0.85,31.09,7.83,7.87,0.33,通威股份_阳光电源_欣旺达_天赐材料_易事特_福斯特_隆基股份_天业通联,002459_600438_300376_603806_300207_002709_300274_601012
华安中证银行指数分级,1.36,68.6,17.12,14.98,1.56,招商银行_浦发银行_农业银行_工商银行_兴业银行_上海银行_民生银行_交通银行_宁波银行_平安银行,601229_600016_601398_601328_002142_601288_600036_000001_601166_600000
大成中证360互联网+大数据100指数A,0.31,26.58,5.08,4.71,-0.06,恒泰实达_拓日新能_茂硕电源_莱茵体育_云图控股_华虹计通_国光电器_深南股份_世纪鼎利_盛讯达,002539_000558_300513_300050_300330_002660_002045_002417_300518_002218
富国中证工业4.0指数分级B,1.03,40.92,11.42,10.26,0.7,美的集团_汇川技术_立讯精密_海康威视_用友网络_耐威科技_兆易创新_宁德时代_京东方Ａ_中兴通讯_隆基股份,000725_603986_300750_300456_000063_600588_300124_002415_000333_601012_002475
富安达中证500指数增强,1.02,37.28,6.81,6.53,0.56,昆仑万维_中科创达_立思辰_安图生物_芒果超媒_大北农_西部矿业_豪迈科技_齐心集团_华工科技_新宝股份_高德红外_威孚高科_安琪酵母,300413_300496_600298_300010_603658_000988_002705_002385_000581_002595_601168_002414_300418_002301
招商沪深300指数C,3.27,43.94,21.06,19.18,3.39,兰州黄河_美的集团_五 粮 液_浦发银行_汇川技术_中能电气_汇通能源_贵州茅台_华泰证券_平安银行_中国平安_恩捷股份_惠泉啤酒_恒瑞医药_中兴通讯,600276_000929_601318_600573_000333_300124_000858_300062_002812_601688_000063_600519_600605_000001_600000
易方达重组指数分级B,0.73,22.45,7.43,6.25,0.71,中天金融_五矿资本_沙钢股份_纳思达_圣邦股份_辽宁成大_重庆啤酒_青岛海尔_中航飞机_京东方Ａ,000768_000725_002075_600739_600690_000540_600390_600132_300661_002180
申万菱信中证军工指数分级,0.36,24.45,6.3,7.55,-0.76,中航光电_中国卫星_中航沈飞_航天发展_海格通信_中航机电_航发动力_中国重工_中航飞机_高德红外,601989_000768_002414_002013_002179_000547_600893_002465_600760_600118
信诚中证800医药指数分级,1.26,54.27,12.62,12.11,1.12,复星医药_云南白药_华兰生物_片仔癀_沃森生物_康泰生物_药明康德_长春高新_恒瑞医药_智飞生物,000661_300142_002007_600436_300601_600276_603259_600196_300122_000538
信诚中证800医药指数分级B,1.26,54.27,12.62,12.11,1.12,恒瑞医药_云南白药_华兰生物_片仔癀_沃森生物_康泰生物_药明康德_智飞生物_长春高新_复星医药,000661_300142_002007_600436_300601_600276_603259_600196_300122_000538
合煦智远金融科技指数(LOF)A,0.71,1.58,9.21,8.02,0.99,启明星辰_中国平安_惠达卫浴_用友网络_东华软件_恒生电子_浪潮信息_同花顺_紫光股份_广联达_东方财富_华友钴业_三安光电,002065_000938_300059_603799_603385_600570_002439_601318_600588_002410_000977_300033_600703
广发中证1000指数A,1.52,42.04,8.26,8.1,1.52,捷佳伟创_安井食品_迈克生物_赤峰黄金_东华软件_圣邦股份_华大基因_光威复材_酒鬼酒_宏大爆破,002065_300463_300724_002683_603345_600988_000799_300699_300661_300676
汇安沪深300指数增强C,3.63,29.95,24.55,21.81,4.21,招商银行_美的集团_中信证券_万 科Ａ_万华化学_宁波水表_碧水源_贵州茅台_鸿路钢构_兴齐眼药_中国平安_上海机场_中国国旅_保利地产,601888_300070_000002_601318_600048_000333_600030_600309_300573_600009_603700_600036_600519_002541
汇添富中证环境治理指数(LOF)A,1.05,40.53,9.82,9.27,1.23,首创股份_中金环境_巴安水务_天壕环境_万邦达_高能环境_先河环保_瀚蓝环境_理工环科_三聚环保,300332_600008_600323_300262_300137_603588_002322_300055_300072_300145
中金MSCI价值指数A,1.73,25.85,13.48,11.1,0.81,浦发银行_农业银行_牧原股份_兴业银行_上海医药_温氏股份_民生银行_中国建筑_京东方Ａ_隆基股份,000725_601668_600016_601607_601288_300498_601166_600000_601012_002714
南方大数据100指数C,4.1,47.83,12.29,11.63,4.62,埃斯顿_汇川技术_信捷电气_华兰生物_英科医疗_吉比特_重庆啤酒_隆基股份_三全食品,002007_300677_603444_603416_300124_002747_002216_600132_601012
方正富邦消费红利指数增强(LOF),0.97,47.25,8.42,8.0,0.79,华宝股份_洽洽食品_泸州老窖_苏垦农发_梅花生物_承德露露_重庆啤酒_养元饮品_双汇发展_北大荒,000568_000848_603156_002557_600598_600132_600873_601952_300741_000895
汇添富沪深300指数(LOF)C,3.94,49.46,25.75,23.57,3.78,中国平安_招商银行_美的集团_中信证券_五 粮 液_立讯精密_格力电器_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
中金中证沪港深优选消费50指数C,4.01,42.65,21.91,21.34,2.97,美的集团_五 粮 液_泸州老窖_格力电器_顺丰控股_伊利股份_贵州茅台_海天味业,000568_002352_600887_600519_603288_000333_000651_000858
前海开源中证军工指数A,0.71,39.44,8.39,40.06,-0.32,中航光电_航天发展_中航沈飞_海格通信_中直股份_航发动力_光威复材_中国重工_中航飞机_高德红外,000768_600038_002179_002414_000547_600893_002465_300699_600760_601989
国投瑞银深证100指数(LOF),1.87,43.5,16.04,14.89,1.8,美的集团_五 粮 液_立讯精密_海康威视_格力电器_万 科Ａ_迈瑞医疗_宁德时代_东方财富_平安银行,300760_300059_300750_000002_002415_000333_000001_000651_000858_002475
大成中华沪深港300指数(LOF)C,4.63,47.09,27.47,24.99,5.27,中国平安_招商银行_五 粮 液_工商银行_建设银行_贵州茅台,601398_600036_600519_601939_601318_000858
天弘沪深300指数增强A,4.24,37.07,22.41,20.39,4.21,浙富控股_牧原股份_顺丰控股_兴业银行_海螺水泥_国睿科技_贵州茅台_华泰证券_宁波银行_京东方Ａ_金域医学_中国平安_华大基因_一汽轿车_伊利股份,000725_000800_600585_002352_600887_600562_002142_601318_601166_002714_300676_603882_601688_600519_002266
平安中证500指数增强C,0.9,39.41,7.62,7.26,0.25,世纪华通_精研科技_凯莱英_宝信软件_恒力股份_国海证券_华西证券_天华超净_光线传媒_人福医药_天健集团_太平洋_亿帆医药_天业通联_昆仑万维,002926_601099_300709_002821_300251_000090_600079_600845_300390_600346_002459_002019_002602_300418_000750
平安沪深300指数量化增强A,3.37,39.85,19.5,18.44,4.0,新华保险_美的集团_中信证券_五 粮 液_招商银行_杭州银行_东方电缆_贵州茅台_光线传媒_赤峰黄金_立讯精密_伯特利_恒瑞医药_隆基股份_天业通联,601336_603596_600276_000333_600030_000858_300251_002475_600926_600988_603606_002459_600036_600519_601012
融通人工智能指数(LOF)C,0.51,43.13,9.59,9.44,0.54,中科曙光_长电科技_海康威视_用友网络_科大讯飞_紫光国微_大华股份_兆易创新_歌尔股份_中兴通讯,603986_603019_600584_002236_000063_002241_600588_002415_002049_002230
易方达上证50指数A,4.08,48.87,24.21,21.6,3.65,招商银行_五 粮 液_顺丰控股_兴业银行_三一重工_贵州茅台_平安银行_中国平安_华兰生物_中国国旅_伊利股份_中国建筑_恒瑞医药_隆基股份_长春高新,601888_000661_601668_002007_002352_600031_600887_600276_601318_601166_000858_600036_600519_000001_601012
农银汇理沪深300指数A,3.57,43.02,23.97,22.44,3.89,中国平安_美的集团_五 粮 液_招商银行_立讯精密_中信证券_格力电器_伊利股份_贵州茅台_恒瑞医药,600887_600036_600519_600276_601318_000333_000651_600030_000858_002475
招商沪深300高贝塔指数,0.67,37.84,6.63,6.24,0.26,通威股份_浙商证券_立讯精密_长城汽车_同花顺_蓝思科技_中信建投_光大证券_东方财富_歌尔股份,601066_601878_300059_600438_601633_002241_601788_300033_300433_002475
中邮中证500指数增强A,0.89,34.88,7.36,6.98,1.79,新华保险_中航高科_科力远_中航机电_信维通信_通富微电_洪都航空_多氟多_三七互娱_天赐材料_德赛西威_同花顺_恒立液压_迪安诊断_安琪酵母,002555_600478_601336_600298_002013_600862_300244_300033_300136_002156_601100_002709_002920_600316_002407
华泰紫金红利低波指数发起,0.78,32.49,7.84,6.83,0.98,中国石化_工商银行_塔牌集团_金科股份_安徽合力_长江电力_南京银行_梅花生物_粤高速Ａ_旗滨集团_威孚高科,600761_600028_000581_601398_600900_000656_601636_002233_000429_600873_601009
国投瑞银沪深300指数量化增强A,5.02,49.83,30.18,27.65,5.14,中国平安_美的集团_五 粮 液_招商银行_国泰君安_上海银行_广发证券_伊利股份_贵州茅台_华泰证券,601229_000776_601688_600887_600036_600519_601211_601318_000333_000858
中融中证煤炭指数分级A,0.79,31.45,12.53,11.62,0.77,中国神华_平煤股份_中煤能源_美锦能源_西山煤电_永泰能源_潞安环能_兖州煤业_阳泉煤业_陕西煤业,601225_000983_601088_000723_601898_600348_600157_600188_601699_601666
