x1,x33,x94
2015-12-31,9930900.0,603185
2016-12-31,5.1054084E7,603185
2017-09-30,9.09618E7,603185
2017-12-31,1.86974288E8,603185
2018-06-30,1.20054144E8,603185
2018-09-30,1.72303696E8,603185
