(100000, 8)
2|||17840.676|||0.86
3|||2548.326|||0.965
4|||2139.264|||0.781
5|||1819.707|||0.628
6|||1635.928|||0.572
7|||1484.237|||0.518
8|||1414.032|||0.49
9|||1332.101|||0.452
10|||1266.54|||0.42
11|||1220.141|||0.395
12|||1213.841|||0.399
13|||1166.536|||0.373
14|||1131.47|||0.35
15|||1119.268|||0.357
16|||1097.508|||0.358
17|||1060.009|||0.363
18|||1035.914|||0.353
19|||1015.507|||0.358
