bankuai,stock_date,zhangdiee
本月解禁,2021-01-29,-0.096
黄河三角,2021-01-21,0.194
分拆上市,2021-01-22,0.079
风能概念,2021-01-22,0.074
风能,2021-01-20,0.171
互联金融,2021-01-27,0.053
华为概念,2021-01-20,0.049
前海概念,2021-01-19,0.107
海工装备,2021-02-04,-0.1
皖江区域,2021-01-28,-0.324
业绩预降,2021-02-02,0.109
食品安全,2021-01-13,-0.162
小米概念,2021-02-03,-0.463
券商重仓,2021-01-28,-0.595
参股金融,2021-01-28,-0.127
生态农业,2021-01-22,-0.172
摘帽概念,2021-01-18,-0.112
超级细菌,2021-02-03,-0.202
朝鲜改革,2021-01-19,-0.494
海水淡化,2021-01-26,-0.326
固废处理,2021-01-19,0.027
国企改革,2021-01-13,0.094
体育概念,2021-01-21,0.078
电子支付,2021-01-25,-0.155
信息安全,2021-01-20,-0.159
氢能源,2021-01-13,-0.058
民营医院,2021-01-19,-0.751
超大盘,2021-01-19,-0.122
业绩预升,2021-01-19,-0.076
涉矿概念,2021-02-01,-0.185
整体上市,2021-01-21,0.242
金融改革,2021-02-04,-0.095
分拆上市,2021-01-14,-0.443
博彩概念,2021-01-28,-0.144
金融改革,2021-01-27,0.069
军工航天,2021-01-26,-0.898
海工装备,2021-01-18,0.199
稀缺资源,2021-01-28,-0.32
沿海发展,2021-02-04,-0.098
东亚自贸,2021-01-26,-0.072
整体上市,2021-01-13,0.026
朝鲜改革,2021-01-22,0.0
民营银行,2021-01-14,-0.219
券商重仓,2021-01-13,-0.214
循环经济,2021-01-14,-0.001
天津自贸,2021-01-29,-0.049
循环经济,2021-01-26,-0.054
安防服务,2021-01-19,0.094
业绩预升,2021-01-21,0.243
稀缺资源,2021-02-02,0.314
超级细菌,2021-02-02,0.202
券商重仓,2021-01-25,0.178
振兴沈阳,2021-02-02,0.228
京津冀,2021-02-01,-0.085
业绩预升,2021-01-26,-0.324
生物疫苗,2021-02-02,0.585
生态农业,2021-01-25,0.585
武汉规划,2021-01-13,0.048
含H股,2021-01-28,-0.558
氢燃料,2021-01-25,-0.037
垃圾分类,2021-01-18,0.075
超大盘,2021-01-25,-0.002
特斯拉,2021-01-13,-0.422
婴童概念,2021-02-03,-0.047
百度概念,2021-02-03,-0.431
特斯拉,2021-01-28,-1.075
智能机器,2021-02-04,-0.17
送转潜力,2021-01-15,-0.022
海工装备,2021-01-20,0.04
含B股,2021-01-26,-0.211
黄金概念,2021-01-26,0.136
参股金融,2021-01-13,-0.05
黄金概念,2021-01-15,0.038
券商重仓,2021-01-26,-0.551
日韩贸易,2021-02-03,-0.076
海水淡化,2021-02-04,-0.241
信息安全,2021-01-15,-0.128
资产注入,2021-02-04,-0.14
免疫治疗,2021-01-20,-0.06
皖江区域,2021-02-03,-0.17
污水处理,2021-01-19,0.043
成渝特区,2021-01-26,-0.384
碳纤维,2021-01-26,-0.176
含B股,2021-01-29,-0.198
建筑节能,2021-01-22,0.074
送转潜力,2021-01-29,-0.347
资产注入,2021-01-18,0.118
锂电池,2021-01-22,0.577
节能环保,2021-01-18,0.16
军工航天,2021-01-13,-0.282
陕甘宁,2021-01-14,-0.32
百度概念,2021-02-01,-0.081
生物疫苗,2021-01-28,-1.008
券商重仓,2021-02-02,0.37
券商重仓,2021-01-27,0.072
信息安全,2021-01-25,-0.174
本月解禁,2021-02-02,0.149
三沙概念,2021-01-14,-0.013
食品安全,2021-02-04,-0.09
甲型流感,2021-01-13,-0.369
ST板块,2021-01-15,0.069
新能源,2021-02-04,-0.208
生物疫苗,2021-01-14,-0.773
博彩概念,2021-01-14,-0.163
超导概念,2021-02-04,-0.174
黄金概念,2021-01-19,-0.01
体育概念,2021-01-29,0.005
武汉规划,2021-01-14,-0.058
石墨烯,2021-01-19,-0.124
水产品,2021-02-02,-0.047
日韩贸易,2021-01-15,-0.047
节能环保,2021-02-03,-0.162
油气改革,2021-01-27,-0.031
金融改革,2021-01-28,-0.199
垃圾分类,2021-01-13,-0.078
物联网,2021-01-21,0.238
水利建设,2021-02-02,-0.017
券商重仓,2021-01-29,-0.292
长株潭,2021-01-19,-0.082
汽车电子,2021-01-22,0.106
充电桩,2021-01-28,-0.361
小米概念,2021-01-13,-0.123
卫星导航,2021-01-26,-0.659
电商概念,2021-01-19,0.051
基金重仓,2021-01-22,-0.068
日韩贸易,2021-01-28,-0.139
触摸屏,2021-01-22,-0.225
生态农业,2021-01-21,0.253
本月解禁,2021-01-21,0.308
东亚自贸,2021-01-19,-0.106
婴童概念,2021-02-04,-0.429
氢能源,2021-02-02,-0.063
超大盘,2021-01-27,0.004
国防军工,2021-02-02,0.179
垃圾分类,2021-01-15,0.111
氢能源,2021-01-25,-0.028
内贸规划,2021-01-20,-0.089
信息安全,2021-01-28,0.095
特斯拉,2021-02-04,-0.703
小米概念,2021-01-26,-0.437
智能穿戴,2021-01-26,-0.36
成渝特区,2021-02-03,0.132
生物疫苗,2021-01-18,0.038
垃圾分类,2021-02-03,-0.142
页岩气,2021-02-04,-0.096
高校背景,2021-02-02,0.039
5G概念,2021-01-19,-0.052
低碳经济,2021-01-21,0.187
消费电子,2021-01-20,0.186
高校背景,2021-01-22,-0.013
分拆上市,2021-01-18,0.224
风能概念,2021-01-19,-0.107
苹果概念,2021-01-19,-0.446
安防服务,2021-01-26,-0.18
苹果概念,2021-01-28,-1.17
内贸规划,2021-02-01,0.155
金融改革,2021-01-21,0.157
超导概念,2021-01-15,-0.033
资产注入,2021-02-02,0.031
特斯拉,2021-02-01,0.169
QFII重仓,2021-02-04,1.084
深圳本地,2021-01-29,-0.139
博彩概念,2021-01-13,-0.119
智能电网,2021-01-27,0.206
循环经济,2021-01-13,-0.054
迪士尼,2021-01-20,0.03
互联金融,2021-02-02,0.927
社保重仓,2021-01-20,0.366
超导概念,2021-01-28,-0.087
绿色照明,2021-01-14,-0.079
智能机器,2021-01-28,-0.142
朝鲜改革,2021-02-03,0.223
宽带提速,2021-02-04,-0.152
股期概念,2021-01-26,-0.188
基因概念,2021-01-26,-1.339
资产注入,2021-01-22,-0.102
海水淡化,2021-02-02,0.075
电子支付,2021-01-15,-0.227
信托重仓,2021-01-13,0.081
成渝特区,2021-01-28,-0.329
水利建设,2021-01-28,-0.091
海水淡化,2021-01-28,-0.106
上海本地,2021-01-28,-0.087
超导概念,2021-01-13,-0.101
风能概念,2021-01-28,-0.198
婴童概念,2021-01-22,0.503
华为概念,2021-01-21,-0.073
前海概念,2021-01-21,0.393
智能穿戴,2021-01-18,0.89
百度概念,2021-01-18,0.998
石墨烯,2021-01-21,0.183
金融参股,2021-01-22,-0.091
含H股,2021-02-04,-0.209
上海自贸,2021-02-01,0.069
日韩贸易,2021-01-29,-0.288
智能家居,2021-02-03,-0.117
分拆上市,2021-01-25,0.31
氢燃料,2021-01-15,-0.133
摘帽概念,2021-01-26,-0.66
海水淡化,2021-01-20,0.075
乡村振兴,2021-01-21,0.266
生物疫苗,2021-01-15,0.21
宽带提速,2021-01-18,0.303
国产软件,2021-02-04,-0.472
5G概念,2021-01-18,0.159
基金重仓,2021-01-27,-1.089
氢燃料,2021-01-20,-0.111
百度概念,2021-01-25,-0.779
社保重仓,2021-02-04,-0.154
免疫治疗,2021-01-15,0.098
超导概念,2021-01-14,-0.111
长株潭,2021-02-01,0.133
未股改,2021-02-04,-0.121
陕甘宁,2021-01-13,-0.103
百度概念,2021-02-02,0.133
5G概念,2021-01-14,0.061
页岩气,2021-01-25,-0.034
天津自贸,2021-02-02,-0.027
汽车电子,2021-01-28,-0.683
互联金融,2021-01-22,-0.514
送转潜力,2021-01-13,-0.169
超级细菌,2021-01-21,0.067
国防军工,2021-01-28,-0.506
生态农业,2021-01-13,-0.487
石墨烯,2021-01-26,-0.237
5G概念,2021-01-21,-0.031
甲型流感,2021-02-01,0.087
迪士尼,2021-01-26,-0.018
智能机器,2021-01-22,-0.148
央企50,2021-01-18,0.162
股期概念,2021-01-14,-0.106
前海概念,2021-01-15,0.228
海峡西岸,2021-01-28,-0.287
沿海发展,2021-01-21,0.185
迪士尼,2021-02-04,-0.136
建筑节能,2021-01-21,0.156
宽带提速,2021-01-19,-0.162
安防服务,2021-01-18,0.124
智能穿戴,2021-01-19,-0.179
宽带提速,2021-01-22,-0.407
送转潜力,2021-01-20,-0.025
陕甘宁,2021-01-21,0.148
海水淡化,2021-01-27,0.094
物联网,2021-01-29,-0.175
深圳本地,2021-01-14,0.076
三沙概念,2021-02-03,-0.088
海工装备,2021-02-02,0.134
锂电池,2021-02-02,0.816
婴童概念,2021-02-02,0.175
生态农业,2021-01-15,-0.055
黄河三角,2021-01-14,-0.185
污水处理,2021-01-15,0.073
宽带提速,2021-02-02,-0.064
小米概念,2021-01-19,-0.317
地热能,2021-02-01,-0.017
ST板块,2021-01-25,0.005
国产软件,2021-01-28,-0.492
沿海发展,2021-02-01,0.306
海南自贸,2021-01-21,0.05
油气改革,2021-01-19,0.003
华为概念,2021-02-03,-0.773
无线耳机,2021-02-02,1.048
超大盘,2021-01-13,0.067
石墨烯,2021-01-27,0.016
上海自贸,2021-01-15,0.135
社保重仓,2021-02-03,0.112
日韩贸易,2021-02-02,0.13
锂电池,2021-01-15,0.438
绿色照明,2021-02-01,0.1
电子支付,2021-01-21,0.113
准ST股,2021-01-22,0.107
免疫治疗,2021-01-28,-0.337
氢燃料,2021-02-03,-0.361
氢燃料,2021-01-28,-0.914
信息安全,2021-01-19,0.115
石墨烯,2021-01-22,0.053
基因概念,2021-01-15,0.177
可燃冰,2021-01-19,-0.014
页岩气,2021-02-03,-0.08
可燃冰,2021-01-28,-0.231
可燃冰,2021-02-04,0.005
氢燃料,2021-01-18,0.056
高校背景,2021-02-03,-0.305
电子支付,2021-02-01,0.079
维生素,2021-01-18,0.209
核电核能,2021-02-03,-0.14
前海概念,2021-01-14,0.092
地热能,2021-01-29,-0.069
水产品,2021-01-14,-0.279
信息安全,2021-01-29,-0.08
甲型流感,2021-01-15,-0.279
上海本地,2021-02-04,-0.128
锂电池,2021-01-13,-0.509
黄金概念,2021-02-01,0.196
基因概念,2021-02-01,-0.106
赛马概念,2021-01-19,0.139
超导概念,2021-01-25,-0.075
分拆上市,2021-01-21,0.111
氢能源,2021-01-26,-0.03
5G概念,2021-02-04,-0.152
风能概念,2021-01-15,0.02
皖江区域,2021-01-18,0.209
土地流转,2021-02-02,-0.008
超级细菌,2021-01-28,-0.356
消费电子,2021-01-15,-0.391
可燃冰,2021-01-14,-0.071
绿色照明,2021-01-26,-0.217
垃圾分类,2021-01-19,0.059
深圳本地,2021-01-18,0.229
黄河三角,2021-01-22,0.035
三沙概念,2021-01-20,0.025
黄金概念,2021-01-20,0.043
电子支付,2021-02-03,-0.371
陕甘宁,2021-02-03,-0.222
安防服务,2021-02-03,-0.398
雄安新区,2021-01-20,0.094
军民融合,2021-02-02,0.114
天津自贸,2021-01-21,0.001
含B股,2021-02-02,0.159
甲型流感,2021-01-20,0.096
长株潭,2021-01-20,0.129
无线耳机,2021-01-20,0.911
智能穿戴,2021-01-13,0.403
未股改,2021-01-20,0.049
氢燃料,2021-02-01,-0.119
社保重仓,2021-01-26,-0.914
小米概念,2021-01-22,-0.346
土地流转,2021-01-21,0.033
锂电池,2021-01-21,0.603
小米概念,2021-01-20,0.078
涉矿概念,2021-01-20,0.111
智能机器,2021-01-20,-0.03
股权激励,2021-01-20,0.239
金融参股,2021-01-26,-0.098
国产软件,2021-01-14,0.616
ST板块,2021-01-26,-0.21
5G概念,2021-01-29,-0.263
消费电子,2021-02-01,0.138
深圳本地,2021-01-25,-0.085
信息安全,2021-01-18,0.165
含B股,2021-01-18,0.105
3D打印,2021-01-29,-0.205
绿色照明,2021-01-13,0.013
特斯拉,2021-01-22,0.752
5G概念,2021-01-26,-0.118
基金重仓,2021-01-15,-1.258
含H股,2021-01-29,-0.133
摘帽概念,2021-01-13,0.385
股期概念,2021-01-13,-0.114
特斯拉,2021-01-15,0.489
前海概念,2021-01-20,0.158
物联网,2021-01-26,-0.1
股期概念,2021-01-27,0.023
仿制药,2021-02-03,0.362
充电桩,2021-01-14,-0.174
内贸规划,2021-01-15,0.108
垃圾分类,2021-01-25,-0.118
国产软件,2021-02-03,-0.452
甲型流感,2021-02-04,-0.429
锂电池,2021-01-14,-0.644
百度概念,2021-01-29,-0.698
网络游戏,2021-01-21,0.113
前海概念,2021-01-25,-0.148
智能穿戴,2021-02-03,-0.733
ST板块,2021-01-27,-0.018
物联网,2021-02-04,-0.234
准ST股,2021-02-03,-0.204
智能穿戴,2021-01-22,-0.53
国产软件,2021-01-25,0.132
油气改革,2021-02-02,0.208
超导概念,2021-01-22,-0.019
含B股,2021-01-25,0.208
氢能源,2021-02-01,0.145
深圳本地,2021-02-03,-0.083
风能,2021-02-01,-0.067
股期概念,2021-01-29,0.022
智能机器,2021-01-25,-0.102
深圳本地,2021-02-04,-0.227
生物育种,2021-02-04,-0.591
黄金概念,2021-01-29,0.003
前海概念,2021-01-13,-0.411
长株潭,2021-01-21,0.181
风能,2021-01-13,-0.022
光伏概念,2021-01-21,0.648
民营医院,2021-01-27,-0.19
触摸屏,2021-02-04,-0.135
金融参股,2021-01-20,0.013
生物疫苗,2021-02-03,0.429
食品安全,2021-02-03,-0.245
生态农业,2021-02-03,0.024
央企50,2021-02-03,-0.075
百度概念,2021-01-20,0.516
基因概念,2021-01-28,-1.199
海南自贸,2021-02-03,0.188
天津自贸,2021-02-04,-0.072
免疫治疗,2021-01-29,-0.323
卫星导航,2021-01-14,-0.195
物联网,2021-01-18,0.255
智能电网,2021-01-25,-0.046
建筑节能,2021-02-02,0.149
物联网,2021-01-14,0.064
融资融券,2021-01-28,-0.395
金融参股,2021-01-14,-0.042
出口退税,2021-01-19,-0.231
整体上市,2021-01-29,-0.101
含H股,2021-01-27,0.027
页岩气,2021-02-01,0.152
页岩气,2021-01-22,0.013
迪士尼,2021-01-15,0.013
3D打印,2021-01-25,-0.19
碳纤维,2021-01-20,0.148
基因概念,2021-01-27,0.158
小米概念,2021-01-18,0.53
仿制药,2021-01-18,0.016
苹果概念,2021-01-18,0.443
智能机器,2021-01-18,0.185
仿制药,2021-01-20,0.637
军民融合,2021-01-20,0.188
核电核能,2021-01-20,0.032
生物燃料,2021-01-20,0.074
生物疫苗,2021-02-04,-0.509
三沙概念,2021-01-27,0.031
仿制药,2021-01-29,-0.443
长株潭,2021-02-02,0.132
京津冀,2021-01-26,-0.072
雄安新区,2021-01-15,0.043
振兴沈阳,2021-01-19,0.047
超导概念,2021-01-29,-0.135
成渝特区,2021-02-01,0.08
体育概念,2021-02-01,-0.134
朝鲜改革,2021-01-27,0.246
前海概念,2021-01-28,-0.362
婴童概念,2021-01-29,-0.456
油气改革,2021-01-13,0.134
超级细菌,2021-02-01,0.248
未股改,2021-01-13,-0.056
智能电网,2021-02-02,0.356
3D打印,2021-02-01,0.215
朝鲜改革,2021-01-14,-0.549
送转潜力,2021-01-14,0.122
基因测序,2021-01-28,-0.981
土地流转,2021-01-28,-0.023
新能源,2021-01-14,-0.294
博彩概念,2021-02-04,-0.327
振兴沈阳,2021-01-28,-0.358
长株潭,2021-01-25,0.149
石墨烯,2021-01-20,0.215
出口退税,2021-02-02,0.141
稀缺资源,2021-02-01,-0.113
送转潜力,2021-01-22,0.137
地热能,2021-01-26,-0.137
仿制药,2021-01-21,0.219
京津冀,2021-02-03,-0.182
3D打印,2021-02-04,-0.205
可燃冰,2021-01-27,0.002
涉矿概念,2021-01-21,0.111
央企50,2021-01-14,-0.185
基金重仓,2021-01-21,1.046
海上丝路,2021-01-27,-0.017
金融参股,2021-01-27,-0.002
海上丝路,2021-01-19,-0.189
ST板块,2021-01-29,-0.135
物联网,2021-01-13,-0.328
页岩气,2021-01-26,-0.131
超导概念,2021-02-01,-0.019
分拆上市,2021-02-02,0.535
特斯拉,2021-01-21,0.561
维生素,2021-01-29,-0.266
长株潭,2021-01-26,-0.301
无线耳机,2021-01-19,-0.662
汽车电子,2021-02-02,0.373
军民融合,2021-01-13,-0.314
节能环保,2021-02-02,0.131
低碳经济,2021-01-14,-0.18
充电桩,2021-02-02,0.089
三沙概念,2021-01-15,0.093
充电桩,2021-01-15,-0.017
地热能,2021-01-20,0.164
低碳经济,2021-02-02,0.102
ST板块,2021-02-04,-0.072
可燃冰,2021-01-13,0.086
皖江区域,2021-01-13,-0.059
智能机器,2021-01-13,0.033
新能源,2021-01-13,-0.022
免疫治疗,2021-01-19,-0.041
本月解禁,2021-01-19,-0.252
QFII重仓,2021-01-19,-0.808
循环经济,2021-01-19,-0.018
氢能源,2021-01-28,-0.273
华为概念,2021-01-18,0.995
国防军工,2021-01-22,-0.281
皖江区域,2021-01-29,-0.04
国防军工,2021-01-19,-0.401
涉矿概念,2021-02-04,-0.04
空气治理,2021-01-22,0.118
猪肉,2021-01-20,0.164
维生素,2021-01-28,-0.07
央企50,2021-01-22,-0.179
海工装备,2021-01-29,-0.295
地热能,2021-01-14,0.042
赛马概念,2021-01-29,-0.036
天津自贸,2021-01-14,0.019
触摸屏,2021-01-26,-0.334
出口退税,2021-01-13,-0.02
日韩贸易,2021-01-21,0.198
物联网,2021-02-02,0.171
新能源,2021-01-21,0.192
生物疫苗,2021-02-01,0.417
含H股,2021-01-19,-0.217
固废处理,2021-01-18,0.059
免疫治疗,2021-02-02,-0.011
风能,2021-01-14,-0.101
长株潭,2021-01-14,-0.488
物联网,2021-01-27,0.058
重组概念,2021-01-27,-0.023
业绩预降,2021-01-27,-0.08
信托重仓,2021-01-27,-0.188
外资背景,2021-01-22,0.23
电商概念,2021-02-04,-0.279
草甘膦,2021-01-13,-0.148
仿制药,2021-01-26,-1.462
锂电池,2021-01-18,0.361
金融参股,2021-01-18,0.063
风能,2021-02-04,-0.103
整体上市,2021-01-14,-0.376
海上丝路,2021-01-21,0.273
日韩贸易,2021-01-14,-0.195
文化振兴,2021-02-03,-0.092
军民融合,2021-01-18,0.34
生物燃料,2021-01-18,0.167
污水处理,2021-01-26,-0.089
前海概念,2021-01-26,-0.467
上海本地,2021-01-26,-0.101
参股金融,2021-01-26,-0.122
智能家居,2021-01-21,0.247
风能,2021-01-28,-0.283
婴童概念,2021-01-27,-0.133
空气治理,2021-01-13,-0.181
电商概念,2021-01-26,-0.404
页岩气,2021-01-20,0.02
石墨烯,2021-01-28,-0.273
含B股,2021-01-20,0.098
维生素,2021-01-19,0.142
雄安新区,2021-01-13,-0.084
雄安新区,2021-01-22,-0.109
未股改,2021-01-28,-0.084
消费电子,2021-02-03,-0.415
长株潭,2021-02-03,-0.106
博彩概念,2021-02-03,-0.08
民营银行,2021-02-03,-0.167
资产注入,2021-01-29,-0.168
抗癌,2021-02-03,0.093
超大盘,2021-01-21,0.073
氢燃料,2021-02-02,0.809
涉矿概念,2021-01-29,-0.223
地热能,2021-01-15,0.106
含H股,2021-02-02,0.392
互联金融,2021-01-28,-0.451
长株潭,2021-01-13,0.049
基因概念,2021-01-25,0.44
智能穿戴,2021-02-01,0.221
外资背景,2021-01-27,0.014
央企50,2021-01-19,-0.057
风能,2021-01-19,-0.145
生态农业,2021-01-20,0.191
充电桩,2021-01-22,0.269
前海概念,2021-01-18,0.275
海上丝路,2021-01-15,-0.436
民营医院,2021-02-03,-0.005
智能电网,2021-01-26,-0.063
生物疫苗,2021-01-26,-0.547
汽车电子,2021-01-26,-0.179
送转潜力,2021-01-26,-0.237
朝鲜改革,2021-01-29,-0.199
含H股,2021-01-20,0.078
科创50,2021-01-22,1.018
科创50,2021-02-04,-1.902
仿制药,2021-01-28,-1.668
3D打印,2021-01-28,-0.305
智能穿戴,2021-01-28,-0.854
社保重仓,2021-01-28,-0.952
业绩预升,2021-02-02,0.265
3D打印,2021-01-18,0.266
海上丝路,2021-01-20,0.444
文化振兴,2021-01-26,-0.024
图们江,2021-01-26,-0.764
互联金融,2021-01-26,-0.62
沿海发展,2021-01-26,-0.508
海上丝路,2021-01-26,-0.668
雄安新区,2021-02-02,0.124
上海自贸,2021-01-19,-0.04
ST板块,2021-02-02,0.147
国防军工,2021-01-13,-0.489
央企50,2021-01-26,-0.28
内贸规划,2021-01-22,-0.096
碳纤维,2021-01-27,0.215
建筑节能,2021-01-19,-0.047
海南自贸,2021-01-25,0.58
奢侈品,2021-02-04,7.654
生态农业,2021-01-14,-0.54
特斯拉,2021-02-02,0.937
充电桩,2021-02-01,-0.212
网络游戏,2021-01-27,0.183
民营医院,2021-02-04,-0.492
基因概念,2021-01-18,0.158
深圳本地,2021-01-26,-0.252
国防军工,2021-02-04,-0.509
雄安新区,2021-02-04,-0.123
维生素,2021-02-04,-0.176
外资背景,2021-02-04,-0.32
央企50,2021-01-13,0.154
物联网,2021-01-25,-0.215
军工航天,2021-02-03,-0.567
社保重仓,2021-01-22,0.145
甲型流感,2021-02-02,0.325
送转潜力,2021-01-21,0.255
污水处理,2021-02-02,0.019
聚氨酯,2021-01-25,-0.12
生物燃料,2021-01-19,-0.036
重组概念,2021-02-04,-0.122
图们江,2021-01-19,-0.719
百度概念,2021-01-15,0.202
建筑节能,2021-01-27,0.069
外资背景,2021-01-28,-0.454
出口退税,2021-01-15,-0.067
陕甘宁,2021-01-27,0.11
军工航天,2021-01-28,-0.313
宽带提速,2021-01-28,-0.271
生物育种,2021-01-28,-0.251
资产注入,2021-01-28,-0.15
稀缺资源,2021-01-18,0.27
基因概念,2021-01-14,-0.624
内贸规划,2021-01-18,0.063
智能穿戴,2021-01-29,-0.24
上海本地,2021-01-25,-0.09
5G概念,2021-02-03,-0.207
建筑节能,2021-02-03,-0.078
智能机器,2021-02-03,-0.199
天津自贸,2021-02-03,-0.064
仿制药,2021-01-13,-1.105
融资融券,2021-01-13,-0.162
宽带提速,2021-01-13,0.118
建筑节能,2021-01-13,-0.167
污水处理,2021-02-04,-0.106
苹果概念,2021-01-25,0.08
超级细菌,2021-01-18,0.179
海上丝路,2021-01-28,-0.457
维生素,2021-02-01,0.167
水产品,2021-02-03,0.232
民营医院,2021-01-25,-0.137
卫星导航,2021-02-03,-0.523
水产品,2021-01-27,-0.148
海峡西岸,2021-01-14,-0.322
图们江,2021-02-02,0.797
三沙概念,2021-02-02,0.029
重组概念,2021-02-02,0.099
自贸区,2021-02-02,0.047
文化振兴,2021-01-13,-0.063
光伏概念,2021-01-28,-1.013
光伏概念,2021-01-25,-0.111
水域改革,2021-01-18,0.237
无线耳机,2021-02-01,-0.212
水产品,2021-01-19,-0.11
生物燃料,2021-01-13,-0.182
国产软件,2021-01-21,0.291
氢能源,2021-01-14,-0.086
ST板块,2021-01-18,0.136
卫星导航,2021-01-18,0.302
民营医院,2021-01-18,0.02
振兴沈阳,2021-01-18,0.213
基因测序,2021-02-01,-0.13
电商概念,2021-01-21,0.409
基因测序,2021-02-03,-0.619
百度概念,2021-01-14,0.582
军工航天,2021-01-14,-0.609
充电桩,2021-02-03,-0.138
光伏概念,2021-02-02,0.37
电商概念,2021-01-20,0.126
迪士尼,2021-01-18,0.039
充电桩,2021-01-18,0.214
光伏概念,2021-01-18,0.757
碳纤维,2021-01-28,-0.335
内贸规划,2021-01-25,-0.068
食品安全,2021-01-22,0.209
摘帽概念,2021-02-01,0.075
水产品,2021-01-26,-0.078
赛马概念,2021-01-13,-0.08
信息安全,2021-01-27,-0.024
资产注入,2021-01-25,-0.03
5G概念,2021-01-22,-0.245
振兴沈阳,2021-02-04,-0.08
内贸规划,2021-01-27,-0.014
智能家居,2021-01-18,0.191
光伏概念,2021-01-22,0.782
股期概念,2021-01-19,0.039
雄安新区,2021-01-26,-0.01
土地流转,2021-01-26,-0.064
草甘膦,2021-01-26,-0.609
智能家居,2021-01-26,-0.014
科创50,2021-02-01,0.126
军工航天,2021-02-01,0.024
东亚自贸,2021-02-01,-0.034
互联金融,2021-02-01,1.678
光伏概念,2021-02-03,-0.922
图们江,2021-02-04,-0.416
融资融券,2021-01-14,-0.522
无线耳机,2021-01-22,-0.006
卫星导航,2021-01-25,-0.281
股期概念,2021-01-22,-0.155
污水处理,2021-01-25,-0.076
草甘膦,2021-01-27,-0.657
送转潜力,2021-01-18,0.146
三沙概念,2021-01-13,-0.116
水域改革,2021-02-01,-0.045
金融参股,2021-01-28,-0.088
仿制药,2021-02-02,1.275
生物燃料,2021-01-15,0.031
奢侈品,2021-02-02,4.527
光伏概念,2021-02-01,-0.819
光伏概念,2021-01-15,-0.072
超级细菌,2021-01-20,-0.03
氢能源,2021-01-19,-0.05
融资融券,2021-01-22,-0.071
抗癌,2021-01-21,0.477
融资融券,2021-01-19,-0.292
无线耳机,2021-01-13,0.11
基因概念,2021-01-20,0.244
三沙概念,2021-01-29,-0.119
融资融券,2021-02-02,0.581
抗癌,2021-01-22,0.381
奢侈品,2021-01-22,1.094
抗癌,2021-01-26,-0.417
融资融券,2021-01-18,0.02
未股改,2021-01-22,-0.072
固废处理,2021-02-02,0.012
融资融券,2021-01-27,-0.031
固废处理,2021-01-28,-0.099
生物育种,2021-01-20,0.242
体育概念,2021-01-13,-0.19
三沙概念,2021-02-04,-0.1
生物育种,2021-01-14,-0.951
宽带提速,2021-01-26,-0.2
天津自贸,2021-01-19,0.02
百度概念,2021-01-22,-0.015
外资背景,2021-02-02,0.473
卫星导航,2021-01-21,0.26
猪肉,2021-01-13,-0.372
仿制药,2021-01-22,0.58
未股改,2021-02-03,-0.021
建筑节能,2021-01-25,-0.092
东亚自贸,2021-01-25,-0.065
汽车电子,2021-01-25,-0.275
触摸屏,2021-01-13,-0.023
信息安全,2021-01-14,0.057
空气治理,2021-01-18,0.146
出口退税,2021-01-27,-0.177
融资融券,2021-02-01,0.173
稀缺资源,2021-01-25,0.232
维生素,2021-01-13,-0.31
出口退税,2021-01-29,-0.257
央企50,2021-02-01,0.017
图们江,2021-01-27,0.28
出口退税,2021-02-04,-0.057
抗癌,2021-01-25,-0.015
空气治理,2021-01-25,-0.147
未股改,2021-01-21,0.01
海峡西岸,2021-01-27,0.053
东亚自贸,2021-01-27,-0.006
风能,2021-01-27,0.177
生物燃料,2021-01-21,0.168
充电桩,2021-01-25,-0.02
草甘膦,2021-01-25,1.028
天津自贸,2021-01-25,-0.028
高校背景,2021-01-25,-0.265
海上丝路,2021-01-13,0.649
无线耳机,2021-02-03,-1.071
触摸屏,2021-01-20,0.088
民营医院,2021-01-21,0.675
武汉规划,2021-01-22,-0.062
地热能,2021-01-22,-0.032
绿色照明,2021-01-22,-0.131
百度概念,2021-01-13,-0.323
海水淡化,2021-01-13,-0.182
上海自贸,2021-01-13,-0.002
生物燃料,2021-02-02,0.062
科创50,2021-01-19,-1.148
聚氨酯,2021-01-26,-0.142
电商概念,2021-01-27,0.366
可燃冰,2021-01-25,-0.056
海工装备,2021-01-25,-0.113
股权激励,2021-01-25,-0.078
无线耳机,2021-01-18,2.391
海上丝路,2021-01-18,0.196
军工航天,2021-02-04,-0.416
苹果概念,2021-02-04,-0.392
内贸规划,2021-02-04,-0.245
民营医院,2021-01-22,0.76
图们江,2021-02-03,0.289
稀缺资源,2021-01-20,0.444
金融改革,2021-01-20,-0.009
沿海发展,2021-01-20,0.253
无线耳机,2021-01-26,-0.916
奢侈品,2021-01-20,2.491
奢侈品,2021-01-13,-1.301
维生素,2021-01-25,-0.31
民营医院,2021-01-26,-0.361
固废处理,2021-01-25,-0.022
天津自贸,2021-01-20,0.03
科创50,2021-01-29,-0.258
外资背景,2021-01-20,0.415
宽带提速,2021-01-21,-0.074
汽车电子,2021-01-21,0.143
循环经济,2021-01-21,0.1
海上丝路,2021-02-02,1.003
固废处理,2021-02-03,-0.124
电商概念,2021-02-01,0.386
奢侈品,2021-01-25,8.656
海南自贸,2021-01-27,-0.022
文化振兴,2021-01-27,0.12
苹果概念,2021-01-27,-0.07
触摸屏,2021-01-19,-0.194
