price,vol,stock_index,dt
53.83,4000.0,002025,2020-12-15
53.81,1100.0,002025,2020-12-15
53.8,75300.0,002025,2020-12-15
53.79,33400.0,002025,2020-12-15
53.78,23700.0,002025,2020-12-15
53.77,34400.0,002025,2020-12-15
53.76,23000.0,002025,2020-12-15
53.75,57100.0,002025,2020-12-15
53.74,12322.0,002025,2020-12-15
53.73,50700.0,002025,2020-12-15
53.72,7600.0,002025,2020-12-15
53.71,11100.0,002025,2020-12-15
53.7,56500.0,002025,2020-12-15
53.69,12300.0,002025,2020-12-15
53.68,20845.0,002025,2020-12-15
53.67,51800.0,002025,2020-12-15
53.66,17500.0,002025,2020-12-15
53.65,50955.0,002025,2020-12-15
53.64,6000.0,002025,2020-12-15
53.63,8100.0,002025,2020-12-15
53.62,18400.0,002025,2020-12-15
53.61,71800.0,002025,2020-12-15
53.6,163000.0,002025,2020-12-15
53.59,42165.0,002025,2020-12-15
53.58,14900.0,002025,2020-12-15
53.57,45700.0,002025,2020-12-15
53.56,54600.0,002025,2020-12-15
53.55,147409.0,002025,2020-12-15
53.54,87934.0,002025,2020-12-15
53.53,46400.0,002025,2020-12-15
53.52,19445.0,002025,2020-12-15
53.51,26000.0,002025,2020-12-15
53.5,178855.0,002025,2020-12-15
53.49,13300.0,002025,2020-12-15
53.48,56300.0,002025,2020-12-15
53.47,28900.0,002025,2020-12-15
53.46,39000.0,002025,2020-12-15
53.45,95038.0,002025,2020-12-15
53.44,17700.0,002025,2020-12-15
53.43,31400.0,002025,2020-12-15
53.42,39141.0,002025,2020-12-15
53.41,43300.0,002025,2020-12-15
53.4,24800.0,002025,2020-12-15
53.39,83099.0,002025,2020-12-15
53.38,44700.0,002025,2020-12-15
53.37,78300.0,002025,2020-12-15
53.36,152421.0,002025,2020-12-15
53.35,55355.0,002025,2020-12-15
53.34,26500.0,002025,2020-12-15
53.33,21800.0,002025,2020-12-15
53.32,14106.0,002025,2020-12-15
53.31,32400.0,002025,2020-12-15
53.3,131886.0,002025,2020-12-15
53.29,142300.0,002025,2020-12-15
53.28,55037.0,002025,2020-12-15
53.27,36755.0,002025,2020-12-15
53.26,42700.0,002025,2020-12-15
53.25,58634.0,002025,2020-12-15
53.24,54827.0,002025,2020-12-15
53.23,27500.0,002025,2020-12-15
53.22,32727.0,002025,2020-12-15
53.21,44544.0,002025,2020-12-15
53.2,101846.0,002025,2020-12-15
53.19,34200.0,002025,2020-12-15
53.18,63700.0,002025,2020-12-15
53.17,33800.0,002025,2020-12-15
53.16,22000.0,002025,2020-12-15
53.15,54527.0,002025,2020-12-15
53.14,30600.0,002025,2020-12-15
53.13,71588.0,002025,2020-12-15
53.12,11700.0,002025,2020-12-15
53.11,28330.0,002025,2020-12-15
53.1,101833.0,002025,2020-12-15
53.09,27500.0,002025,2020-12-15
53.08,56836.0,002025,2020-12-15
53.07,30900.0,002025,2020-12-15
53.06,42767.0,002025,2020-12-15
53.05,36267.0,002025,2020-12-15
53.04,24300.0,002025,2020-12-15
53.03,11300.0,002025,2020-12-15
53.02,16500.0,002025,2020-12-15
53.01,92500.0,002025,2020-12-15
53.0,167242.0,002025,2020-12-15
52.99,49100.0,002025,2020-12-15
52.98,51610.0,002025,2020-12-15
52.97,14100.0,002025,2020-12-15
52.96,8700.0,002025,2020-12-15
52.95,40700.0,002025,2020-12-15
52.94,22000.0,002025,2020-12-15
52.93,22638.0,002025,2020-12-15
52.92,25700.0,002025,2020-12-15
52.91,19290.0,002025,2020-12-15
52.9,50662.0,002025,2020-12-15
52.89,28600.0,002025,2020-12-15
52.88,11800.0,002025,2020-12-15
52.87,19200.0,002025,2020-12-15
52.86,8533.0,002025,2020-12-15
52.85,53200.0,002025,2020-12-15
52.84,10100.0,002025,2020-12-15
52.83,7000.0,002025,2020-12-15
52.82,7000.0,002025,2020-12-15
52.81,4500.0,002025,2020-12-15
52.8,17400.0,002025,2020-12-15
52.79,5800.0,002025,2020-12-15
52.78,18700.0,002025,2020-12-15
