price,vol,stock_index,dt
61.31,255100.0,601995,2020-12-15
61.3,388171.0,601995,2020-12-15
61.29,156800.0,601995,2020-12-15
61.28,180539.0,601995,2020-12-15
61.27,146100.0,601995,2020-12-15
61.26,58300.0,601995,2020-12-15
61.25,30400.0,601995,2020-12-15
61.24,93400.0,601995,2020-12-15
61.23,14000.0,601995,2020-12-15
61.22,59600.0,601995,2020-12-15
61.21,23200.0,601995,2020-12-15
61.2,192600.0,601995,2020-12-15
61.19,15100.0,601995,2020-12-15
61.18,82900.0,601995,2020-12-15
61.17,79600.0,601995,2020-12-15
61.16,60700.0,601995,2020-12-15
61.15,107100.0,601995,2020-12-15
61.14,48200.0,601995,2020-12-15
61.13,20600.0,601995,2020-12-15
61.1,7400.0,601995,2020-12-15
61.07,10000.0,601995,2020-12-15
61.02,147482.0,601995,2020-12-15
61.0,35800.0,601995,2020-12-15
60.99,42900.0,601995,2020-12-15
60.98,75300.0,601995,2020-12-15
60.97,127500.0,601995,2020-12-15
60.95,72600.0,601995,2020-12-15
60.94,13900.0,601995,2020-12-15
60.93,32200.0,601995,2020-12-15
60.91,23600.0,601995,2020-12-15
60.9,186700.0,601995,2020-12-15
60.88,136800.0,601995,2020-12-15
60.84,22115.0,601995,2020-12-15
60.83,21400.0,601995,2020-12-15
60.82,25012.0,601995,2020-12-15
60.81,23200.0,601995,2020-12-15
60.8,33900.0,601995,2020-12-15
60.79,84300.0,601995,2020-12-15
60.78,68700.0,601995,2020-12-15
60.77,6800.0,601995,2020-12-15
60.76,11800.0,601995,2020-12-15
60.75,72300.0,601995,2020-12-15
60.73,24000.0,601995,2020-12-15
60.71,13800.0,601995,2020-12-15
60.7,41400.0,601995,2020-12-15
60.69,25200.0,601995,2020-12-15
60.68,22300.0,601995,2020-12-15
60.66,50000.0,601995,2020-12-15
60.63,27200.0,601995,2020-12-15
60.61,14300.0,601995,2020-12-15
60.6,31800.0,601995,2020-12-15
60.59,16400.0,601995,2020-12-15
60.58,16700.0,601995,2020-12-15
60.56,7300.0,601995,2020-12-15
60.55,40500.0,601995,2020-12-15
60.5,94813.0,601995,2020-12-15
60.48,19500.0,601995,2020-12-15
60.47,16400.0,601995,2020-12-15
60.45,16800.0,601995,2020-12-15
60.44,6700.0,601995,2020-12-15
60.41,11700.0,601995,2020-12-15
60.4,39300.0,601995,2020-12-15
60.37,18800.0,601995,2020-12-15
60.35,8000.0,601995,2020-12-15
60.33,5200.0,601995,2020-12-15
60.32,29200.0,601995,2020-12-15
60.3,76800.0,601995,2020-12-15
60.29,11400.0,601995,2020-12-15
60.28,15900.0,601995,2020-12-15
60.27,44400.0,601995,2020-12-15
60.26,11000.0,601995,2020-12-15
60.25,10300.0,601995,2020-12-15
60.22,18200.0,601995,2020-12-15
60.2,91900.0,601995,2020-12-15
60.14,4800.0,601995,2020-12-15
60.13,7900.0,601995,2020-12-15
60.12,12200.0,601995,2020-12-15
60.1,50800.0,601995,2020-12-15
60.09,43700.0,601995,2020-12-15
60.08,91100.0,601995,2020-12-15
60.07,123800.0,601995,2020-12-15
60.06,69700.0,601995,2020-12-15
60.05,70600.0,601995,2020-12-15
60.04,46300.0,601995,2020-12-15
60.03,34700.0,601995,2020-12-15
60.02,32900.0,601995,2020-12-15
60.01,16800.0,601995,2020-12-15
60.0,655400.0,601995,2020-12-15
59.99,87500.0,601995,2020-12-15
59.98,234700.0,601995,2020-12-15
59.97,33200.0,601995,2020-12-15
59.96,61000.0,601995,2020-12-15
59.95,205400.0,601995,2020-12-15
59.94,51800.0,601995,2020-12-15
59.93,112600.0,601995,2020-12-15
59.92,80300.0,601995,2020-12-15
59.91,79200.0,601995,2020-12-15
59.9,117300.0,601995,2020-12-15
59.89,74900.0,601995,2020-12-15
59.88,205500.0,601995,2020-12-15
59.87,122400.0,601995,2020-12-15
59.86,34700.0,601995,2020-12-15
59.85,175700.0,601995,2020-12-15
59.84,81300.0,601995,2020-12-15
59.83,116655.0,601995,2020-12-15
59.82,128500.0,601995,2020-12-15
59.81,115200.0,601995,2020-12-15
59.8,281400.0,601995,2020-12-15
59.79,172300.0,601995,2020-12-15
59.78,109500.0,601995,2020-12-15
59.77,227500.0,601995,2020-12-15
59.76,87700.0,601995,2020-12-15
59.75,54000.0,601995,2020-12-15
59.74,108400.0,601995,2020-12-15
59.73,146600.0,601995,2020-12-15
59.72,74100.0,601995,2020-12-15
59.71,113868.0,601995,2020-12-15
59.7,193232.0,601995,2020-12-15
59.69,143900.0,601995,2020-12-15
59.68,276122.0,601995,2020-12-15
59.67,137332.0,601995,2020-12-15
59.66,136000.0,601995,2020-12-15
59.65,317900.0,601995,2020-12-15
59.64,139500.0,601995,2020-12-15
59.63,245792.0,601995,2020-12-15
59.62,102700.0,601995,2020-12-15
59.61,117100.0,601995,2020-12-15
59.6,263674.0,601995,2020-12-15
59.59,94900.0,601995,2020-12-15
59.58,121718.0,601995,2020-12-15
59.57,68900.0,601995,2020-12-15
59.56,52800.0,601995,2020-12-15
59.55,93300.0,601995,2020-12-15
59.54,86800.0,601995,2020-12-15
59.53,119668.0,601995,2020-12-15
59.52,222400.0,601995,2020-12-15
59.51,256900.0,601995,2020-12-15
59.5,350100.0,601995,2020-12-15
59.49,97332.0,601995,2020-12-15
59.48,112536.0,601995,2020-12-15
59.47,145500.0,601995,2020-12-15
59.46,129432.0,601995,2020-12-15
59.45,231500.0,601995,2020-12-15
59.44,72100.0,601995,2020-12-15
59.43,103200.0,601995,2020-12-15
59.42,143900.0,601995,2020-12-15
59.41,174300.0,601995,2020-12-15
59.4,156300.0,601995,2020-12-15
59.39,26900.0,601995,2020-12-15
59.38,75900.0,601995,2020-12-15
59.37,116700.0,601995,2020-12-15
59.36,77800.0,601995,2020-12-15
59.35,27300.0,601995,2020-12-15
59.34,25700.0,601995,2020-12-15
59.33,12100.0,601995,2020-12-15
59.32,68600.0,601995,2020-12-15
59.31,43700.0,601995,2020-12-15
59.3,93600.0,601995,2020-12-15
59.29,27800.0,601995,2020-12-15
59.28,96600.0,601995,2020-12-15
59.27,41900.0,601995,2020-12-15
59.26,57700.0,601995,2020-12-15
59.25,77900.0,601995,2020-12-15
59.24,13700.0,601995,2020-12-15
59.23,18600.0,601995,2020-12-15
59.22,45500.0,601995,2020-12-15
59.21,15300.0,601995,2020-12-15
59.2,158300.0,601995,2020-12-15
59.19,10500.0,601995,2020-12-15
59.18,9300.0,601995,2020-12-15
59.17,66900.0,601995,2020-12-15
59.16,83600.0,601995,2020-12-15
59.15,76100.0,601995,2020-12-15
59.14,47300.0,601995,2020-12-15
59.13,57400.0,601995,2020-12-15
59.12,43000.0,601995,2020-12-15
59.11,35048.0,601995,2020-12-15
59.1,71300.0,601995,2020-12-15
59.09,26200.0,601995,2020-12-15
59.08,29400.0,601995,2020-12-15
59.07,18800.0,601995,2020-12-15
59.06,35200.0,601995,2020-12-15
59.05,13700.0,601995,2020-12-15
59.04,11900.0,601995,2020-12-15
59.03,86900.0,601995,2020-12-15
59.02,24600.0,601995,2020-12-15
59.01,37000.0,601995,2020-12-15
59.0,349000.0,601995,2020-12-15
58.99,65700.0,601995,2020-12-15
58.98,15800.0,601995,2020-12-15
58.97,80000.0,601995,2020-12-15
58.96,116800.0,601995,2020-12-15
58.95,70600.0,601995,2020-12-15
58.94,12000.0,601995,2020-12-15
58.93,98200.0,601995,2020-12-15
58.92,126200.0,601995,2020-12-15
58.91,187900.0,601995,2020-12-15
58.9,270300.0,601995,2020-12-15
58.89,250300.0,601995,2020-12-15
58.88,184400.0,601995,2020-12-15
58.87,194568.0,601995,2020-12-15
58.86,152700.0,601995,2020-12-15
58.85,230500.0,601995,2020-12-15
58.84,72900.0,601995,2020-12-15
58.83,197932.0,601995,2020-12-15
58.82,125668.0,601995,2020-12-15
58.81,88800.0,601995,2020-12-15
58.8,72470.0,601995,2020-12-15
58.79,7200.0,601995,2020-12-15
58.78,108800.0,601995,2020-12-15
58.77,118400.0,601995,2020-12-15
58.76,52700.0,601995,2020-12-15
58.75,122968.0,601995,2020-12-15
58.74,56500.0,601995,2020-12-15
58.73,16100.0,601995,2020-12-15
58.72,163592.0,601995,2020-12-15
58.71,105400.0,601995,2020-12-15
58.7,211408.0,601995,2020-12-15
58.69,140222.0,601995,2020-12-15
58.68,274930.0,601995,2020-12-15
58.67,206592.0,601995,2020-12-15
58.66,112200.0,601995,2020-12-15
58.65,143200.0,601995,2020-12-15
58.64,96000.0,601995,2020-12-15
58.63,37008.0,601995,2020-12-15
58.62,187900.0,601995,2020-12-15
58.61,51200.0,601995,2020-12-15
58.6,180300.0,601995,2020-12-15
58.59,217800.0,601995,2020-12-15
58.58,86000.0,601995,2020-12-15
58.57,90700.0,601995,2020-12-15
58.56,134200.0,601995,2020-12-15
58.55,100500.0,601995,2020-12-15
58.52,68200.0,601995,2020-12-15
58.51,149592.0,601995,2020-12-15
