price,vol,stock_index,dt
10.81,35500.0,300177,2020-12-15
10.8,237900.0,300177,2020-12-15
10.79,204097.0,300177,2020-12-15
10.78,246003.0,300177,2020-12-15
10.77,50300.0,300177,2020-12-15
10.76,149300.0,300177,2020-12-15
10.75,357600.0,300177,2020-12-15
10.74,392100.0,300177,2020-12-15
10.73,497300.0,300177,2020-12-15
10.72,424483.0,300177,2020-12-15
10.71,471703.0,300177,2020-12-15
10.7,969900.0,300177,2020-12-15
10.69,637200.0,300177,2020-12-15
10.68,789750.0,300177,2020-12-15
10.67,805200.0,300177,2020-12-15
10.66,507000.0,300177,2020-12-15
10.65,570000.0,300177,2020-12-15
10.64,244450.0,300177,2020-12-15
10.63,302860.0,300177,2020-12-15
10.62,316700.0,300177,2020-12-15
10.61,149100.0,300177,2020-12-15
10.6,140250.0,300177,2020-12-15
10.59,16600.0,300177,2020-12-15
10.58,27300.0,300177,2020-12-15
10.57,5800.0,300177,2020-12-15
10.53,19500.0,300177,2020-12-15
