price,vol,stock_index,dt
17.2,17000.0,002120,2020-12-15
17.19,21100.0,002120,2020-12-15
17.18,32200.0,002120,2020-12-15
17.17,83600.0,002120,2020-12-15
17.16,78123.0,002120,2020-12-15
17.15,109183.0,002120,2020-12-15
17.14,149186.0,002120,2020-12-15
17.13,171990.0,002120,2020-12-15
17.12,312050.0,002120,2020-12-15
17.11,1637718.0,002120,2020-12-15
17.1,3047269.0,002120,2020-12-15
17.09,1304889.0,002120,2020-12-15
17.08,725546.0,002120,2020-12-15
17.07,275262.0,002120,2020-12-15
17.06,256555.0,002120,2020-12-15
17.05,261750.0,002120,2020-12-15
17.04,85050.0,002120,2020-12-15
17.03,122500.0,002120,2020-12-15
17.02,113300.0,002120,2020-12-15
17.01,83400.0,002120,2020-12-15
17.0,52900.0,002120,2020-12-15
