price,vol,stock_index,dt
16.44,5200.0,002407,2020-12-15
16.42,72199.0,002407,2020-12-15
16.41,32600.0,002407,2020-12-15
16.4,17299.0,002407,2020-12-15
16.39,280901.0,002407,2020-12-15
16.38,508099.0,002407,2020-12-15
16.37,524746.0,002407,2020-12-15
16.36,840700.0,002407,2020-12-15
16.35,1057002.0,002407,2020-12-15
16.34,917100.0,002407,2020-12-15
16.33,1597600.0,002407,2020-12-15
16.32,1424600.0,002407,2020-12-15
16.31,1230490.0,002407,2020-12-15
16.3,2196558.0,002407,2020-12-15
16.29,1990548.0,002407,2020-12-15
16.28,1147350.0,002407,2020-12-15
16.27,788225.0,002407,2020-12-15
16.26,622925.0,002407,2020-12-15
16.25,700575.0,002407,2020-12-15
16.24,762445.0,002407,2020-12-15
16.23,603225.0,002407,2020-12-15
16.22,1154425.0,002407,2020-12-15
16.21,650600.0,002407,2020-12-15
16.2,1385300.0,002407,2020-12-15
16.19,716400.0,002407,2020-12-15
16.18,881700.0,002407,2020-12-15
16.17,1012000.0,002407,2020-12-15
16.16,698400.0,002407,2020-12-15
16.15,860100.0,002407,2020-12-15
16.14,500445.0,002407,2020-12-15
16.13,790255.0,002407,2020-12-15
16.12,710100.0,002407,2020-12-15
16.11,933869.0,002407,2020-12-15
16.1,1720795.0,002407,2020-12-15
16.09,544820.0,002407,2020-12-15
16.08,777331.0,002407,2020-12-15
16.07,1023999.0,002407,2020-12-15
16.06,1318685.0,002407,2020-12-15
16.05,1619215.0,002407,2020-12-15
16.04,1200900.0,002407,2020-12-15
16.03,1099453.0,002407,2020-12-15
16.02,765215.0,002407,2020-12-15
16.01,946085.0,002407,2020-12-15
16.0,1576600.0,002407,2020-12-15
15.99,181000.0,002407,2020-12-15
15.98,677424.0,002407,2020-12-15
15.97,302600.0,002407,2020-12-15
15.96,218100.0,002407,2020-12-15
15.95,314976.0,002407,2020-12-15
15.94,416200.0,002407,2020-12-15
15.93,423400.0,002407,2020-12-15
15.92,679100.0,002407,2020-12-15
15.91,424398.0,002407,2020-12-15
15.9,114602.0,002407,2020-12-15
15.89,90300.0,002407,2020-12-15
