price,vol,stock_index,dt
19.98,9100.0,300390,2020-12-15
19.96,221600.0,300390,2020-12-15
19.95,136300.0,300390,2020-12-15
19.94,269600.0,300390,2020-12-15
19.93,323400.0,300390,2020-12-15
19.92,179100.0,300390,2020-12-15
19.91,126300.0,300390,2020-12-15
19.9,397500.0,300390,2020-12-15
19.89,183400.0,300390,2020-12-15
19.88,267700.0,300390,2020-12-15
19.87,117400.0,300390,2020-12-15
19.86,260000.0,300390,2020-12-15
19.85,55200.0,300390,2020-12-15
19.84,338000.0,300390,2020-12-15
19.83,273300.0,300390,2020-12-15
19.82,302200.0,300390,2020-12-15
19.81,310480.0,300390,2020-12-15
19.8,686500.0,300390,2020-12-15
19.79,519160.0,300390,2020-12-15
19.78,482200.0,300390,2020-12-15
19.77,202800.0,300390,2020-12-15
19.76,249100.0,300390,2020-12-15
19.75,790740.0,300390,2020-12-15
19.74,659211.0,300390,2020-12-15
19.73,746786.0,300390,2020-12-15
19.72,427400.0,300390,2020-12-15
19.71,795406.0,300390,2020-12-15
19.7,1228554.0,300390,2020-12-15
19.69,786800.0,300390,2020-12-15
19.68,592712.0,300390,2020-12-15
19.67,470788.0,300390,2020-12-15
19.66,421300.0,300390,2020-12-15
19.65,683781.0,300390,2020-12-15
19.64,458200.0,300390,2020-12-15
19.63,504100.0,300390,2020-12-15
19.62,483760.0,300390,2020-12-15
19.61,970800.0,300390,2020-12-15
19.6,947300.0,300390,2020-12-15
19.59,348200.0,300390,2020-12-15
19.58,453040.0,300390,2020-12-15
19.57,612400.0,300390,2020-12-15
19.56,520300.0,300390,2020-12-15
19.55,255900.0,300390,2020-12-15
19.54,62400.0,300390,2020-12-15
19.53,119400.0,300390,2020-12-15
19.52,177500.0,300390,2020-12-15
19.51,185200.0,300390,2020-12-15
19.5,445500.0,300390,2020-12-15
19.49,62600.0,300390,2020-12-15
19.48,153600.0,300390,2020-12-15
19.47,130600.0,300390,2020-12-15
19.46,57700.0,300390,2020-12-15
19.45,233300.0,300390,2020-12-15
19.43,11500.0,300390,2020-12-15
19.42,100200.0,300390,2020-12-15
19.41,64400.0,300390,2020-12-15
19.4,304100.0,300390,2020-12-15
19.39,204400.0,300390,2020-12-15
19.38,47700.0,300390,2020-12-15
19.37,74600.0,300390,2020-12-15
19.36,178800.0,300390,2020-12-15
19.35,24300.0,300390,2020-12-15
19.34,62600.0,300390,2020-12-15
19.33,10600.0,300390,2020-12-15
19.32,104900.0,300390,2020-12-15
19.31,64000.0,300390,2020-12-15
19.3,90100.0,300390,2020-12-15
19.28,84000.0,300390,2020-12-15
19.27,28600.0,300390,2020-12-15
19.26,8800.0,300390,2020-12-15
19.25,88200.0,300390,2020-12-15
19.23,31200.0,300390,2020-12-15
19.22,2400.0,300390,2020-12-15
19.2,26500.0,300390,2020-12-15
19.19,15400.0,300390,2020-12-15
19.17,31200.0,300390,2020-12-15
19.15,62100.0,300390,2020-12-15
19.12,18400.0,300390,2020-12-15
19.09,52600.0,300390,2020-12-15
19.03,36700.0,300390,2020-12-15
19.0,42400.0,300390,2020-12-15
