price,vol,stock_index,dt
13.04,17300.0,603609,2020-12-15
13.03,8600.0,603609,2020-12-15
13.02,10500.0,603609,2020-12-15
13.01,27500.0,603609,2020-12-15
13.0,54100.0,603609,2020-12-15
12.99,16800.0,603609,2020-12-15
12.98,52600.0,603609,2020-12-15
12.97,13000.0,603609,2020-12-15
12.96,26200.0,603609,2020-12-15
12.95,78100.0,603609,2020-12-15
12.94,17600.0,603609,2020-12-15
12.93,39000.0,603609,2020-12-15
12.92,21700.0,603609,2020-12-15
12.91,68300.0,603609,2020-12-15
12.9,35100.0,603609,2020-12-15
12.89,48800.0,603609,2020-12-15
12.88,63900.0,603609,2020-12-15
12.87,71700.0,603609,2020-12-15
12.86,88800.0,603609,2020-12-15
12.85,160200.0,603609,2020-12-15
12.84,197000.0,603609,2020-12-15
12.83,138388.0,603609,2020-12-15
12.82,73800.0,603609,2020-12-15
12.81,196812.0,603609,2020-12-15
12.8,250500.0,603609,2020-12-15
12.79,200188.0,603609,2020-12-15
12.78,406700.0,603609,2020-12-15
12.77,366100.0,603609,2020-12-15
12.76,273300.0,603609,2020-12-15
12.75,864506.0,603609,2020-12-15
12.74,370300.0,603609,2020-12-15
12.73,311200.0,603609,2020-12-15
12.72,136200.0,603609,2020-12-15
12.71,104900.0,603609,2020-12-15
12.7,177500.0,603609,2020-12-15
12.69,119700.0,603609,2020-12-15
12.68,109600.0,603609,2020-12-15
12.67,43000.0,603609,2020-12-15
12.66,40700.0,603609,2020-12-15
