price,vol,stock_index,dt
22.81,33100.0,605183,2020-12-15
22.8,33672.0,605183,2020-12-15
22.79,81271.0,605183,2020-12-15
22.76,17703.0,605183,2020-12-15
22.75,94056.0,605183,2020-12-15
22.74,22909.0,605183,2020-12-15
22.72,16259.0,605183,2020-12-15
22.71,5600.0,605183,2020-12-15
22.7,80071.0,605183,2020-12-15
22.69,131464.0,605183,2020-12-15
22.68,48823.0,605183,2020-12-15
22.67,38418.0,605183,2020-12-15
22.66,22851.0,605183,2020-12-15
22.65,49990.0,605183,2020-12-15
22.64,59269.0,605183,2020-12-15
22.63,69791.0,605183,2020-12-15
22.62,97012.0,605183,2020-12-15
22.61,30900.0,605183,2020-12-15
22.6,423154.0,605183,2020-12-15
22.59,51308.0,605183,2020-12-15
22.58,60636.0,605183,2020-12-15
22.57,46459.0,605183,2020-12-15
22.56,38700.0,605183,2020-12-15
22.55,7573.0,605183,2020-12-15
22.54,52518.0,605183,2020-12-15
22.53,2100.0,605183,2020-12-15
22.52,34712.0,605183,2020-12-15
22.51,13725.0,605183,2020-12-15
22.5,21185.0,605183,2020-12-15
22.49,63428.0,605183,2020-12-15
22.47,300.0,605183,2020-12-15
22.45,9700.0,605183,2020-12-15
22.44,2641.0,605183,2020-12-15
22.43,9069.0,605183,2020-12-15
22.42,12156.0,605183,2020-12-15
22.41,28428.0,605183,2020-12-15
22.4,68472.0,605183,2020-12-15
22.39,101449.0,605183,2020-12-15
22.38,37777.0,605183,2020-12-15
22.37,39472.0,605183,2020-12-15
22.36,16428.0,605183,2020-12-15
22.35,18400.0,605183,2020-12-15
22.34,49954.0,605183,2020-12-15
22.33,42700.0,605183,2020-12-15
22.32,33800.0,605183,2020-12-15
22.31,25160.0,605183,2020-12-15
22.3,147106.0,605183,2020-12-15
22.29,42819.0,605183,2020-12-15
22.28,31787.0,605183,2020-12-15
22.27,25478.0,605183,2020-12-15
22.26,9100.0,605183,2020-12-15
22.25,103982.0,605183,2020-12-15
22.24,20759.0,605183,2020-12-15
22.23,56667.0,605183,2020-12-15
22.22,62033.0,605183,2020-12-15
22.21,22714.0,605183,2020-12-15
22.2,138029.0,605183,2020-12-15
22.19,51711.0,605183,2020-12-15
22.18,87105.0,605183,2020-12-15
22.17,19197.0,605183,2020-12-15
22.16,38617.0,605183,2020-12-15
22.15,112187.0,605183,2020-12-15
22.14,51366.0,605183,2020-12-15
22.13,73346.0,605183,2020-12-15
22.12,90700.0,605183,2020-12-15
22.11,69426.0,605183,2020-12-15
22.1,265993.0,605183,2020-12-15
22.09,108450.0,605183,2020-12-15
22.08,107332.0,605183,2020-12-15
22.07,90247.0,605183,2020-12-15
22.06,178057.0,605183,2020-12-15
22.05,272838.0,605183,2020-12-15
22.04,136703.0,605183,2020-12-15
22.03,119753.0,605183,2020-12-15
22.02,304725.0,605183,2020-12-15
22.01,182189.0,605183,2020-12-15
22.0,559630.0,605183,2020-12-15
21.99,286731.0,605183,2020-12-15
21.98,216560.0,605183,2020-12-15
21.97,153318.0,605183,2020-12-15
21.96,120096.0,605183,2020-12-15
21.95,267755.0,605183,2020-12-15
21.94,138038.0,605183,2020-12-15
21.93,265276.0,605183,2020-12-15
21.92,244683.0,605183,2020-12-15
21.91,112544.0,605183,2020-12-15
21.9,407691.0,605183,2020-12-15
21.89,153900.0,605183,2020-12-15
21.88,212709.0,605183,2020-12-15
21.87,139672.0,605183,2020-12-15
21.86,188870.0,605183,2020-12-15
21.85,343654.0,605183,2020-12-15
21.84,198280.0,605183,2020-12-15
21.83,294882.0,605183,2020-12-15
21.82,373345.0,605183,2020-12-15
21.81,363860.0,605183,2020-12-15
21.8,396029.0,605183,2020-12-15
21.79,48666.0,605183,2020-12-15
21.78,117517.0,605183,2020-12-15
21.77,4900.0,605183,2020-12-15
21.76,95189.0,605183,2020-12-15
21.75,64051.0,605183,2020-12-15
21.73,1400.0,605183,2020-12-15
21.72,17210.0,605183,2020-12-15
21.71,27014.0,605183,2020-12-15
21.7,315665.0,605183,2020-12-15
21.69,27800.0,605183,2020-12-15
21.68,54417.0,605183,2020-12-15
21.67,78803.0,605183,2020-12-15
21.66,159815.0,605183,2020-12-15
21.65,73451.0,605183,2020-12-15
21.64,37866.0,605183,2020-12-15
21.63,479714.0,605183,2020-12-15
21.62,11500.0,605183,2020-12-15
21.61,4500.0,605183,2020-12-15
21.6,117608.0,605183,2020-12-15
21.59,13000.0,605183,2020-12-15
21.58,109357.0,605183,2020-12-15
21.57,17842.0,605183,2020-12-15
21.56,68580.0,605183,2020-12-15
21.55,189474.0,605183,2020-12-15
21.54,65238.0,605183,2020-12-15
21.53,13628.0,605183,2020-12-15
21.52,49781.0,605183,2020-12-15
21.51,60179.0,605183,2020-12-15
21.5,83228.0,605183,2020-12-15
21.49,2128.0,605183,2020-12-15
21.48,12200.0,605183,2020-12-15
21.47,9300.0,605183,2020-12-15
21.46,33314.0,605183,2020-12-15
21.45,1300.0,605183,2020-12-15
21.44,26548.0,605183,2020-12-15
21.43,33500.0,605183,2020-12-15
21.42,60952.0,605183,2020-12-15
21.41,22676.0,605183,2020-12-15
21.4,23500.0,605183,2020-12-15
