stock_index,dadan_cnt,dt_cnt,last_date,avg_daily_dadan_cnt
s002025,30,15,2021-02-18,2.0
s002026,12,6,2021-01-27,2.0
s002027,980,43,2021-02-23,23.0
s002028,88,25,2021-02-23,4.0
s002030,720,43,2021-02-23,17.0
s002031,1,1,2021-01-04,1.0
s002032,1,1,2021-01-07,1.0
s002033,1,1,2021-01-04,1.0
s002035,2,2,2020-12-31,1.0
s002036,32,11,2021-02-01,3.0
s002038,2,2,2021-01-07,1.0
s002040,2,1,2021-01-05,2.0
s002041,108,30,2021-02-23,4.0
s002042,11,4,2020-12-21,3.0
s002043,9,8,2021-02-23,1.0
s002044,203,37,2021-02-23,5.0
s002045,8,6,2021-01-25,1.0
s002046,21,7,2020-12-30,3.0
s002048,18,8,2021-02-23,2.0
s002049,789,44,2021-02-23,18.0
s002050,235,42,2021-02-23,6.0
s002054,10,4,2021-02-01,2.0
s002055,4,3,2021-02-01,1.0
s002056,162,37,2021-02-22,4.0
s002057,3,1,2021-01-13,3.0
s002058,1,1,2020-12-16,1.0
s002063,8,4,2021-01-04,2.0
s002064,51,23,2021-02-23,2.0
s002065,17,11,2021-02-22,2.0
s002067,9,5,2021-02-22,2.0
s002068,24,13,2021-02-08,2.0
s002069,1,1,2021-01-07,1.0
s002074,1886,44,2021-02-23,43.0
s002075,85,32,2021-02-23,3.0
s002078,73,29,2021-02-23,3.0
s002079,8,7,2021-01-22,1.0
s002080,127,38,2021-02-23,3.0
s002081,27,13,2021-02-18,2.0
s002082,2,2,2021-02-08,1.0
s002083,1,1,2021-01-20,1.0
s002085,8,6,2021-01-25,1.0
s002087,2,2,2020-12-29,1.0
s002088,2,2,2021-02-09,1.0
s002091,22,10,2021-01-11,2.0
s002092,323,28,2021-02-23,12.0
s002096,21,9,2021-02-09,2.0
s002097,1,1,2021-02-19,1.0
s002099,3,3,2021-01-18,1.0
s002100,67,22,2021-02-23,3.0
s002103,1,1,2021-01-27,1.0
s002104,1,1,2021-01-04,1.0
s002106,7,7,2021-01-27,1.0
s002107,2,2,2021-01-21,1.0
s002108,30,8,2021-01-11,4.0
s002109,18,4,2021-02-23,4.0
s002111,12,5,2021-01-25,2.0
s002113,1,1,2021-02-04,1.0
s002114,4,3,2021-02-22,1.0
s002115,1,1,2021-01-07,1.0
s002116,3,2,2021-02-08,2.0
s002117,2,1,2021-02-01,2.0
s002120,39,16,2021-02-19,2.0
s002121,1,1,2021-01-28,1.0
s002123,21,11,2021-02-23,2.0
s002124,239,32,2021-02-23,7.0
s002125,23,8,2021-02-09,3.0
s002126,22,6,2021-02-23,4.0
s002127,605,39,2021-02-23,16.0
s002128,18,13,2021-02-23,1.0
s002129,1827,44,2021-02-23,42.0
s002130,38,12,2021-02-03,3.0
s002131,137,31,2021-02-23,4.0
s002132,10,7,2021-01-28,1.0
s002138,116,29,2021-02-23,4.0
s002139,38,18,2021-02-23,2.0
s002142,527,44,2021-02-23,12.0
s002145,401,20,2021-02-23,20.0
s002146,4,4,2021-02-10,1.0
s002148,1,1,2021-02-02,1.0
s002149,182,41,2021-02-23,4.0
s002151,98,30,2021-02-19,3.0
s002152,16,9,2021-02-19,2.0
s002153,10,3,2021-01-25,3.0
s002154,1,1,2020-12-22,1.0
s002155,8,4,2021-02-23,2.0
s002156,404,43,2021-02-23,9.0
s002157,440,44,2021-02-23,10.0
s002158,24,14,2021-02-23,2.0
s002160,54,11,2021-01-05,5.0
s002161,1,1,2021-02-02,1.0
s002162,17,5,2021-02-05,3.0
s002163,39,22,2021-02-23,2.0
s002164,59,21,2021-02-23,3.0
s002166,4,2,2020-12-28,2.0
s002167,3,2,2021-01-08,2.0
s002168,8,6,2021-02-23,1.0
s002169,4,2,2021-01-27,2.0
s002171,11,8,2021-02-10,1.0
s002172,52,12,2021-02-22,4.0
s002173,1,1,2021-01-21,1.0
s002174,55,20,2021-02-23,3.0
s002176,154,31,2021-02-23,5.0
s002177,88,20,2021-02-09,4.0
s002179,178,41,2021-02-23,4.0
s002180,32,18,2021-02-23,2.0
s002181,1,1,2021-01-29,1.0
s002182,30,17,2021-02-19,2.0
s002183,1,1,2021-02-09,1.0
s002184,12,7,2021-02-22,2.0
s002185,784,43,2021-02-22,18.0
s002189,15,6,2021-01-18,2.0
s002190,6,5,2021-02-23,1.0
s002191,89,28,2021-02-23,3.0
s002192,159,40,2021-02-23,4.0
s002194,6,3,2021-01-04,2.0
s002195,55,24,2021-02-23,2.0
s002196,12,8,2021-02-08,2.0
s002197,2,2,2021-01-08,1.0
s002201,2,2,2021-02-22,1.0
s002202,752,44,2021-02-23,17.0
s002203,4,4,2021-02-19,1.0
s002204,3,3,2020-12-31,1.0
s002206,8,3,2021-02-22,3.0
s002208,1,1,2021-01-18,1.0
s002210,3,3,2021-02-23,1.0
s002211,3,2,2021-02-23,2.0
s002212,5,4,2021-02-10,1.0
s002213,1,1,2020-12-18,1.0
s002214,20,13,2021-02-22,2.0
s002216,85,30,2021-02-23,3.0
s002217,2,2,2021-02-02,1.0
s002218,12,7,2021-01-12,2.0
s002221,55,11,2021-02-23,5.0
s002222,8,5,2021-02-03,2.0
s002223,65,29,2021-02-23,2.0
s002226,2,2,2020-12-28,1.0
s002228,6,5,2021-02-04,1.0
s002229,1,1,2020-12-28,1.0
s002230,2636,44,2021-02-23,60.0
s002232,8,5,2021-01-25,2.0
s002233,14,9,2021-02-19,2.0
s002234,1,1,2021-01-07,1.0
s002235,2,2,2021-01-19,1.0
s002236,627,43,2021-02-23,15.0
s002237,8,6,2021-02-22,1.0
s002239,126,26,2021-02-23,5.0
s002240,717,44,2021-02-23,16.0
s002241,3612,44,2021-02-23,82.0
s002242,12,8,2021-02-08,2.0
s002245,346,44,2021-02-23,8.0
s002249,47,16,2021-02-23,3.0
s002250,8,7,2021-02-10,1.0
s002252,11,8,2021-02-10,1.0
s002253,1,1,2021-01-29,1.0
s002254,26,9,2021-02-22,3.0
s002256,3,3,2021-02-22,1.0
s002258,47,21,2021-02-23,2.0
s002261,5,5,2021-01-12,1.0
s002262,5,4,2021-02-23,1.0
s002263,219,18,2021-02-03,12.0
s002266,3,2,2021-02-23,2.0
s002268,6,4,2021-01-29,2.0
s002269,9,5,2021-01-28,2.0
s002271,418,44,2021-02-23,10.0
s002272,9,4,2020-12-29,2.0
s002273,5,3,2021-02-02,2.0
s002274,44,4,2021-02-23,11.0
s002276,1,1,2020-12-16,1.0
s002279,1,1,2021-01-26,1.0
s002280,7,7,2021-02-23,1.0
s002281,1,1,2021-02-22,1.0
s002283,6,4,2021-02-23,2.0
s002284,16,8,2021-01-08,2.0
s002285,3,3,2021-02-19,1.0
s002286,28,11,2021-02-23,3.0
s002287,2,2,2021-01-22,1.0
s002288,36,17,2021-02-05,2.0
s002289,1,1,2021-02-04,1.0
s002291,31,12,2021-02-23,3.0
s002292,2,1,2021-01-04,2.0
s002294,11,9,2021-02-23,1.0
s002297,1,1,2021-01-19,1.0
s002298,1,1,2020-12-30,1.0
s002299,78,28,2021-02-23,3.0
s002302,1,1,2021-02-04,1.0
s002304,2023,44,2021-02-23,46.0
s002305,53,11,2021-02-19,5.0
s002311,191,39,2021-02-23,5.0
s002312,56,18,2021-02-23,3.0
s002314,6,2,2021-01-05,3.0
s002315,6,4,2021-02-03,2.0
s002317,12,5,2021-02-04,2.0
s002318,27,18,2021-02-23,2.0
s002320,2,2,2020-12-29,1.0
s002321,2,1,2020-12-25,2.0
s002324,23,16,2021-02-10,1.0
s002326,33,12,2021-01-28,3.0
s002329,1,1,2021-01-05,1.0
s002331,77,16,2021-02-23,5.0
s002332,4,4,2021-02-04,1.0
s002335,6,4,2021-02-18,2.0
s002339,2,2,2020-12-28,1.0
s002340,4139,44,2021-02-23,94.0
s002341,20,8,2021-02-18,2.0
s002342,130,19,2021-02-23,7.0
s002345,1,1,2020-12-30,1.0
s002347,4,3,2021-01-29,1.0
s002348,2,2,2021-01-21,1.0
s002350,3,1,2020-12-24,3.0
s002351,25,7,2021-02-23,4.0
s002352,1427,41,2021-02-23,35.0
s002353,133,31,2021-02-23,4.0
s002358,3,1,2020-12-28,3.0
s002360,76,9,2021-02-19,8.0
s002361,19,7,2021-01-06,3.0
s002362,2,2,2020-12-25,1.0
s002363,11,5,2020-12-25,2.0
s002364,7,2,2021-01-22,4.0
s002366,6,4,2021-02-19,2.0
s002367,1,1,2021-01-05,1.0
s002368,23,11,2021-02-19,2.0
s002369,2,2,2021-02-19,1.0
s002370,20,8,2021-02-18,2.0
s002371,1109,44,2021-02-23,25.0
s002372,20,13,2021-02-22,2.0
s002373,30,17,2021-01-29,2.0
s002374,1,1,2021-01-19,1.0
s002375,18,9,2021-02-02,2.0
s002378,58,4,2021-02-23,14.0
s002382,326,39,2021-02-23,8.0
s002384,329,43,2021-02-22,8.0
s002385,1344,44,2021-02-23,31.0
s002386,8,3,2021-02-10,3.0
s002387,5,3,2021-01-15,2.0
s002389,336,38,2021-02-23,9.0
s002390,21,12,2021-02-22,2.0
s002396,24,11,2021-02-22,2.0
s002397,5,3,2020-12-29,2.0
s002399,4,4,2021-02-22,1.0
s002400,59,21,2021-02-22,3.0
s002401,4,2,2021-01-06,2.0
s002402,157,32,2021-02-23,5.0
s002404,1,1,2020-12-28,1.0
s002405,360,42,2021-02-23,9.0
s002407,559,44,2021-02-23,13.0
s002408,27,13,2021-02-23,2.0
s002409,100,36,2021-02-23,3.0
s002410,119,38,2021-02-19,3.0
s002411,3,2,2021-01-12,2.0
s002412,1,1,2021-01-26,1.0
s002413,27,12,2021-02-09,2.0
s002414,139,41,2021-02-23,3.0
s002415,3261,44,2021-02-23,74.0
s002416,255,25,2021-02-10,10.0
s002419,2,1,2021-01-15,2.0
s002422,22,12,2021-02-23,2.0
s002423,6,1,2020-12-31,6.0
s002424,2,2,2021-02-23,1.0
s002425,79,17,2021-02-22,5.0
s002426,6,3,2021-01-19,2.0
s002428,8,6,2021-02-22,1.0
s002429,145,31,2021-02-22,5.0
s002430,32,16,2021-02-10,2.0
s002433,1,1,2020-12-18,1.0
s002434,2,2,2021-01-15,1.0
s002435,3,3,2021-02-04,1.0
s002436,16,6,2021-01-22,3.0
s002437,12,4,2020-12-29,3.0
s002438,1,1,2021-01-12,1.0
s002439,30,23,2021-02-18,1.0
s002440,7,4,2021-02-22,2.0
s002444,55,32,2021-02-23,2.0
s002446,2,1,2020-12-29,2.0
s002447,1,1,2020-12-17,1.0
s002449,1,1,2020-12-17,1.0
s002453,2,2,2021-02-22,1.0
s002455,14,8,2021-02-10,2.0
s002456,257,41,2021-02-22,6.0
s002458,3,2,2021-02-23,2.0
s002459,89,35,2021-02-23,3.0
s002460,5115,44,2021-02-23,116.0
s002461,21,9,2021-02-09,2.0
s002463,38,27,2021-02-22,1.0
s002464,3,2,2021-02-22,2.0
s002465,23,15,2021-02-03,2.0
s002466,10538,44,2021-02-23,240.0
s002467,6,3,2021-01-14,2.0
s002468,10,4,2021-02-10,2.0
s002470,3,1,2020-12-30,3.0
s002471,3,1,2020-12-23,3.0
s002475,5523,44,2021-02-23,126.0
s002478,1,1,2021-02-04,1.0
s002480,2,1,2021-02-23,2.0
s002481,9,8,2021-02-19,1.0
s002484,16,7,2021-02-23,2.0
s002486,2,2,2021-01-06,1.0
s002487,4,4,2021-01-04,1.0
s002488,12,10,2021-02-08,1.0
s002491,3,1,2020-12-17,3.0
s002493,628,44,2021-02-23,14.0
s002496,1,1,2021-01-18,1.0
s002497,1707,44,2021-02-23,39.0
s002498,12,4,2020-12-25,3.0
s002499,1,1,2021-02-05,1.0
s002500,106,17,2021-02-23,6.0
s002501,1,1,2020-12-25,1.0
s002503,29,12,2021-02-19,2.0
s002504,4,2,2021-01-21,2.0
s002505,52,15,2021-02-22,3.0
s002506,229,39,2021-02-23,6.0
s002507,82,27,2021-02-22,3.0
s002508,46,26,2021-02-18,2.0
s002510,38,14,2021-01-20,3.0
s002511,67,35,2021-02-23,2.0
s002512,1,1,2020-12-29,1.0
s002515,1,1,2020-12-16,1.0
s002517,4,3,2021-01-22,1.0
s002518,3,3,2021-01-25,1.0
s002524,23,10,2021-02-10,2.0
s002528,3,2,2021-01-28,2.0
s002529,3,3,2020-12-25,1.0
s002530,3,3,2021-02-10,1.0
s002531,85,34,2021-02-23,2.0
s002532,169,10,2021-02-23,17.0
s002534,1,1,2021-02-10,1.0
s002536,14,3,2021-01-08,5.0
s002537,23,8,2021-01-08,3.0
s002539,7,5,2021-02-09,1.0
s002541,33,18,2021-02-23,2.0
s002543,1,1,2021-01-06,1.0
s002544,3,3,2020-12-29,1.0
s002545,5,4,2021-02-22,1.0
s002547,1,1,2021-01-04,1.0
s002548,29,8,2021-01-26,4.0
s002549,3,3,2021-01-07,1.0
s002553,89,36,2021-02-23,2.0
s002554,4,2,2020-12-28,2.0
s002555,721,44,2021-02-23,16.0
s002556,3,3,2021-01-07,1.0
s002557,46,28,2021-02-19,2.0
s002558,18,9,2021-02-22,2.0
s002562,1,1,2021-01-19,1.0
s002563,1,1,2020-12-30,1.0
s002564,29,9,2021-01-06,3.0
s002567,25,9,2021-02-23,3.0
s002568,49,22,2021-02-23,2.0
s002570,10,7,2021-02-19,1.0
s002571,4,4,2021-02-02,1.0
s002572,34,17,2021-02-23,2.0
s002578,1,1,2021-02-23,1.0
s002579,1,1,2021-02-10,1.0
s002580,10,3,2021-01-13,3.0
s002581,26,17,2021-02-19,2.0
s002582,7,6,2021-02-23,1.0
s002583,1,1,2021-02-18,1.0
s002584,17,3,2021-01-26,6.0
s002585,12,8,2021-01-26,2.0
s002587,2,1,2020-12-30,2.0
s002588,5,5,2021-02-22,1.0
s002590,1,1,2021-01-20,1.0
s002591,2,1,2021-02-23,2.0
s002593,2,2,2021-02-01,1.0
s002594,17038,44,2021-02-23,387.0
s002595,5,4,2021-02-04,1.0
s002596,4,3,2021-01-20,1.0
s002597,14,11,2021-02-18,1.0
s002600,304,44,2021-02-23,7.0
s002601,281,36,2021-02-23,8.0
s002602,83,31,2021-02-23,3.0
s002603,89,27,2021-02-10,3.0
s002606,5,3,2020-12-31,2.0
s002607,70,31,2021-02-22,2.0
s002608,4,3,2021-01-15,1.0
s002609,1,1,2021-01-08,1.0
s002610,322,31,2021-02-22,10.0
s002612,458,42,2021-02-23,11.0
s002613,1,1,2020-12-25,1.0
s002614,5,4,2021-02-03,1.0
s002615,2,1,2021-01-08,2.0
s002617,247,38,2021-02-23,6.0
s002618,12,9,2021-01-22,1.0
s002619,16,8,2021-02-04,2.0
s002621,1,1,2021-01-28,1.0
s002623,22,5,2021-01-11,4.0
s002624,394,41,2021-02-23,10.0
s002625,523,40,2021-02-23,13.0
s002626,14,10,2021-02-22,1.0
s002630,15,5,2021-02-01,3.0
s002631,1,1,2021-01-04,1.0
s002632,1,1,2020-12-16,1.0
s002633,4,2,2021-01-15,2.0
s002634,3,3,2021-02-03,1.0
s002635,9,4,2021-01-12,2.0
s002636,9,5,2020-12-30,2.0
s002637,1,1,2021-02-03,1.0
s002640,2,2,2021-02-19,1.0
s002641,2,2,2021-02-22,1.0
s002642,1,1,2021-01-18,1.0
s002643,19,11,2021-01-26,2.0
s002645,54,12,2021-02-23,4.0
s002646,106,24,2021-02-23,4.0
s002647,482,43,2021-02-23,11.0
s002648,68,24,2021-02-23,3.0
s002649,2,2,2021-02-09,1.0
s002650,11,6,2021-02-23,2.0
s002651,12,5,2021-02-23,2.0
s002653,4,3,2021-02-05,1.0
s002654,3,1,2021-02-05,3.0
s002657,3,2,2021-01-15,2.0
s002661,1,1,2020-12-23,1.0
s002662,1,1,2021-01-04,1.0
s002664,1,1,2020-12-31,1.0
s002665,12,7,2021-02-09,2.0
s002668,52,14,2021-02-19,4.0
s002670,226,31,2021-02-22,7.0
s002673,271,36,2021-02-23,8.0
s002674,2,1,2020-12-18,2.0
s002675,4,3,2021-02-08,1.0
s002677,6,5,2021-02-22,1.0
s002679,3,1,2020-12-29,3.0
s002681,13,8,2021-02-19,2.0
s002683,44,23,2021-02-23,2.0
s002685,1,1,2021-01-26,1.0
s002686,7,3,2020-12-30,2.0
s002687,5,3,2021-01-05,2.0
s002688,2,2,2021-02-04,1.0
s002691,3,2,2021-01-28,2.0
s002695,9,4,2021-01-12,2.0
s002696,3,2,2021-01-12,2.0
s002699,8,7,2021-02-19,1.0
s002701,2,2,2021-02-02,1.0
s002702,2,1,2020-12-16,2.0
s002703,7,4,2021-01-21,2.0
s002705,10,8,2021-02-18,1.0
s002706,8,7,2021-02-22,1.0
s002707,2,2,2021-02-03,1.0
s002708,3,3,2021-02-22,1.0
s002709,574,44,2021-02-23,13.0
s002713,1,1,2021-01-21,1.0
s002714,4754,44,2021-02-23,108.0
s002716,3,3,2021-01-26,1.0
s002721,1,1,2020-12-17,1.0
s002726,16,11,2021-02-23,1.0
s002727,31,13,2021-02-19,2.0
s002730,6,2,2021-02-03,3.0
s002731,14,4,2020-12-21,4.0
s002732,1,1,2021-01-05,1.0
s002733,17,9,2021-01-12,2.0
s002734,1,1,2021-01-14,1.0
s002735,4,1,2021-02-01,4.0
s002736,26,17,2021-02-19,2.0
s002738,152,39,2021-02-23,4.0
s002739,313,40,2021-02-23,8.0
s002740,3,3,2021-01-21,1.0
s002741,1,1,2021-02-23,1.0
s002745,60,22,2021-02-23,3.0
s002747,22,16,2021-02-22,1.0
s002752,2,2,2021-02-05,1.0
s002756,192,42,2021-02-22,5.0
s002759,77,28,2021-02-23,3.0
s002762,1,1,2020-12-28,1.0
s002765,11,5,2021-01-06,2.0
s002768,2,2,2021-01-21,1.0
s002771,1,1,2020-12-22,1.0
s002772,11,4,2020-12-31,3.0
s002773,7,6,2021-02-09,1.0
s002776,2,2,2021-02-19,1.0
s002777,1,1,2020-12-24,1.0
s002781,5,2,2021-01-12,2.0
s002782,4,2,2021-02-01,2.0
s002789,1,1,2021-01-08,1.0
s002790,1,1,2021-02-01,1.0
s002791,26,18,2021-02-22,1.0
s002795,7,1,2020-12-18,7.0
s002796,21,8,2021-01-25,3.0
s002797,213,44,2021-02-23,5.0
s002798,2,2,2021-02-03,1.0
s002799,3,2,2021-01-14,2.0
s002801,1,1,2021-02-08,1.0
s002803,6,4,2021-02-22,2.0
s002805,10,7,2021-01-22,1.0
s002810,1,1,2021-01-04,1.0
s002812,446,43,2021-02-23,10.0
s002813,38,15,2021-02-02,3.0
s002819,1,1,2021-02-23,1.0
s002821,183,39,2021-02-22,5.0
s002822,1,1,2020-12-30,1.0
s002824,7,4,2021-02-02,2.0
s002829,11,8,2021-02-22,1.0
s002831,1,1,2021-01-05,1.0
s002832,1,1,2020-12-16,1.0
s002836,1,1,2021-01-26,1.0
s002837,1,1,2021-01-04,1.0
s002838,27,17,2021-01-22,2.0
s002839,5,5,2021-01-19,1.0
s002841,23,13,2021-02-19,2.0
s002842,1,1,2021-02-22,1.0
s002843,3,2,2021-02-01,2.0
s002846,3,2,2021-02-18,2.0
s002847,11,9,2021-02-19,1.0
s002848,2,1,2021-01-04,2.0
s002849,1,1,2021-02-02,1.0
s002850,18,5,2021-01-08,4.0
s002851,2,2,2021-02-23,1.0
s002852,5,2,2021-01-04,2.0
s002858,6,1,2020-12-21,6.0
s002859,18,4,2021-02-02,4.0
s002860,2,1,2021-02-10,2.0
s002862,1,1,2020-12-16,1.0
s002863,1,1,2021-01-28,1.0
s002866,1,1,2020-12-17,1.0
s002867,12,8,2021-02-23,2.0
s002871,1,1,2021-01-13,1.0
s002876,9,6,2021-02-03,2.0
s002882,2,2,2021-02-05,1.0
s002883,1,1,2021-01-12,1.0
s002886,2,1,2021-01-12,2.0
s002889,1,1,2021-02-04,1.0
s002890,1,1,2020-12-31,1.0
s002891,9,5,2021-02-10,2.0
s002892,1,1,2021-01-12,1.0
s002896,1,1,2021-01-07,1.0
s002897,1,1,2021-01-25,1.0
s002898,4,2,2020-12-25,2.0
s002901,30,13,2021-02-05,2.0
s002906,29,17,2021-02-19,2.0
s002908,8,5,2021-02-03,2.0
s002912,1,1,2020-12-16,1.0
s002915,1,1,2021-01-29,1.0
s002916,146,40,2021-02-23,4.0
s002917,1,1,2021-01-27,1.0
s002919,1,1,2021-01-18,1.0
s002920,61,30,2021-02-22,2.0
s002922,1,1,2021-01-29,1.0
s002925,6,6,2021-02-09,1.0
s002926,33,18,2021-02-22,2.0
s002928,12,5,2021-02-02,2.0
s002930,1,1,2020-12-29,1.0
s002931,1,1,2021-01-19,1.0
s002932,18,8,2021-01-27,2.0
s002936,103,19,2021-02-23,5.0
s002938,56,26,2021-02-08,2.0
s002939,14,10,2021-01-13,1.0
s002943,30,5,2021-01-28,6.0
s002945,11,11,2021-01-26,1.0
s002946,12,6,2021-02-19,2.0
s002948,40,18,2021-02-22,2.0
s002949,1,1,2021-01-21,1.0
s002950,4,2,2021-01-22,2.0
s002953,1,1,2021-02-03,1.0
s002956,2,2,2021-02-05,1.0
s002958,83,21,2021-02-19,4.0
s002959,18,12,2021-02-01,2.0
s002960,2,2,2021-02-19,1.0
s002966,16,9,2021-02-23,2.0
s002967,24,9,2021-02-23,3.0
s002968,1,1,2021-01-14,1.0
s002970,1,1,2021-01-08,1.0
s002971,1,1,2021-01-06,1.0
s002973,1,1,2020-12-24,1.0
s002975,23,9,2021-01-28,3.0
s002977,8,7,2021-02-09,1.0
s002978,4,4,2021-02-09,1.0
s002979,2,2,2021-02-18,1.0
s002980,3,1,2021-02-01,3.0
s002982,1,1,2021-01-04,1.0
s002984,17,9,2021-02-18,2.0
s002985,20,10,2021-01-29,2.0
s002989,2,2,2021-01-28,1.0
s002991,1,1,2021-02-09,1.0
s002993,9,7,2021-02-01,1.0
s002996,8,7,2021-01-11,1.0
s002998,12,4,2021-02-23,3.0
s002999,1,1,2020-12-30,1.0
s003000,56,11,2021-02-19,5.0
s003002,6,2,2021-02-09,3.0
s003003,5,2,2021-02-05,2.0
s003004,1,1,2021-01-26,1.0
s003006,2,2,2020-12-18,1.0
s003008,2,2,2021-01-15,1.0
s003009,46,13,2021-01-25,4.0
s003010,1,1,2021-02-19,1.0
s003011,1,1,2021-02-05,1.0
s003012,7,4,2021-02-22,2.0
s003015,3,2,2021-01-04,2.0
s003016,1,1,2021-02-02,1.0
s003018,7,3,2021-01-29,2.0
s003020,9,2,2020-12-21,4.0
s003021,1,1,2021-02-22,1.0
s003022,107,33,2021-02-22,3.0
s003023,15,6,2021-01-06,2.0
s003025,3,2,2020-12-22,2.0
s003026,125,25,2021-02-23,5.0
s003027,2,2,2020-12-22,1.0
s003028,2,2,2021-02-04,1.0
s003029,1,1,2021-02-08,1.0
s003030,23,11,2021-02-08,2.0
s003031,28,14,2021-02-10,2.0
s003032,26,13,2021-02-22,2.0
s003033,5,2,2021-02-05,2.0
s003035,297,9,2021-02-23,33.0
s003036,5,3,2021-02-10,2.0
s003037,4,3,2021-02-22,1.0
s003816,89,32,2021-02-23,3.0
s600000,370,42,2021-02-23,9.0
s600004,75,18,2021-02-23,4.0
s600006,594,43,2021-02-23,14.0
s600008,2,2,2021-02-03,1.0
s600009,1208,44,2021-02-23,27.0
s600010,569,42,2021-02-23,14.0
s600011,14,13,2021-02-22,1.0
s600015,63,26,2021-02-23,2.0
s600016,355,44,2021-02-23,8.0
s600018,22,11,2021-02-22,2.0
s600019,511,44,2021-02-23,12.0
s600022,43,29,2021-02-23,1.0
s600025,6,3,2021-02-10,2.0
s600026,20,12,2021-01-27,2.0
s600027,6,4,2021-02-01,2.0
s600028,387,41,2021-02-23,9.0
s600029,73,19,2021-02-23,4.0
s600030,5077,44,2021-02-23,115.0
s600031,5366,44,2021-02-23,122.0
s600036,4093,44,2021-02-23,93.0
s600037,9,6,2021-02-22,2.0
s600038,61,28,2021-02-23,2.0
s600039,10,5,2021-02-19,2.0
s600048,531,44,2021-02-23,12.0
s600050,194,36,2021-02-23,5.0
s600053,2,2,2021-01-14,1.0
s600055,43,8,2021-02-22,5.0
s600056,1,1,2021-01-26,1.0
s600057,4,3,2021-02-19,1.0
s600058,7,3,2021-02-22,2.0
s600059,522,37,2021-02-22,14.0
s600060,56,19,2021-02-23,3.0
s600061,34,21,2021-02-22,2.0
s600063,32,9,2021-02-22,4.0
s600066,109,24,2021-02-23,5.0
s600068,21,12,2021-02-23,2.0
s600070,1,1,2021-01-06,1.0
s600071,5,4,2021-02-22,1.0
s600072,36,19,2021-01-13,2.0
s600073,9,6,2021-01-13,2.0
s600075,22,5,2021-02-22,4.0
s600077,1,1,2020-12-24,1.0
s600079,119,32,2021-02-23,4.0
s600081,55,13,2021-01-13,4.0
s600085,64,23,2021-02-23,3.0
s600088,1,1,2021-01-19,1.0
s600089,1903,44,2021-02-23,43.0
s600090,1,1,2021-02-19,1.0
s600093,7,3,2021-01-21,2.0
s600095,75,31,2021-02-22,2.0
s600096,33,15,2021-02-23,2.0
s600097,3,3,2021-01-06,1.0
s600098,14,5,2021-01-06,3.0
s600099,2,1,2021-01-28,2.0
s600100,1,1,2021-02-09,1.0
s600103,6,5,2021-02-23,1.0
s600104,1004,44,2021-02-23,23.0
s600105,22,5,2021-02-03,4.0
s600107,1,1,2021-02-03,1.0
s600108,14,8,2021-01-06,2.0
s600109,418,44,2021-02-23,10.0
s600110,248,37,2021-02-19,7.0
s600111,3489,44,2021-02-23,79.0
s600114,5,4,2021-02-23,1.0
s600115,16,8,2021-02-23,2.0
s600116,1,1,2021-02-23,1.0
s600117,2,2,2021-01-07,1.0
s600118,211,36,2021-02-23,6.0
s600120,2,2,2020-12-31,1.0
s600121,457,42,2021-02-23,11.0
s600123,1,1,2020-12-18,1.0
s600125,31,8,2021-01-04,4.0
s600126,26,6,2021-02-22,4.0
s600127,27,17,2021-02-22,2.0
s600129,2,2,2021-01-28,1.0
s600131,5,3,2021-01-08,2.0
s600132,39,21,2021-02-23,2.0
s600133,3,1,2021-01-22,3.0
s600135,2,2,2020-12-17,1.0
s600138,7,4,2021-02-23,2.0
s600139,19,6,2021-01-22,3.0
s600141,35,18,2021-02-23,2.0
s600143,2772,44,2021-02-23,63.0
s600150,13,10,2021-02-10,1.0
s600151,23,17,2021-02-23,1.0
s600152,4,3,2021-01-08,1.0
s600153,3,3,2021-02-03,1.0
s600155,35,26,2021-02-19,1.0
s600157,17,7,2021-02-18,2.0
s600158,51,23,2021-02-04,2.0
s600160,50,20,2021-02-23,2.0
s600161,60,26,2021-02-19,2.0
s600163,6,5,2021-02-23,1.0
s600165,5,3,2021-01-19,2.0
s600166,271,32,2021-02-23,8.0
s600167,2,2,2021-01-28,1.0
s600169,4,3,2021-01-22,1.0
s600171,15,4,2021-01-20,4.0
s600176,233,44,2021-02-23,5.0
s600177,12,7,2021-02-23,2.0
s600178,2,2,2020-12-25,1.0
s600183,189,42,2021-02-22,4.0
s600184,22,9,2021-02-04,2.0
s600185,141,31,2021-02-19,5.0
s600186,3,1,2021-01-05,3.0
s600187,1,1,2021-01-08,1.0
s600188,38,22,2021-02-23,2.0
s600189,181,38,2021-02-23,5.0
s600191,10,7,2021-01-04,1.0
s600195,21,16,2021-02-22,1.0
s600196,1287,44,2021-02-23,29.0
s600197,146,28,2021-02-19,5.0
s600198,15,10,2021-02-22,2.0
s600199,673,42,2021-02-23,16.0
s600201,50,22,2021-02-19,2.0
s600203,2,2,2021-01-18,1.0
s600206,10,7,2021-01-22,1.0
s600207,12,8,2021-02-01,2.0
s600208,41,30,2021-02-22,1.0
s600210,5,2,2021-02-04,2.0
s600211,44,16,2021-01-29,3.0
s600213,10,8,2021-02-01,1.0
s600216,30,16,2021-02-23,2.0
s600217,6,3,2021-01-05,2.0
s600218,4,3,2021-01-27,1.0
s600219,472,43,2021-02-23,11.0
s600220,3,2,2021-02-22,2.0
s600221,32,21,2021-02-19,2.0
s600223,130,24,2021-02-23,5.0
