日期,开盘价,盘高,盘低,收盘价
1,0.99,1.0,0.95,0.96
2,0.98,1.0,0.97,1.0
3,1.0,1.0,1.0,1.0
4,0.94,1.0,0.93,0.98
5,0.96,1.0,0.88,0.9
6,0.99,1.0,0.97,0.98
7,0.91,1.0,0.9,1.0
8,0.98,1.0,0.91,0.93
9,0.97,1.0,0.96,0.97
10,1.0,1.0,0.98,0.99
11,0.99,1.0,0.98,0.99
12,0.98,1.0,0.97,0.98
13,0.99,1.0,0.98,1.0
14,0.96,1.0,0.95,0.99
15,0.98,1.0,0.96,0.96
16,0.88,1.0,0.86,0.97
