291,元大证券股份有限公司,"Yuanta Securities Co., Ltd.",台湾,交通银行,2016/7/19
292,工银国际资产管理有限公司,ICBC International Asset Management Limited Company,香港,农业银行,2016/7/19
293,中国光大证券资产管理有限公司,China Everbright Securities Asset Management Limited,香港,交通银行,2016/8/12
294,领航集团有限公司,"The Vanguard Group, Inc.",美国,汇丰银行,2016/9/1
295,中邮创业国际资产管理有限公司,China Post & Capital Global Asset Management Limited,香港,中国银行,2016/9/9
296,财通国际资产管理有限公司,Caitong International Asset Management Co. Limited,香港,中国银行,2016/9/9
297,摩根大通证券股份有限公司,J.P. Morgan Securities plc,英国,汇丰银行,2016/9/28
298,大成国际资产管理有限公司,Da Cheng International Asset Management Company Limited,香港,渣打银行,2016/12/6
299,招银国际资产管理有限公司,CMB International Asset Management Limited,香港,中国银行,2017/1/5
300,中加国际资产管理有限公司,BOB Scotia International Asset Management Company Limited,香港,建设银行,2017/1/10
301,国家第一养老金信托公司,FSS Trustee Corporation,澳大利亚,汇丰银行,2017/1/18
302,海通银行股份有限公司,"Haitong Bank, S.A.",葡萄牙,花旗银行,2017/2/13
303,中银香港资产管理有限公司,BOCHK Asset Management Limited,香港,农业银行,2017/5/24
304,兴证国际资产管理有限公司,China Industrial Securities International Asset Management Limited,香港,兴业银行,2017/6/19
305,山证国际资产管理有限公司,SSIF Asset Management Limited,香港,交通银行,2017/8/14
306,上投摩根资产管理（香港）有限公司,China International Fund Management (Hong Kong) Limited,香港,中国银行,2017/10/27
307,荷兰汇盈资产管理公司,APG Asset Management N.V.,荷兰,汇丰银行,2017/11/28
308,中泰国际资产管理有限公司,Zhongtai International Asset Management Limited,香港,中国银行,2018/8/15
309,长盛基金（香港）有限公司,Changsheng Fund Management (H.K.) Limited,香港,工商银行,2018/8/22
310,雪湖资本（香港）有限公司,Snow Lake Capital (HK) Limited,香港,汇丰银行,2018/12/14
